POA_CODE_2016,M_SE_Europe_nfd_0_4,M_SE_Europe_nfd_5_14,M_SE_Europe_nfd_15_24,M_SE_Europe_nfd_25_44,M_SE_Europe_nfd_45_54,M_SE_Europe_nfd_55_64,M_SE_Europe_nfd_65_74,M_SE_Europe_nfd_75_84,M_SE_Europe_nfd_85ov,M_SE_Europe_nfd_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_FYROM_0_4,M_FYROM_5_14,M_FYROM_15_24,M_FYROM_25_44,M_FYROM_45_54,M_FYROM_55_64,M_FYROM_65_74,M_FYROM_75_84,M_FYROM_85ov,M_FYROM_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot
POA6057,0,0,0,0,3,0,0,0,0,4,0,0,0,6,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,8,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,3,0,0,19,0,0,0,10,0,3,0,0,0,16,0,0,3,4,7,5,3,3,0,25,0,3,4,9,12,3,4,4,0,37,0,12,14,40,24,14,8,3,0,119,42,54,69,188,84,73,56,31,10,603,567,1137,1107,2366,1168,944,657,344,77,8366,0,0,0,0,0,0,0,0,0,3,479,943,821,1593,687,610,382,179,44,5737,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
POA6058,0,0,0,0,4,0,0,3,0,9,0,3,0,7,3,0,0,0,0,25,0,0,0,4,0,0,0,0,0,4,0,0,3,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,12,0,5,4,9,11,0,0,0,0,31,0,5,7,36,21,22,17,3,0,122,25,34,34,137,47,48,40,35,18,420,435,758,817,1886,805,735,533,248,73,6292,0,3,21,19,3,0,3,3,0,54,370,582,597,1114,427,477,274,167,62,4070,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,0,0,0,0,3
POA6059,0,0,0,10,0,9,4,4,0,28,0,4,5,18,9,5,5,6,3,56,0,0,0,27,0,0,0,0,0,27,7,5,3,8,0,0,0,0,0,24,0,0,0,13,22,23,30,11,0,99,0,0,5,15,7,4,0,4,0,36,3,7,8,18,5,11,5,3,0,51,3,16,23,109,115,89,29,12,7,399,0,0,0,6,0,3,4,0,3,18,0,0,0,12,13,11,0,0,0,34,10,42,43,159,59,41,47,33,10,445,33,38,59,164,85,63,58,53,23,571,652,1285,1408,3151,1554,1332,993,766,256,11392,0,0,3,5,0,0,0,0,0,14,510,1001,1004,1445,812,645,487,458,171,6544,0,0,0,8,0,3,0,0,0,17,0,0,0,10,11,7,4,0,0,29,0,0,0,3,3,0,3,0,0,15,0,0,3,4,7,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6
POA6060,0,0,0,7,3,4,6,3,0,29,0,8,0,38,4,3,3,0,0,59,0,0,0,22,0,0,0,0,0,26,3,3,3,8,0,0,0,0,0,19,0,0,0,13,16,8,7,13,0,62,0,0,0,3,5,0,0,0,0,5,0,3,0,13,3,3,4,3,3,36,3,9,9,62,51,25,8,0,4,174,0,0,0,4,8,4,0,0,0,18,0,0,7,33,9,6,0,0,0,48,12,27,54,346,60,42,28,16,8,592,39,55,61,346,81,77,50,57,39,800,726,845,1018,4591,1310,1074,719,507,259,11048,0,0,6,8,0,0,0,0,0,13,639,700,737,2143,711,630,419,332,226,6534,0,0,0,7,0,0,0,0,0,7,0,0,5,17,7,16,3,0,0,47,0,0,0,3,0,0,0,0,0,3,0,3,3,17,6,7,7,0,0,39,0,0,0,4,4,4,0,0,0,17
POA6061,0,0,0,8,9,6,0,8,0,39,0,10,9,45,11,9,0,3,0,84,0,0,3,49,0,0,0,0,0,55,7,37,38,30,8,0,4,0,0,121,0,3,13,58,41,52,47,16,0,241,0,0,5,32,0,0,0,0,0,37,0,6,6,10,7,5,3,0,0,40,3,34,60,251,149,112,54,29,5,690,0,0,3,9,0,5,0,0,0,24,0,4,10,29,9,0,4,0,0,54,37,166,303,974,207,122,63,21,6,1904,150,177,187,694,206,133,109,68,12,1738,1625,2128,2556,7577,2124,1629,1060,639,167,19503,0,4,30,52,11,7,4,0,0,115,1232,1279,1120,2213,711,660,497,301,69,8077,0,0,0,15,3,0,3,0,0,17,0,0,13,41,40,34,12,6,0,148,0,0,0,16,4,7,4,3,0,34,0,0,0,19,0,0,0,0,0,18,0,0,3,9,5,8,3,0,0,31
POA6062,0,0,0,11,5,13,9,10,0,52,0,4,9,33,14,7,12,7,4,86,0,0,4,44,3,0,0,0,0,48,0,5,6,9,3,0,0,0,0,32,0,0,0,10,14,7,10,11,0,49,0,0,4,6,0,0,0,0,0,21,0,0,0,7,7,5,3,0,0,32,7,15,48,199,165,123,45,29,7,628,0,0,0,5,6,0,5,4,0,21,0,3,3,17,8,6,0,3,0,42,3,44,62,232,89,54,66,42,10,610,38,86,101,303,105,119,105,71,37,974,940,1769,2118,4782,2060,1870,1514,926,276,16253,0,0,0,9,0,0,3,0,0,18,770,1250,1289,2098,867,865,624,373,141,8276,0,0,0,8,0,3,0,0,0,14,0,3,3,28,15,7,3,3,0,66,0,0,0,15,6,3,0,0,0,20,0,0,3,10,6,0,3,0,0,22,0,0,0,3,3,0,3,3,0,13
POA6063,0,0,0,0,5,0,3,0,0,11,0,0,0,10,10,10,4,0,0,33,0,0,0,4,0,0,0,0,0,8,0,10,9,15,0,0,0,0,0,24,0,0,4,9,0,3,0,0,0,13,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,3,3,0,0,12,8,3,19,104,86,42,16,7,0,286,0,0,0,0,0,3,0,0,0,4,0,3,7,10,9,0,0,0,0,28,0,9,46,114,48,37,35,5,0,296,30,50,71,162,75,60,28,25,3,514,541,1044,1111,2136,1011,820,430,129,38,7257,0,0,28,41,10,0,10,0,0,88,447,801,579,905,400,338,156,51,32,3713,0,0,0,7,0,3,0,0,0,17,0,0,0,20,15,10,4,3,0,50,0,0,3,13,3,9,3,0,0,31,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
POA6064,0,0,0,15,9,13,6,4,0,42,0,3,0,14,7,6,7,3,0,47,0,0,0,17,0,0,0,0,0,23,5,54,40,31,3,0,0,0,0,136,0,3,8,67,46,37,56,11,0,230,0,0,0,0,0,0,3,0,0,6,0,3,9,10,6,9,0,0,0,37,7,43,87,351,225,175,83,21,5,1001,0,0,0,3,3,7,3,0,0,25,0,0,3,9,3,7,4,0,0,25,9,56,169,304,134,106,41,27,12,851,68,93,115,256,142,136,76,43,16,957,1063,2165,2359,4426,2114,1761,1152,520,158,15727,0,22,28,42,16,0,0,0,0,108,943,1630,1382,1954,846,747,468,225,58,8256,0,0,3,13,0,4,4,0,0,21,0,0,8,24,19,17,3,3,0,75,0,4,0,28,7,16,10,3,3,60,0,0,0,3,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,5
POA6065,0,0,6,12,12,11,7,3,0,52,0,3,3,24,5,11,4,0,0,52,0,3,3,29,0,4,0,0,0,40,0,9,14,13,3,3,0,0,0,38,0,0,5,93,42,23,19,7,0,190,0,0,0,6,0,6,0,0,0,14,0,17,8,21,13,12,7,3,0,84,3,11,21,200,114,71,23,4,0,452,3,3,9,26,19,10,9,7,4,92,0,17,41,103,59,26,9,8,0,268,3,90,165,473,231,143,68,23,11,1211,82,146,184,466,214,166,127,68,17,1470,2586,4726,4078,9571,4061,2657,1774,839,244,30537,0,0,19,46,14,9,3,3,0,96,2323,3545,2495,5031,1689,1177,791,437,159,17655,0,0,0,12,0,3,0,0,0,20,0,0,9,26,29,3,0,0,0,67,0,0,3,24,7,4,0,0,0,45,0,5,9,28,5,3,0,3,4,50,0,0,0,4,0,5,0,0,0,14
POA6066,0,0,0,3,0,4,3,0,0,13,0,0,3,13,7,13,9,3,0,55,0,0,0,3,0,0,0,0,0,3,0,7,10,8,8,0,0,0,0,30,0,0,3,14,14,8,11,3,0,43,0,0,0,3,0,0,0,0,0,3,0,3,3,3,0,4,0,0,0,16,0,12,26,135,98,71,28,11,7,380,0,0,0,0,3,0,0,0,0,8,0,0,3,3,5,4,3,0,0,31,0,28,69,104,61,53,20,5,0,345,17,48,80,116,82,60,34,9,4,450,562,1334,1597,2304,1470,1189,555,240,70,9312,0,3,14,23,12,3,0,0,0,54,501,1066,1076,1201,788,515,211,111,38,5509,0,0,0,0,0,3,0,0,0,8,0,0,0,9,6,0,7,0,0,27,0,0,0,3,6,7,0,0,0,24,0,0,0,3,0,4,0,0,0,9,0,0,0,0,3,0,0,0,0,6
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,3,0,12,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,0,0,0,3,3,0,3,0,0,10,0,5,5,24,6,3,10,0,0,60,0,0,0,3,0,0,0,0,0,8,3,6,9,7,3,0,0,0,0,30,0,0,0,6,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,3,13,14,7,8,0,0,48,0,4,7,23,6,0,4,0,0,49,0,3,3,17,19,8,6,0,0,53,0,16,38,85,33,22,0,3,0,195,7,78,114,277,108,44,32,13,6,685,95,161,133,428,159,89,66,35,22,1188,1856,3482,2521,6302,2382,1337,878,409,119,19297,0,0,5,3,0,0,0,0,0,8,1653,2469,1744,3738,1126,709,440,210,71,12165,0,0,0,5,0,0,0,0,0,12,0,0,0,12,3,0,0,0,0,16,0,0,0,4,0,3,0,0,0,10,3,8,0,4,7,5,5,0,0,38,0,0,3,7,0,3,0,0,0,11
POA6070,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,3,3,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,18,0,0,0,3,3,3,0,0,0,11,0,3,0,4,3,4,4,3,0,26,6,10,7,16,21,15,7,8,3,92,100,291,214,331,290,248,223,82,19,1801,0,0,0,0,0,0,0,0,0,0,98,240,135,253,187,147,101,47,10,1213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0
POA6071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,3,3,0,0,0,0,5,0,4,0,5,11,6,4,3,3,31,3,4,9,20,18,23,12,3,3,87,74,242,220,300,282,267,200,76,26,1677,0,0,0,0,0,0,0,0,0,0,67,202,200,251,192,158,110,35,8,1223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0
POA6072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,14,11,6,10,15,8,3,0,75,20,52,64,82,76,87,53,26,3,454,0,0,0,0,0,0,0,0,0,0,16,49,38,53,49,45,21,9,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6073,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,11,0,0,0,0,3,0,0,0,0,3,0,0,0,3,7,4,3,3,0,25,3,3,14,15,9,10,14,3,3,72,68,176,185,264,235,207,197,101,39,1466,0,0,0,0,0,0,0,0,0,0,65,165,143,204,159,132,100,63,44,1079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
POA6074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,4,4,9,6,6,6,0,0,36,27,57,68,107,76,65,70,27,0,500,0,0,0,0,0,0,0,0,0,0,25,69,46,81,47,50,31,7,7,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
POA6076,0,0,0,0,3,3,3,0,0,7,0,0,0,3,0,5,6,0,0,20,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,9,12,9,7,0,0,50,0,3,0,0,0,0,0,0,0,3,0,0,0,3,7,9,10,5,0,38,0,3,13,5,18,23,11,5,0,77,0,13,15,23,35,38,40,29,9,200,21,55,67,119,75,122,94,78,32,652,508,1507,1471,1962,1610,1450,1385,722,210,10837,0,0,0,0,0,0,0,0,0,0,461,1254,1089,1427,950,813,710,334,115,7148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,5,0,3,0,26,0,0,0,0,0,0,0,0,0,3
POA6077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,0,0,10,9,5,4,7,3,3,42,20,84,109,124,107,137,97,39,8,721,0,0,0,0,0,0,0,0,0,0,19,68,89,69,71,64,47,20,9,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,10,3,5,0,7,10,9,5,0,0,39,29,65,81,106,81,85,57,10,3,508,0,0,0,0,0,0,0,0,0,0,14,47,40,50,39,38,19,7,3,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,10,0,3,0,3,7,11,5,0,0,31,7,16,19,39,32,27,23,11,0,170,125,386,336,492,397,357,231,84,29,2431,0,0,0,0,0,0,0,0,0,0,98,320,231,394,269,199,104,27,9,1664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
POA6082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,0,0,3,3,0,4,0,0,24,0,6,10,27,15,12,4,12,0,86,104,239,212,373,232,244,155,58,15,1630,0,0,0,0,0,0,0,0,0,0,82,206,167,289,166,130,74,17,5,1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,5,0,0,0,6,9,10,7,3,0,30,6,12,15,23,28,27,22,9,3,138,83,231,223,308,351,303,188,77,18,1784,0,0,0,0,0,0,0,0,0,0,60,211,190,261,213,167,83,31,0,1212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
POA6084,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,10,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,11,0,0,0,16,0,0,0,3,3,0,0,0,0,10,0,6,10,6,16,11,13,0,0,68,18,46,67,115,85,68,26,21,6,451,244,626,563,937,690,563,365,122,21,4123,0,0,0,0,0,0,0,0,0,0,205,498,403,687,344,285,155,45,14,2634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6100,0,0,0,4,0,3,0,0,0,10,3,6,3,33,11,3,3,0,0,59,0,0,0,31,0,0,0,0,0,28,6,7,4,13,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,14,0,0,0,18,6,3,0,0,0,30,0,0,8,22,8,3,0,0,0,34,0,0,0,9,5,0,0,0,0,16,0,0,0,4,5,3,0,0,0,15,10,17,46,182,24,18,10,7,0,323,24,29,67,294,85,75,32,25,9,642,389,527,982,3126,878,798,453,194,75,7426,0,0,0,3,3,0,0,0,0,7,343,393,542,1089,437,381,175,87,46,3485,0,4,0,24,0,0,0,0,0,33,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,6,0,0,5,13,3,0,0,0,0,25,0,4,0,3,0,0,0,0,0,8
