POA_CODE_2016,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
POA5139,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,4,0,3,0,27
POA5140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,5,0,5,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,0,0,0,0,8,0,5,0,0,0,0,11,3,3,0,0,0,0,9,3,4,0,0,0,0,4,4,4,3,0,0,0,9,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,45,9,3,6,0,86
POA5141,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,4,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,0,0,0,11,0,6,3,3,0,0,12,0,0,0,0,0,0,4,0,3,0,0,0,0,4,0,0,0,0,0,0,3,3,0,3,0,0,0,8,3,3,0,0,0,0,3,0,6,0,0,0,0,4,0,7,0,0,0,0,6,3,9,0,0,0,0,13,0,5,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,7,23,40,19,6,0,0,91
POA5142,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,0,0,0,0,0,6,3,0,0,0,0,0,7,0,9,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,21,36,12,4,0,0,70
POA5144,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,3,0,0,0,4,3,4,0,0,0,0,9,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,17,11,0,0,0,56
POA5150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4
POA5151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,3,0,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,0,0,0,0,0,0,7,25,9,0,6,0,43
POA5152,16,11,7,0,4,0,37,11,0,0,0,0,0,15,18,0,0,0,3,0,22,11,4,3,3,0,0,15,14,5,0,4,6,0,33,8,14,16,5,0,3,43,22,24,5,3,4,0,64,10,20,5,3,3,0,44,13,23,9,3,3,0,46,9,22,8,5,7,0,57,11,15,3,0,0,0,26,24,61,17,5,3,0,102,8,32,3,0,0,0,47,9,25,6,0,0,0,40,20,43,11,3,0,0,75,26,78,18,3,3,0,137,13,26,9,0,0,0,42,3,27,5,0,3,0,42,7,6,8,0,0,0,19,239,428,142,40,48,3,905
POA5153,12,7,12,0,7,0,35,6,3,0,0,0,0,9,5,4,9,0,0,0,25,11,4,14,0,0,0,21,10,5,11,0,3,0,30,15,10,8,3,3,0,41,18,30,21,3,7,0,72,13,32,19,7,8,0,77,14,27,16,5,3,0,67,29,48,19,4,3,0,96,13,33,3,3,3,0,65,26,53,20,3,4,0,114,7,25,10,0,0,0,49,4,18,0,0,0,0,31,11,34,14,5,0,0,64,20,39,21,0,0,0,84,6,16,8,0,0,0,42,9,13,7,0,0,0,29,18,12,5,0,3,0,34,261,422,214,37,44,3,979
POA5154,4,6,0,0,3,0,13,0,0,3,0,0,0,7,4,3,4,0,0,0,12,9,4,0,0,3,0,15,10,11,3,0,0,0,25,12,7,7,0,0,0,27,3,10,8,0,0,0,24,4,15,5,3,0,0,30,7,12,8,0,0,0,25,3,11,8,0,3,0,32,9,12,3,0,3,0,24,7,31,8,0,3,0,49,9,8,3,4,0,0,27,6,13,5,0,0,0,19,3,28,3,8,0,0,42,11,43,8,3,0,0,68,10,20,4,0,0,0,32,6,8,0,0,0,0,18,4,6,0,0,0,0,19,126,244,81,22,21,4,500
POA5155,6,3,0,0,5,0,16,3,3,0,0,0,0,11,10,0,0,0,0,0,10,4,3,3,0,3,0,13,9,10,9,3,6,0,35,4,11,3,4,11,0,38,14,10,3,4,4,0,40,8,16,9,4,0,0,39,11,27,12,3,7,0,56,15,29,8,7,7,0,61,14,35,3,0,0,0,57,24,44,5,0,3,0,78,9,22,0,0,3,0,38,8,6,4,0,0,0,23,10,22,3,3,0,0,30,16,21,8,0,0,0,42,3,3,3,0,0,0,5,0,8,0,0,0,0,8,0,14,0,0,0,0,18,164,285,79,41,48,4,620
POA5156,3,0,3,0,0,0,5,0,0,0,0,0,0,0,5,5,0,0,0,0,10,0,3,0,0,0,0,7,3,0,0,0,0,0,3,3,0,0,0,0,0,3,3,3,3,4,3,0,10,4,4,3,0,0,0,13,4,9,4,0,3,0,16,5,5,4,0,0,0,16,4,4,0,0,0,0,15,0,5,3,0,0,0,16,0,6,0,0,0,0,11,0,3,3,0,0,0,8,3,6,0,3,0,0,17,3,8,4,0,0,0,14,0,4,0,0,0,0,4,0,0,3,0,0,0,3,0,0,3,0,3,0,3,52,72,34,11,17,0,180
POA5157,10,10,5,0,0,0,21,7,6,3,0,0,0,10,12,4,0,0,0,0,14,5,0,9,0,0,0,12,11,4,6,0,0,0,26,9,0,5,0,0,0,11,6,14,9,0,0,0,26,15,13,7,3,0,0,41,13,20,10,0,0,0,38,12,14,7,0,0,0,34,11,14,9,0,0,0,29,7,14,8,0,3,0,38,7,4,0,0,0,0,13,8,9,0,0,0,0,20,6,8,11,0,0,0,27,12,28,7,3,0,0,48,5,8,4,0,0,0,13,3,3,0,0,0,0,13,3,6,0,0,0,0,13,137,184,98,13,14,3,449
POA5158,62,24,26,5,3,0,122,16,5,19,3,6,0,50,44,15,26,4,18,0,113,33,18,33,3,13,0,100,56,34,37,15,18,0,154,52,64,64,12,23,0,211,69,111,74,21,16,0,292,102,161,69,26,33,0,391,96,199,82,37,29,4,440,120,233,68,22,19,0,457,85,189,56,17,20,0,368,124,266,80,19,19,0,502,45,91,36,11,3,0,189,22,56,11,0,0,0,95,71,109,30,5,5,0,224,47,67,26,3,4,0,145,12,21,9,0,0,0,43,4,9,6,0,3,0,21,40,44,28,7,7,6,128,1088,1713,794,205,235,15,4059
POA5159,92,36,39,8,12,3,186,32,9,17,0,9,0,72,42,22,38,3,15,3,126,51,23,32,3,13,0,125,70,46,60,14,26,0,217,75,89,75,19,33,0,300,95,135,88,27,33,4,374,130,202,96,35,31,7,506,141,210,92,36,29,0,509,149,275,106,34,27,5,601,119,225,47,14,19,0,426,124,275,95,17,26,3,542,60,134,32,5,4,3,238,35,65,26,3,0,0,137,61,145,61,9,8,0,283,60,107,69,5,4,0,242,18,27,25,0,5,0,71,7,12,8,0,0,0,29,44,54,42,9,13,4,158,1403,2107,1050,247,309,33,5152
POA5160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA5161,19,11,6,0,0,0,40,9,3,3,0,5,0,21,22,9,14,5,0,0,50,16,10,7,4,14,0,52,24,18,18,6,16,0,85,28,33,29,7,7,4,115,37,39,32,10,17,6,134,36,80,24,12,18,0,170,50,111,22,16,9,3,212,38,92,19,10,13,0,162,34,58,16,4,4,0,114,27,64,6,3,7,0,115,9,18,0,3,0,0,35,0,12,0,0,4,0,14,4,23,9,0,0,0,41,15,11,6,0,0,0,29,0,3,3,0,0,0,6,0,0,0,0,0,0,3,10,12,6,3,7,0,40,377,607,222,94,117,17,1437
POA5162,61,28,26,6,4,6,133,38,9,17,0,9,4,72,56,22,26,12,26,0,145,52,28,40,14,24,0,147,74,58,66,17,41,3,258,96,105,63,45,52,3,366,125,164,101,38,58,3,488,176,261,96,64,57,8,653,174,291,78,50,46,8,654,151,314,104,35,35,7,645,88,161,36,14,21,0,322,83,163,62,13,13,3,333,24,66,18,7,0,0,118,15,24,5,3,0,0,41,34,65,9,3,0,0,110,22,40,16,6,3,0,84,9,7,3,0,3,0,23,3,3,4,0,3,0,17,40,32,16,12,19,3,131,1315,1844,780,343,416,59,4745
POA5163,23,4,8,3,5,0,49,13,5,6,0,0,0,23,33,5,18,3,9,0,72,33,12,13,0,8,4,66,41,20,29,15,10,0,112,48,49,34,20,25,0,178,74,65,30,27,38,3,233,76,111,34,34,27,0,285,53,98,35,23,13,5,217,68,102,29,11,8,4,223,28,40,16,7,6,0,95,29,47,18,0,5,0,104,0,13,6,3,0,0,27,7,4,0,0,0,0,12,14,24,6,3,3,0,51,13,15,13,3,3,0,43,4,3,0,0,0,0,15,0,0,0,0,3,0,5,25,22,15,5,3,0,69,582,643,315,156,172,16,1878
POA5164,3,0,3,0,0,0,12,4,0,0,0,0,0,10,13,3,6,3,7,0,22,12,3,10,3,3,0,28,14,3,0,4,8,0,28,11,15,6,5,0,0,43,10,31,19,3,12,0,77,17,38,12,9,4,3,82,10,38,6,3,4,0,61,9,17,3,3,3,0,40,5,11,3,0,0,0,20,5,7,0,0,0,0,13,0,0,0,0,0,0,3,3,0,3,0,0,0,5,0,3,0,0,0,0,7,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,11,126,165,68,41,44,8,448
POA5165,7,3,0,0,0,0,6,0,3,0,0,0,0,6,9,0,3,0,0,0,12,4,8,7,0,5,0,24,7,0,5,0,3,0,24,9,8,5,3,3,0,29,6,8,4,7,7,0,32,17,21,9,0,0,0,48,19,22,6,3,3,0,49,11,22,3,6,0,0,40,7,15,9,4,3,0,37,15,14,9,0,0,0,38,0,3,0,0,0,0,8,0,0,0,0,0,0,4,3,0,3,0,0,0,11,3,3,0,0,0,0,11,0,3,0,0,0,0,4,0,0,0,0,0,0,0,3,4,3,0,3,0,14,126,134,71,22,29,0,395
POA5166,3,0,0,0,0,0,4,0,3,0,0,0,0,3,7,0,3,0,0,0,12,4,0,0,4,0,0,6,10,0,9,3,0,0,22,3,8,7,5,9,0,29,4,7,3,8,3,0,20,6,5,5,0,7,0,32,3,4,0,0,0,0,16,12,6,0,0,3,0,27,0,0,0,0,0,0,3,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,73,48,31,24,29,0,200
POA5167,9,3,0,0,3,3,18,6,5,3,0,0,0,11,8,3,3,0,0,0,17,4,3,3,0,0,0,9,3,5,10,0,0,0,24,16,11,10,7,11,0,55,6,27,12,7,8,0,54,15,34,15,4,6,3,73,15,24,11,5,11,0,63,21,41,18,0,3,0,85,16,24,14,4,0,0,64,26,37,16,4,0,0,81,0,9,10,0,0,0,18,5,7,0,0,0,0,15,14,14,7,0,0,0,37,11,11,3,3,0,0,23,0,3,3,0,3,0,9,0,3,0,0,0,0,8,12,10,5,0,0,0,21,185,274,129,35,54,8,687
POA5168,7,3,4,0,9,0,21,4,0,0,0,0,0,5,10,3,3,0,3,0,19,7,0,3,0,3,0,17,9,7,6,0,7,0,27,12,18,18,0,12,0,59,36,26,14,8,0,0,88,28,38,13,10,6,0,98,21,41,7,0,9,0,75,27,52,3,8,6,3,97,19,33,6,3,0,0,54,17,35,5,4,4,0,63,11,7,3,0,0,0,20,3,7,3,0,0,0,12,13,17,8,0,0,0,36,4,12,4,0,0,0,19,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,8,5,3,0,0,22,229,304,107,37,59,8,742
POA5169,33,4,12,0,4,0,51,16,6,4,0,0,0,26,17,12,8,5,5,0,47,17,7,12,3,6,0,45,37,19,30,5,11,3,103,39,30,30,11,17,0,131,38,53,19,16,8,0,135,50,96,35,13,17,4,223,69,111,32,26,16,0,258,93,178,43,23,9,0,352,67,113,25,9,5,0,219,88,146,32,16,4,3,288,32,57,17,5,4,3,115,5,26,10,0,0,0,42,18,47,30,7,3,0,104,20,23,11,0,0,0,51,3,3,0,0,0,0,12,3,0,3,0,0,0,10,15,20,21,3,5,0,70,663,962,365,143,120,19,2277
POA5170,3,0,0,0,0,0,3,3,0,0,0,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,4,0,6,0,0,4,0,13,0,3,0,0,0,0,10,5,4,3,0,0,0,11,3,8,3,0,4,0,20,3,6,0,0,3,0,15,3,6,3,0,3,0,15,9,0,0,0,0,0,13,3,7,4,0,0,0,20,0,3,0,0,0,0,3,0,3,0,0,0,0,3,7,0,0,0,0,0,5,3,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,9,45,64,31,3,10,0,154
POA5171,9,4,8,0,0,0,26,12,0,3,0,3,0,14,9,3,0,0,4,0,18,8,4,4,3,0,3,21,11,3,11,0,6,0,32,14,12,6,0,3,0,37,17,19,10,7,4,0,56,22,36,16,3,3,0,79,18,27,6,8,4,0,63,24,36,13,8,5,0,79,11,43,10,0,6,0,59,20,43,16,4,0,0,84,4,21,3,0,0,0,30,8,10,6,0,0,0,21,13,31,7,0,0,0,51,10,18,5,0,0,0,43,6,7,3,0,0,0,18,7,4,5,0,0,0,15,7,11,7,0,3,0,26,217,347,143,31,41,6,780
POA5172,12,3,3,0,3,0,23,4,0,0,0,0,0,5,3,3,3,0,0,0,12,5,4,10,0,0,0,19,6,9,9,3,0,0,27,8,10,5,0,3,0,25,14,18,6,0,3,0,37,7,29,8,0,6,0,55,5,24,10,0,0,0,36,13,28,11,0,4,0,54,3,14,9,0,3,0,35,17,19,8,9,8,0,54,4,16,8,0,0,0,27,3,9,3,0,3,0,17,10,22,3,0,0,0,37,14,26,6,0,0,0,47,3,0,0,0,0,0,6,3,4,0,0,0,0,7,7,10,7,0,0,0,27,144,248,101,21,32,0,545
POA5173,12,6,8,0,7,0,35,15,3,4,0,0,0,25,22,4,11,7,14,0,52,10,10,3,5,4,0,33,27,10,16,13,13,0,75,26,31,11,13,10,0,99,29,48,24,10,12,0,119,54,90,29,21,19,3,218,62,93,11,26,12,0,199,51,120,24,14,13,0,224,28,82,10,3,0,0,117,33,87,30,3,6,0,160,11,36,4,3,0,0,59,3,17,4,0,0,0,28,9,20,12,3,3,0,47,18,21,6,0,0,0,44,0,7,5,0,0,0,14,7,3,0,0,0,0,10,18,13,10,4,6,0,59,441,712,210,126,121,7,1619
POA5174,4,7,0,0,3,0,16,0,0,0,0,0,0,0,5,0,0,0,0,0,10,3,0,3,0,4,0,14,9,3,3,0,7,0,20,14,13,0,3,3,0,33,13,13,5,0,9,0,40,14,19,16,4,4,0,54,10,26,3,4,7,0,50,16,22,6,4,3,0,46,8,18,0,0,0,0,23,12,15,4,0,0,0,34,3,3,0,0,0,0,17,3,4,0,0,0,0,6,9,10,4,0,0,0,24,0,3,3,0,0,0,7,3,0,3,0,0,0,7,0,0,0,0,0,0,4,7,13,6,3,0,0,23,130,167,74,24,35,3,432
POA5201,7,0,4,0,3,0,12,0,0,0,0,0,0,3,3,0,3,0,0,0,6,0,0,0,0,0,0,6,7,3,3,0,0,0,17,4,9,0,0,4,0,13,9,9,5,3,0,0,22,16,13,0,0,0,0,30,12,16,7,0,0,0,31,12,11,3,0,0,0,26,8,11,3,0,0,0,18,14,9,8,3,0,0,33,4,12,3,3,0,0,23,8,0,3,3,0,0,14,5,12,0,0,0,0,24,7,3,3,0,0,0,21,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,9,122,108,46,13,18,3,315
POA5202,3,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,0,10,3,5,3,0,0,0,13,4,7,4,0,0,0,13,3,15,0,0,3,0,15,4,9,0,0,0,0,11,3,4,0,0,0,0,15,6,3,3,0,0,0,14,3,6,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,3,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,46,57,23,6,4,0,141
POA5203,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,3,0,0,0,7,3,0,0,0,0,0,3,3,3,0,0,0,0,3,11,5,0,0,0,0,14,7,4,0,3,0,0,16,7,4,4,0,0,0,21,8,7,0,0,0,0,12,3,3,0,0,0,0,9,3,0,0,0,0,0,3,4,4,3,0,0,0,9,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,5,55,39,22,3,4,0,125
POA5204,12,3,0,0,0,0,12,3,3,0,0,0,0,12,9,0,0,0,0,0,15,7,0,0,0,0,0,12,12,3,3,0,3,0,26,13,8,4,3,0,0,31,14,12,5,0,0,0,24,8,14,0,0,0,0,27,17,3,8,3,0,0,26,13,5,0,0,0,0,24,3,9,0,0,0,0,9,4,0,3,0,0,0,9,4,3,0,0,0,0,9,0,0,3,0,0,0,4,3,0,0,0,0,0,9,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,0,0,0,0,9,139,71,28,14,9,0,256
POA5210,10,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,0,0,0,7,5,0,0,4,3,0,10,9,5,0,4,5,0,27,5,3,4,0,0,0,16,7,12,5,5,0,0,28,3,10,0,0,0,0,17,5,26,3,3,0,0,40,10,14,9,0,0,0,25,6,20,6,0,0,0,34,0,10,0,0,0,0,11,0,0,0,0,0,0,0,3,10,7,0,0,0,17,9,3,3,0,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,11,0,0,0,0,14,95,123,43,17,8,0,286
POA5211,51,13,4,0,0,0,70,17,7,6,0,0,0,30,45,9,8,0,3,0,65,31,7,9,3,3,0,60,32,15,11,3,11,0,70,37,27,22,8,9,0,102,54,42,15,12,14,0,141,55,63,22,12,19,0,159,46,59,17,16,3,0,140,36,51,21,7,0,0,116,27,37,5,0,0,0,64,34,25,6,0,0,0,73,8,10,4,0,0,0,26,8,9,3,0,0,0,19,17,20,12,0,0,0,55,18,16,9,3,0,0,39,4,9,3,0,0,0,18,3,10,0,0,0,0,8,16,9,3,3,5,0,41,541,440,175,67,71,3,1297
POA5212,4,0,0,0,3,0,4,3,0,0,0,0,0,3,6,3,0,0,0,0,11,5,0,3,0,0,0,6,6,3,3,3,3,0,20,10,4,4,0,0,0,17,6,3,4,3,0,0,16,13,8,3,3,0,0,28,4,7,4,0,0,0,16,0,10,4,0,0,0,8,0,6,3,0,0,0,8,6,11,0,0,0,0,12,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,59,58,31,10,4,0,163
POA5213,3,0,3,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,5,3,6,0,0,16,0,3,0,0,0,0,11,3,7,4,0,0,0,11,9,9,3,0,0,0,16,3,11,0,0,0,0,15,3,4,0,0,0,0,10,4,6,0,0,0,0,15,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,3,0,0,0,0,3,0,0,0,0,0,0,0,42,54,16,10,12,0,128
POA5214,24,7,8,0,3,0,38,6,0,0,0,0,0,8,25,0,5,3,3,0,39,12,7,5,0,3,0,33,31,3,6,3,0,0,48,39,19,7,3,10,0,77,33,22,10,7,6,0,76,33,32,7,9,8,0,90,27,37,4,6,4,0,68,17,30,4,3,6,0,64,13,13,3,0,0,0,35,17,22,8,0,0,0,45,14,5,3,0,0,0,19,3,0,0,0,0,0,8,5,3,0,0,0,0,12,6,10,5,0,0,0,21,3,0,0,0,0,0,4,0,3,3,0,0,0,7,7,9,0,4,4,0,23,312,227,82,44,50,0,718
POA5220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,12
POA5221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,3,0,17
POA5222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,3,0,0,0,0,5,4,5,3,0,0,0,6,5,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,13,4,7,0,0,52
