POA_CODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
POA2339,88,62,13,3,168,53,7,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,62,13,3,174,53,7,235
POA2340,4436,4736,2026,155,11357,3289,455,15098,208,77,144,17,452,899,70,1424,55,22,34,0,113,210,27,346,270,96,183,23,565,1108,96,1770,38,23,38,3,101,216,14,329,4,3,3,0,6,11,0,24,4,0,0,0,8,13,0,13,0,0,0,0,0,0,0,0,40,27,37,4,114,238,14,366,8,0,0,0,10,23,0,34,11,3,0,0,14,25,0,37,4,0,0,0,7,3,0,10,49,40,113,8,207,57,12,281,71,43,113,8,241,107,12,357,23,21,22,0,70,42,9,111,4845,4929,2380,188,12343,4780,583,17710
POA2341,167,122,76,12,374,207,15,605,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,14,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,9,3,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,175,118,76,12,385,232,19,629
POA2342,50,43,16,0,116,43,6,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,53,44,16,0,122,43,6,164
POA2343,541,472,215,21,1249,489,48,1781,3,0,0,0,3,4,0,15,0,0,0,0,0,0,0,0,3,0,3,0,4,4,0,14,3,3,13,0,19,47,3,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,0,19,47,3,65,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,9,4,0,0,0,4,5,0,13,4,3,0,0,7,0,0,4,554,479,228,24,1283,552,47,1886
POA2344,76,92,14,0,188,52,6,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,77,92,14,0,187,60,6,255
POA2345,98,76,27,6,210,40,8,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,78,27,6,210,45,8,261
POA2346,333,253,160,20,770,344,20,1132,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,38,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,41,6,0,0,0,7,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,6,4,0,0,11,9,0,13,6,0,0,0,7,0,0,10,345,257,164,20,782,399,25,1203
POA2347,242,161,61,8,465,275,21,759,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,4,0,0,0,4,14,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,14,0,18,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,3,4,0,11,3,0,0,0,8,0,0,8,247,158,62,8,477,298,27,803
POA2350,2232,2243,924,88,5482,1784,333,7596,119,87,68,8,285,402,61,751,18,8,12,6,44,81,12,143,133,102,78,12,330,489,72,892,69,35,29,8,131,284,36,457,8,3,0,0,16,29,3,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,35,29,9,147,319,37,508,5,0,0,0,3,0,0,6,3,0,0,0,4,5,0,11,0,0,0,0,4,0,0,3,6,0,0,0,5,3,0,11,14,4,3,0,19,16,0,36,23,12,7,0,44,30,0,74,2479,2395,1044,110,6028,2632,446,9106
POA2351,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,4
POA2352,324,301,103,6,735,203,26,968,3,3,4,0,10,13,0,25,0,0,0,0,0,0,0,0,3,3,4,0,10,13,0,25,0,3,3,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,5,3,0,12,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,3,0,6,0,0,0,0,6,5,0,11,0,0,0,0,3,0,0,3,329,314,110,8,763,227,27,1014
POA2353,120,105,44,0,272,76,3,351,3,0,0,0,7,23,0,22,0,0,0,0,0,0,0,0,3,0,0,0,7,23,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,10,0,16,0,0,0,0,0,0,0,0,121,110,46,0,278,112,8,398
POA2354,433,351,104,6,897,384,23,1300,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,4,20,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,7,20,0,24,0,0,0,0,0,3,0,3,3,0,0,0,3,3,0,8,0,0,0,0,4,0,0,3,4,0,0,0,3,0,0,6,4,0,0,0,13,3,0,16,10,9,0,0,18,5,0,23,454,365,106,8,934,415,27,1376
POA2355,72,50,31,6,152,88,3,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,7,0,0,0,0,0,0,0,3,80,50,31,6,164,90,3,258
POA2356,12,14,11,0,34,18,4,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,11,0,33,18,4,59
POA2357,486,323,169,19,990,427,20,1435,6,0,0,0,9,36,0,37,3,0,0,0,5,0,0,5,8,4,0,0,7,32,0,42,8,5,3,0,8,26,3,38,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,0,10,30,3,44,6,0,0,0,4,8,0,11,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,8,12,0,0,0,14,13,0,22,11,3,0,0,15,8,0,27,513,329,179,19,1043,504,27,1571
POA2358,465,356,151,12,985,387,35,1403,0,0,0,0,3,4,0,13,0,0,0,0,0,0,0,0,3,0,0,0,3,11,0,12,3,0,3,0,8,22,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,22,0,29,0,0,0,0,0,3,0,6,0,0,0,0,3,10,0,10,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,6,3,0,0,0,9,12,0,23,0,0,0,0,4,0,0,4,474,360,156,12,1002,430,33,1474
POA2359,90,68,29,6,196,64,6,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,4,0,3,0,0,8,0,0,3,0,0,0,0,0,0,0,0,93,70,28,6,196,68,6,272
POA2360,1501,1287,654,52,3492,1107,126,4725,31,12,10,0,62,78,5,141,4,4,5,0,8,15,0,26,37,14,16,0,72,91,3,164,34,18,30,0,85,254,7,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,18,30,0,85,257,7,351,9,0,0,0,10,17,0,25,0,0,0,0,4,10,0,15,0,0,0,0,0,0,0,0,7,3,0,0,6,3,0,11,13,5,4,0,18,28,3,50,26,33,9,0,66,29,3,98,1609,1360,716,57,3739,1514,143,5391
POA2361,107,74,39,7,221,88,15,320,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,4,9,0,15,0,0,0,0,0,0,0,3,109,76,42,7,231,98,15,344
POA2365,400,362,142,9,924,326,35,1284,5,3,3,0,10,5,4,16,0,0,0,0,0,0,0,0,5,3,3,0,10,6,4,21,3,3,0,0,10,21,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10,21,0,29,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,8,7,3,0,0,10,3,0,12,420,371,150,15,953,357,35,1353
POA2369,85,82,46,4,221,69,11,298,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,3,0,8,0,0,0,0,3,0,0,3,93,82,44,9,225,74,15,317
POA2370,853,615,309,25,1801,830,74,2708,0,0,0,0,4,27,0,34,0,0,0,0,0,3,0,3,0,0,0,0,4,27,0,31,9,9,11,0,32,91,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,11,0,32,91,0,115,4,3,0,0,3,5,0,13,0,0,0,0,3,5,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,7,3,0,0,8,13,0,27,10,6,3,0,23,20,0,47,888,631,326,26,1872,983,81,2936
POA2371,167,81,42,5,292,152,12,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,8,0,0,0,8,3,0,8,0,0,3,0,3,4,0,6,171,81,43,5,302,167,14,489
POA2372,642,343,184,13,1178,594,35,1815,4,3,0,0,11,39,0,53,0,0,0,0,0,0,0,0,4,3,0,0,11,39,0,53,7,0,3,0,9,25,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,9,25,0,30,3,0,0,0,3,3,0,3,3,0,0,0,9,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,6,8,4,0,0,10,16,3,23,3,0,0,0,3,3,0,14,663,352,187,14,1211,680,45,1935
POA2379,31,43,9,3,88,26,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,38,43,9,3,89,25,0,115
POA2380,997,1078,392,38,2500,836,80,3420,40,17,6,0,61,68,0,128,3,0,3,0,5,23,0,32,39,18,10,0,64,84,4,156,15,8,16,3,45,133,10,188,3,0,5,0,10,11,0,18,6,0,0,0,8,28,0,38,0,0,0,0,0,0,0,0,24,10,21,3,57,176,13,248,0,0,0,0,3,3,0,6,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,14,5,8,0,0,9,16,0,26,8,6,3,0,18,10,0,24,1071,1118,424,41,2652,1117,93,3869
POA2381,127,119,61,5,309,104,12,422,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,3,0,0,4,130,118,62,8,316,110,12,436
POA2382,140,117,74,3,330,122,17,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,16,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,6,0,7,0,0,0,0,3,0,0,3,144,116,70,3,336,144,15,500
POA2386,29,36,5,0,74,30,3,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,5,0,3,0,0,3,0,0,6,32,41,5,0,80,36,3,124
POA2387,23,23,0,0,43,16,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,7,21,25,0,0,48,16,0,64
POA2388,208,249,106,6,571,215,20,802,0,3,5,0,9,45,0,54,0,0,0,0,0,0,0,0,0,3,5,0,9,45,0,54,4,3,0,0,9,14,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,14,0,18,0,0,0,0,0,16,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,4,0,0,6,20,0,27,0,0,0,0,7,3,0,9,217,257,115,4,592,292,20,909
POA2390,893,881,303,28,2106,565,69,2739,10,10,9,0,24,54,5,81,6,3,3,0,9,9,0,25,13,9,10,0,32,63,4,104,20,8,21,0,57,149,4,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,21,0,57,149,4,208,8,0,0,0,8,15,0,16,0,0,0,0,3,6,0,8,0,0,0,0,3,0,0,3,3,0,0,0,7,0,0,4,8,3,0,0,12,19,0,32,3,3,0,0,7,11,0,16,940,907,340,26,2217,804,86,3105
POA2395,93,37,33,3,162,93,7,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,8,94,42,33,3,164,105,7,275
POA2396,104,68,42,4,219,117,12,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,105,67,46,4,223,131,12,360
POA2397,36,36,16,0,85,39,3,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,36,36,16,0,84,40,3,127
POA2398,26,23,3,0,60,20,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,26,23,3,0,60,22,0,83
POA2399,41,37,13,3,90,33,0,129,19,19,7,0,42,17,0,66,0,0,0,0,0,0,0,0,19,16,7,0,44,17,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,0,0,3,0,0,3,60,55,23,3,146,59,3,205
POA2400,776,859,442,55,2130,653,77,2860,29,42,18,7,94,52,3,147,8,3,0,0,10,8,0,14,41,39,18,7,104,57,3,162,57,19,51,3,131,282,16,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,53,19,52,3,132,284,14,435,11,0,0,0,8,20,0,28,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,11,4,0,0,16,11,3,31,19,4,4,0,29,33,3,64,3,7,0,0,11,9,0,20,889,927,514,66,2401,1032,104,3536
POA2401,36,32,11,0,85,26,4,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,34,11,0,82,31,4,116
POA2402,221,156,71,9,457,194,17,661,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,15,4,0,0,0,7,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,3,0,9,0,0,0,0,0,0,0,3,223,157,67,9,460,212,17,690
POA2403,83,79,22,3,181,62,3,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,5,84,76,19,3,187,62,3,256
POA2404,261,121,74,3,462,224,22,704,0,0,0,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,15,0,0,0,0,3,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,8,5,0,0,0,10,9,0,14,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,9,12,0,23,0,0,0,0,0,0,0,0,278,121,73,6,477,252,23,751
