SA3_CODE_2016,A55_64_SOLSE_VWW_12,A55_64_SOLSE_VWW_13,A55_64_SOLSE_VWW_14,A55_64_SOLSE_VWW_15,A55_64_SOLSE_VWW_16,A55_64_SOLSE_VWW_YNS,A55_64_SOLSE_VWW_T,A55_64_SOLSE_NWNAA_B00,A55_64_SOLSE_NWNAA_00_05,A55_64_SOLSE_NWNAA_06_10,A55_64_SOLSE_NWNAA_11,A55_64_SOLSE_NWNAA_12,A55_64_SOLSE_NWNAA_13,A55_64_SOLSE_NWNAA_14,A55_64_SOLSE_NWNAA_15,A55_64_SOLSE_NWNAA_16,A55_64_SOLSE_NWNAA_YNS,A55_64_SOLSE_NWNAA_T,A55_64_SOLSE_PinE_NS_B00,A55_64_SOLSE_PinE_NS_00_05,A55_64_SOLSE_PinE_NS_06_10,A55_64_SOLSE_PinE_NS_11,A55_64_SOLSE_PinE_NS_12,A55_64_SOLSE_PinE_NS_13,A55_64_SOLSE_PinE_NS_14,A55_64_SOLSE_PinE_NS_15,A55_64_SOLSE_PinE_NS_16,A55_64_SOLSE_PinE_NS_YNS,A55_64_SOLSE_PinE_NS_T,A55_64_SOLSE_T_B00,A55_64_SOLSE_T_00_05,A55_64_SOLSE_T_06_10,A55_64_SOLSE_T_11,A55_64_SOLSE_T_12,A55_64_SOLSE_T_13,A55_64_SOLSE_T_14,A55_64_SOLSE_T_15,A55_64_SOLSE_T_16,A55_64_SOLSE_T_YNS,A55_64_SOLSE_T_T,A55_64_L_PinE_NS_B00,A55_64_L_PinE_NS_00_05,A55_64_L_PinE_NS_06_10,A55_64_L_PinE_NS_11,A55_64_L_PinE_NS_12,A55_64_L_PinE_NS_13,A55_64_L_PinE_NS_14,A55_64_L_PinE_NS_15,A55_64_L_PinE_NS_16,A55_64_L_PinE_NS_YNS,A55_64_L_PinE_NS_T,A55_64_T_B00,A55_64_T_00_05,A55_64_T_06_10,A55_64_T_11,A55_64_T_12,A55_64_T_13,A55_64_T_14,A55_64_T_15,A55_64_T_16,A55_64_T_YNS,A55_64_T_T,A65_74_SEO_B00,A65_74_SEO_00_05,A65_74_SEO_06_10,A65_74_SEO_11,A65_74_SEO_12,A65_74_SEO_13,A65_74_SEO_14,A65_74_SEO_15,A65_74_SEO_16,A65_74_SEO_YNS,A65_74_SEO_T,A65_74_SOLSE_VWW_B00,A65_74_SOLSE_VWW_00_05,A65_74_SOLSE_VWW_06_10,A65_74_SOLSE_VWW_11,A65_74_SOLSE_VWW_12,A65_74_SOLSE_VWW_13,A65_74_SOLSE_VWW_14,A65_74_SOLSE_VWW_15,A65_74_SOLSE_VWW_16,A65_74_SOLSE_VWW_YNS,A65_74_SOLSE_VWW_T,A65_74_SOLSE_NWNAA_B00,A65_74_SOLSE_NWNAA_00_05,A65_74_SOLSE_NWNAA_06_10,A65_74_SOLSE_NWNAA_11,A65_74_SOLSE_NWNAA_12,A65_74_SOLSE_NWNAA_13,A65_74_SOLSE_NWNAA_14,A65_74_SOLSE_NWNAA_15,A65_74_SOLSE_NWNAA_16,A65_74_SOLSE_NWNAA_YNS,A65_74_SOLSE_NWNAA_T,A65_74_SOLSE_PinE_NS_B00,A65_74_SOLSE_PinE_NS_00_05,A65_74_SOLSE_PinE_NS_06_10,A65_74_SOLSE_PinE_NS_11,A65_74_SOLSE_PinE_NS_12,A65_74_SOLSE_PinE_NS_13,A65_74_SOLSE_PinE_NS_14,A65_74_SOLSE_PinE_NS_15,A65_74_SOLSE_PinE_NS_16,A65_74_SOLSE_PinE_NS_YNS,A65_74_SOLSE_PinE_NS_T,A65_74_SOLSE_T_B00,A65_74_SOLSE_T_00_05,A65_74_SOLSE_T_06_10,A65_74_SOLSE_T_06,A65_74_SOLSE_T_12,A65_74_SOLSE_T_13,A65_74_SOLSE_T_14,A65_74_SOLSE_T_15,A65_74_SOLSE_T_16,A65_74_SOLSE_T_YNS,A65_74_SOLSE_T_T,A65_74_L_PinE_NS_B00,A65_74_L_PinE_NS_00_05,A65_74_L_PinE_NS_06_10,A65_74_L_PinE_NS_11,A65_74_L_PinE_NS_12,A65_74_L_PinE_NS_13,A65_74_L_PinE_NS_14,A65_74_L_PinE_NS_15,A65_74_L_PinE_NS_16,A65_74_L_PinE_NS_YNS,A65_74_L_PinE_NS_T,A65_74_T_B00,A65_74_T_00_05,A65_74_T_06_10,A65_74_T_11,A65_74_T_12,A65_74_T_13,A65_74_T_14,A65_74_T_15,A65_74_T_16,A65_74_T_YNS,A65_74_T_T,A75_84_SEO_B00,A75_84_SEO_00_05,A75_84_SEO_06_10,A75_84_SEO_11,A75_84_SEO_12,A75_84_SEO_13,A75_84_SEO_14,A75_84_SEO_15,A75_84_SEO_16,A75_84_SEO_YNS,A75_84_SEO_T,A75_84_SOLSE_VWW_B00,A75_84_SOLSE_VWW_00_05,A75_84_SOLSE_VWW_06_10,A75_84_SOLSE_VWW_11,A75_84_SOLSE_VWW_12,A75_84_SOLSE_VWW_13,A75_84_SOLSE_VWW_14,A75_84_SOLSE_VWW_15,A75_84_SOLSE_VWW_16,A75_84_SOLSE_VWW_YNS,A75_84_SOLSE_VWW_T,A75_84_SOLSE_NWNAA_B00,A75_84_SOLSE_NWNAA_00_05,A75_84_SOLSE_NWNAA_06_10,A75_84_SOLSE_NWNAA_11,A75_84_SOLSE_NWNAA_12,A75_84_SOLSE_NWNAA_13,A75_84_SOLSE_NWNAA_14,A75_84_SOLSE_NWNAA_15,A75_84_SOLSE_NWNAA_16,A75_84_SOLSE_NWNAA_YNS,A75_84_SOLSE_NWNAA_T,A75_84_SOLSE_PinE_NS_B00,A75_84_SOLSE_PinE_NS_00_05,A75_84_SOLSE_PinE_NS_06_10,A75_84_SOLSE_PinE_NS_11,A75_84_SOLSE_PinE_NS_12,A75_84_SOLSE_PinE_NS_13,A75_84_SOLSE_PinE_NS_14,A75_84_SOLSE_PinE_NS_15,A75_84_SOLSE_PinE_NS_16,A75_84_SOLSE_PinE_NS_YNS,A75_84_SOLSE_PinE_NS_T,A75_84_SOLSE_T_B00,A75_84_SOLSE_T_00_05,A75_84_SOLSE_T_06_10,A75_84_SOLSE_T_11,A75_84_SOLSE_T_12,A75_84_SOLSE_T_13,A75_84_SOLSE_T_14,A75_84_SOLSE_T_15,A75_84_SOLSE_T_16,A75_84_SOLSE_T_YNS,A75_84_SOLSE_T_T,A75_84_L_PinE_NS_B00,A75_84_L_PinE_NS_00_05,A75_84_L_PinE_NS_06_10,A75_84_L_PinE_NS_11,A75_84_L_PinE_NS_12,A75_84_L_PinE_NS_13
10102,0,0,0,0,0,12,508,56,3,4,4,4,0,3,3,5,9,98,4,0,0,0,0,0,0,0,0,0,4,522,27,19,6,9,3,5,4,11,14,607,7,0,0,0,0,0,0,0,0,0,8,1443,71,37,6,12,6,3,5,9,43,1635,761,8,5,3,0,0,3,3,0,28,808,392,7,0,0,0,3,0,0,0,14,416,62,0,7,0,0,0,0,0,3,3,82,4,0,0,0,0,0,0,0,0,0,4,466,7,7,0,0,3,0,0,3,15,499,0,0,0,0,0,0,0,0,0,5,6,1220,11,14,4,0,3,3,3,3,49,1314,308,0,0,0,0,0,0,0,0,22,330,257,3,0,0,0,0,0,0,0,10,267,95,0,4,0,0,0,0,0,0,3,106,7,0,0,0,0,0,0,0,0,3,6,356,3,3,0,0,0,0,0,0,14,380,0,0,0,0,0,0
10103,0,0,0,0,0,3,80,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,71,10,6,0,0,0,0,0,0,3,90,0,0,0,0,0,0,0,0,0,8,8,375,18,10,0,0,0,0,0,0,33,435,389,3,0,0,0,0,0,0,0,15,402,111,7,0,0,0,0,0,0,0,0,122,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,120,7,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,4,4,508,9,0,0,0,0,0,0,0,19,533,203,3,0,0,0,0,0,0,0,8,212,86,0,0,0,0,0,0,0,0,0,84,4,0,0,3,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,4,96,0,3,3,0,0,0,0,0,0,101,0,0,0,0,0,0
10104,3,0,0,0,0,3,204,7,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,3,188,7,5,7,3,0,0,0,0,7,215,4,0,0,0,0,0,0,0,0,0,7,1718,53,32,11,12,9,7,3,0,72,1909,2109,27,17,0,3,3,6,0,0,72,2228,310,3,8,0,0,0,0,0,0,7,329,20,0,0,0,0,0,0,0,0,0,25,3,0,0,0,0,0,0,0,0,0,3,337,3,8,0,0,3,0,0,0,11,355,4,0,0,0,0,0,0,0,0,0,5,2450,30,18,0,6,3,4,0,0,75,2590,1018,11,8,0,0,3,0,0,0,27,1070,267,0,0,0,0,0,0,0,0,10,274,32,0,0,0,0,0,0,0,0,3,28,4,0,0,0,0,0,0,0,0,0,4,296,0,0,0,0,0,0,0,0,10,310,4,0,0,0,0,0
10105,3,0,3,0,0,9,93,6,6,3,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,74,12,3,3,3,0,3,0,0,9,113,0,0,0,0,0,0,0,0,0,6,6,481,21,6,3,3,0,4,0,0,34,562,470,3,3,3,0,0,0,0,0,20,509,80,0,0,0,0,0,0,0,0,0,85,12,0,0,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0,0,3,89,0,3,0,3,0,0,0,0,3,103,4,0,0,0,0,0,0,0,0,5,10,560,9,8,5,3,0,0,0,0,29,618,207,0,3,0,0,0,0,0,0,13,220,62,0,0,0,0,0,0,0,0,8,68,9,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,8,83,3,0,0,0,0,0
10106,0,0,3,0,0,0,99,12,3,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,99,4,7,3,0,0,3,0,0,3,114,0,0,0,0,0,0,0,0,0,0,0,495,25,14,3,3,3,3,3,0,26,566,465,3,0,4,0,0,0,0,0,16,496,96,0,0,0,0,0,0,0,0,4,99,17,3,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,114,3,0,0,0,0,0,0,0,5,127,0,0,0,0,0,0,0,0,0,3,3,580,9,0,4,0,0,0,0,0,25,620,190,0,0,0,0,0,0,0,0,11,198,39,0,0,0,0,0,0,0,0,0,39,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,48,3,0,0,0,0,0
10201,4,10,6,3,0,15,917,87,16,27,5,12,7,11,4,9,10,194,0,0,0,0,0,0,0,0,0,0,3,879,70,64,10,16,17,18,10,11,27,1113,9,0,0,0,0,0,0,0,0,9,15,4224,227,157,23,32,33,24,15,14,133,4889,3526,103,113,11,16,7,7,20,0,112,3917,771,18,22,3,8,6,0,3,0,18,847,98,11,29,8,3,0,12,5,3,13,176,12,0,0,0,0,0,0,0,0,0,8,881,27,49,6,7,8,12,12,7,27,1031,9,0,0,0,0,0,0,0,0,3,15,4420,131,160,23,26,17,19,30,3,140,4965,1926,91,35,3,5,5,7,6,0,89,2164,470,13,4,0,0,0,0,0,0,12,511,74,4,3,0,0,0,0,4,0,10,98,7,0,0,0,0,0,0,0,0,3,6,556,17,9,0,3,0,0,4,0,22,616,11,0,0,0,0,0
10202,0,3,3,0,0,21,696,67,12,13,0,4,0,0,0,4,3,114,4,0,0,0,0,0,0,0,0,0,4,686,44,39,8,11,4,6,0,4,23,818,0,0,0,0,0,0,0,0,0,4,3,3134,131,82,13,18,11,14,11,6,91,3505,2773,47,36,13,9,3,13,5,3,100,3005,673,6,11,6,0,0,0,0,0,13,709,97,5,10,3,6,0,0,0,0,3,126,16,0,0,0,0,0,0,0,0,0,16,785,6,23,5,4,0,0,0,0,23,849,14,0,0,0,0,0,0,0,0,5,17,3568,60,58,17,18,3,15,6,3,124,3869,1760,31,17,0,0,3,3,3,0,79,1897,414,5,3,3,0,0,0,0,0,11,427,78,0,0,0,0,0,0,0,0,4,90,10,0,0,0,0,0,0,0,0,0,11,502,5,3,4,0,0,0,0,0,18,527,10,0,0,0,0,0
10301,0,0,0,0,0,0,100,11,3,0,0,0,0,0,3,0,3,22,3,0,0,0,0,0,0,0,0,0,3,90,11,12,3,0,0,0,3,0,6,119,0,0,0,0,0,0,0,0,0,19,19,521,25,23,3,5,6,0,7,3,34,617,528,9,0,0,3,0,0,0,0,17,560,103,0,0,0,0,0,0,0,0,4,108,11,0,3,0,3,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,106,0,4,0,3,0,0,3,3,4,128,0,0,0,0,0,0,0,0,0,12,13,640,7,6,0,3,0,0,3,3,32,696,251,0,0,0,0,0,0,0,0,11,266,51,0,0,0,0,0,0,0,0,0,49,9,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,4,63,0,0,0,0,0,0
10302,0,0,0,0,3,3,87,20,0,0,3,0,0,3,0,3,0,28,0,0,0,0,0,0,0,0,0,0,0,80,6,4,3,0,0,3,3,3,3,116,0,0,0,0,0,0,0,0,0,0,4,383,29,11,7,3,0,7,5,3,22,466,443,6,3,0,0,0,0,0,0,10,463,61,3,0,3,0,0,0,0,0,0,69,10,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,72,3,0,4,0,0,0,0,0,3,81,5,0,0,0,0,0,0,0,0,0,5,516,8,4,4,0,0,0,0,0,16,549,214,7,0,0,0,0,0,0,0,8,229,32,0,4,0,0,0,0,0,0,4,43,7,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,41,0,4,0,0,0,0,0,0,5,48,0,0,0,0,0,0
10303,0,0,0,0,0,11,118,6,3,7,0,0,0,0,0,0,3,24,3,0,0,0,0,0,0,0,0,0,3,105,9,11,0,0,0,0,0,0,9,136,0,0,0,0,0,0,0,0,0,17,23,623,21,28,0,4,0,0,3,0,61,746,653,14,0,0,0,0,0,0,0,23,698,123,0,0,0,0,0,0,0,0,11,132,11,0,4,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,134,3,4,0,0,0,0,0,0,11,152,7,0,0,0,0,0,0,0,0,4,8,797,10,4,0,0,4,0,4,0,38,858,341,0,3,0,0,0,0,0,0,15,366,67,0,0,0,0,0,0,0,0,3,73,12,0,0,0,0,0,0,0,0,3,11,3,0,0,0,0,0,0,0,0,0,3,82,0,0,0,0,0,0,0,0,9,89,3,0,0,0,0,0
