SA3_CODE_2016,MSEO_SEO,MSEO_SOLSE_VWorW,MSEO_SOLSE_NWorNAA,MSEO_SOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_SOLSE_VWorW,MOL_Afrikaans_SOLSE_NWorNAA,MOL_Afrikaans_SOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_SOLSE_VWorW,MOL_Arabic_SOLSE_NWorNAA,MOL_Arabic_SOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_SOLSE_VWorW,MOL_AIndLng_SOLSE_NWorNAA,MOL_AIndLng_SOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_SOLSE_VWorW,MOL_CL_Canton_SOLSE_NWorNAA,MOL_CL_Canton_SOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_SOLSE_VWorW,MOL_CL_Mandarin_SOLSE_NWorNAA,MOL_CL_Mandarin_SOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_SOLSE_VWorW,MOL_CL_Oth_SOLSE_NWorNAA,MOL_CL_Oth_SOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_SOLSE_VWorW,MOL_CL_Tot_SOLSE_NWorNAA,MOL_CL_Tot_SOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_SOLSE_VWorW,MOL_Croatian_SOLSE_NWorNAA,MOL_Croatian_SOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_Dutch_SEO,MOL_Dutch_SOLSE_VWorW,MOL_Dutch_SOLSE_NWorNAA,MOL_Dutch_SOLSE_Tot,MOL_Dutch_NS,MOL_Dutch_Tot,MOL_French_SEO,MOL_French_SOLSE_VWorW,MOL_French_SOLSE_NWorNAA,MOL_French_SOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_SOLSE_VWorW,MOL_German_SOLSE_NWorNAA,MOL_German_SOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_SOLSE_VWorW,MOL_Greek_SOLSE_NWorNAA,MOL_Greek_SOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_SOLSE_VWorW,MOL_IAL_Bengali_SOLSE_NWorNAA,MOL_IAL_Bengali_SOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_SOLSE_VWorW,MOL_IAL_Hindi_SOLSE_NWorNAA,MOL_IAL_Hindi_SOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_SOLSE_VWorW,MOL_IAL_Punjabi_SOLSE_NWorNAA,MOL_IAL_Punjabi_SOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_SOLSE_VWorW,MOL_IAL_Sinhal_SOLSE_NWorNAA,MOL_IAL_Sinhal_SOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_SOLSE_VWorW,MOL_IAL_Urdu_SOLSE_NWorNAA,MOL_IAL_Urdu_SOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_SOLSE_VWorW,MOL_IAL_Oth_SOLSE_NWorNAA,MOL_IAL_Oth_SOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_SOLSE_VWorW,MOL_IAL_Tot_SOLSE_NWorNAA,MOL_IAL_Tot_SOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_SOLSE_VWorW,MOL_Italian_SOLSE_NWorNAA,MOL_Italian_SOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_SOLSE_VWorW,MOL_Japan_SOLSE_NWorNAA,MOL_Japan_SOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Korean_SEO,MOL_Korean_SOLSE_VWorW,MOL_Korean_SOLSE_NWorNAA,MOL_Korean_SOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_SOLSE_VWorW,MOL_Macedon_SOLSE_NWorNAA,MOL_Macedon_SOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Maltese_SEO,MOL_Maltese_SOLSE_VWorW,MOL_Maltese_SOLSE_NWorNAA,MOL_Maltese_SOLSE_Tot,MOL_Maltese_NS,MOL_Maltese_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_SOLSE_VWorW,MOL_Persian_ED_SOLSE_NWorNAA,MOL_Persian_ED_SOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_SOLSE_VWorW,MOL_Polish_SOLSE_NWorNAA,MOL_Polish_SOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Russian_SEO,MOL_Russian_SOLSE_VWorW,MOL_Russian_SOLSE_NWorNAA,MOL_Russian_SOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_SOLSE_VWorW,MOL_Samoan_SOLSE_NWorNAA,MOL_Samoan_SOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_SOLSE_VWorW,MOL_Serbian_SOLSE_NWorNAA,MOL_Serbian_SOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_SOLSE_VWorW,MOL_SAL_Filipin_SOLSE_NWorNAA,MOL_SAL_Filipin_SOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_SOLSE_VWorW,MOL_SAL_Indon_SOLSE_NWorNAA,MOL_SAL_Indon_SOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_SOLSE_VWorW,MOL_SAL_Tagalog_SOLSE_NWorNAA,MOL_SAL_Tagalog_SOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_SOLSE_VWorW
10102,23342,..,..,..,..,23342,..,22,0,22,0,22,..,66,9,79,0,79,..,8,0,8,0,8,..,39,17,49,0,54,..,91,23,110,0,110,..,0,4,4,0,4,..,123,39,169,0,169,..,109,12,118,3,123,..,31,0,31,0,31,..,71,0,76,0,76,..,83,0,83,0,83,..,107,12,112,0,112,..,94,7,100,0,99,..,118,4,123,0,123,..,219,16,239,4,239,..,35,0,35,0,35,..,75,3,77,0,77,..,116,10,127,0,127,..,654,39,692,5,699,..,287,31,320,3,319,..,15,3,16,0,16,..,14,6,22,0,22,..,397,73,472,3,479,..,22,3,25,0,26,..,14,0,17,0,17,..,33,0,40,0,40,..,25,3,34,0,29,..,32,0,33,0,35,..,121,15,137,4,137,..,48,0,48,0,48,..,26,3,30,0,30,..,82,0,83,0,87,..,6
10103,8522,..,..,..,..,8522,..,7,0,3,0,3,..,24,0,24,0,24,..,0,0,0,0,0,..,14,7,16,0,20,..,14,13,26,0,29,..,5,0,5,0,5,..,29,19,50,3,48,..,8,0,5,0,5,..,20,0,20,0,20,..,22,0,22,0,22,..,79,3,87,4,88,..,22,0,23,0,23,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,3,0,3,..,3,0,3,0,3,..,17,0,17,0,17,..,49,0,49,0,49,..,4,0,4,0,4,..,6,6,11,0,11,..,5,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,13,..,10,0,10,0,10,..,0,0,0,0,0,..,8,0,5,0,5,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0
10104,30867,..,..,..,..,30867,..,22,0,22,0,22,..,17,3,26,0,23,..,13,0,17,0,17,..,13,10,22,0,22,..,20,5,32,0,32,..,6,0,6,0,6,..,35,15,50,0,50,..,47,12,58,0,57,..,46,0,47,4,53,..,56,3,60,0,59,..,139,10,149,0,148,..,57,4,57,0,63,..,7,0,7,0,7,..,4,0,6,0,7,..,10,0,10,0,10,..,9,0,9,0,9,..,3,0,3,0,3,..,8,0,12,0,12,..,49,3,50,0,46,..,94,14,110,0,109,..,8,0,8,0,8,..,5,7,11,0,11,..,4,0,4,0,4,..,14,0,14,0,14,..,5,0,5,0,5,..,21,3,26,0,26,..,18,0,18,0,18,..,5,0,6,0,6,..,16,3,22,0,22,..,11,0,12,0,12,..,8,0,8,0,8,..,10,0,11,0,11,..,3
10105,15473,..,..,..,..,15473,..,10,0,10,0,15,..,38,8,45,0,45,..,0,0,0,0,3,..,22,6,27,0,27,..,26,7,34,4,33,..,3,0,3,0,3,..,47,19,61,4,64,..,3,0,3,3,5,..,19,0,19,0,19,..,17,0,17,0,17,..,38,0,38,3,43,..,47,9,49,0,49,..,9,4,15,0,14,..,20,3,22,0,22,..,15,0,17,0,17,..,11,0,11,0,12,..,10,0,10,0,10,..,30,0,32,0,32,..,94,12,101,3,104,..,29,7,39,4,35,..,0,0,3,0,3,..,9,27,35,0,35,..,9,0,9,0,9,..,12,0,12,0,12,..,9,0,9,0,9,..,4,0,4,0,7,..,6,0,6,0,6,..,7,0,3,0,3,..,5,0,6,0,11,..,13,0,13,0,13,..,6,0,6,0,6,..,14,0,14,0,14,..,3
10106,15898,..,..,..,..,15898,..,17,0,16,0,16,..,112,14,122,0,128,..,8,0,8,0,8,..,8,0,10,0,10,..,27,10,32,0,32,..,3,0,5,0,5,..,34,13,46,0,46,..,42,3,46,3,43,..,30,0,30,0,30,..,12,0,12,0,12,..,31,0,32,0,32,..,14,3,17,0,17,..,11,0,9,0,9,..,12,0,12,0,12,..,12,0,12,0,12,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,4,..,37,0,38,0,43,..,32,3,31,3,35,..,0,0,0,0,4,..,0,0,0,0,0,..,3,0,3,0,8,..,9,0,9,0,9,..,3,0,3,0,3,..,12,0,12,0,12,..,3,0,3,0,3,..,6,0,6,0,6,..,19,3,28,0,26,..,5,0,9,0,9,..,3,0,3,0,3,..,12,0,13,0,13,..,0
10201,72023,..,..,..,..,72023,..,143,0,143,0,144,..,143,6,156,0,156,..,13,0,13,0,13,..,180,65,240,0,240,..,324,113,437,3,441,..,11,7,15,0,15,..,518,180,695,3,701,..,68,4,74,3,77,..,124,0,120,0,123,..,167,7,179,0,176,..,274,10,277,0,277,..,211,19,228,4,225,..,30,0,30,0,30,..,106,7,118,0,119,..,58,5,66,0,65,..,22,0,24,0,24,..,33,0,33,0,33,..,74,3,77,0,73,..,329,12,340,4,345,..,299,21,321,0,321,..,98,18,110,0,114,..,169,71,241,4,241,..,8,0,12,0,12,..,65,3,69,0,69,..,32,7,38,0,42,..,78,11,90,0,90,..,147,15,163,0,168,..,17,0,17,0,17,..,37,0,43,0,43,..,73,4,75,0,75,..,45,0,53,0,53,..,108,3,114,3,113,..,31
10202,68928,..,..,..,..,68928,..,63,0,62,0,62,..,141,16,154,3,158,..,22,0,22,0,22,..,95,51,141,4,143,..,113,54,170,6,170,..,9,6,15,0,15,..,214,109,321,7,326,..,48,3,50,0,56,..,70,0,70,0,74,..,86,9,92,0,96,..,127,5,129,3,136,..,131,8,141,3,145,..,5,0,5,0,5,..,71,0,70,0,74,..,56,3,55,0,55,..,12,0,13,0,13,..,40,3,42,0,42,..,45,0,50,0,51,..,227,11,239,0,239,..,240,30,274,5,280,..,43,7,51,0,51,..,42,22,62,0,64,..,3,0,7,0,7,..,122,3,125,3,132,..,16,0,16,0,16,..,35,5,45,0,44,..,55,5,63,0,63,..,44,7,48,0,48,..,43,3,50,0,52,..,54,0,54,3,58,..,48,9,55,0,55,..,73,0,78,0,78,..,21
10301,19857,..,..,..,..,19857,..,25,0,25,0,25,..,58,8,65,0,65,..,14,0,18,0,18,..,28,12,44,0,44,..,43,11,49,0,54,..,6,0,9,0,9,..,81,28,103,0,109,..,13,3,14,0,14,..,19,0,19,0,19,..,22,3,25,4,28,..,31,3,30,0,33,..,11,0,11,0,11,..,22,0,26,0,26,..,38,0,33,0,33,..,31,5,41,0,41,..,10,0,10,0,13,..,17,0,17,0,17,..,33,0,33,0,33,..,150,10,158,0,159,..,30,5,28,0,28,..,8,5,16,0,14,..,11,6,14,0,14,..,3,0,3,0,3,..,8,0,7,0,7,..,11,3,10,0,10,..,11,0,11,0,11,..,9,0,9,0,9,..,3,0,3,0,3,..,8,3,11,0,11,..,18,0,18,0,22,..,3,0,3,0,3,..,23,0,23,0,23,..,4
10302,24288,..,..,..,..,24288,..,29,0,29,0,29,..,33,0,29,0,33,..,36,3,42,0,42,..,27,17,42,3,42,..,27,13,40,3,38,..,3,0,4,0,9,..,51,30,86,9,94,..,7,0,3,0,3,..,10,0,10,0,10,..,5,0,3,0,3,..,17,0,17,0,17,..,22,3,22,0,22,..,8,0,8,0,8,..,8,0,8,0,8,..,17,0,17,0,17,..,3,0,3,0,3,..,8,0,8,0,8,..,20,0,20,0,20,..,60,0,60,0,61,..,28,0,34,0,34,..,0,0,3,0,3,..,5,0,6,0,6,..,0,0,0,0,0,..,10,0,10,0,10,..,6,0,4,0,4,..,4,0,4,0,4,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,24,0,24,0,26,..,6,0,13,0,13,..,28,0,28,0,28,..,0
10303,20108,..,..,..,..,20108,..,19,0,19,0,19,..,25,4,26,0,26,..,6,0,6,0,6,..,13,14,25,0,30,..,22,9,30,0,30,..,0,3,3,0,3,..,31,27,62,0,57,..,17,0,21,0,21,..,13,0,13,0,13,..,16,0,16,0,16,..,39,3,41,0,44,..,27,3,29,0,32,..,7,0,10,0,10,..,11,0,11,0,11,..,14,3,18,0,18,..,4,0,4,0,4,..,3,0,5,0,5,..,7,0,7,0,7,..,48,10,50,0,53,..,46,3,54,0,53,..,0,0,0,0,0,..,9,0,10,0,10,..,3,0,4,0,4,..,15,0,15,0,15,..,7,0,6,0,6,..,11,0,9,0,9,..,4,0,4,0,4,..,3,0,3,0,3,..,3,4,8,0,8,..,12,0,10,0,10,..,7,0,7,0,5,..,13,0,13,0,18,..,4
