SA3_CODE_2016,Ireland_2011,Ireland_2012,Ireland_2013,Ireland_2014,Ireland_2015,Ireland_2016,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1946,Italy_1946_1955,Italy_1956_1965,Italy_1966_1975,Italy_1976_1985,Italy_1986_1995,Italy_1996_2005,Italy_2006_2010,Italy_2011,Italy_2012,Italy_2013,Italy_2014,Italy_2015,Italy_2016,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1946,Japan_1946_1955,Japan_1956_1965,Japan_1966_1975,Japan_1976_1985,Japan_1986_1995,Japan_1996_2005,Japan_2006_2010,Japan_2011,Japan_2012,Japan_2013,Japan_2014,Japan_2015,Japan_2016,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1946,Korea_Rep_Sth_1946_1955,Korea_Rep_Sth_1956_1965,Korea_Rep_Sth_1966_1975,Korea_Rep_Sth_1976_1985,Korea_Rep_Sth_1986_1995,Korea_Rep_Sth_1996_2005,Korea_Rep_Sth_2006_2010,Korea_Republic_South_2011,Korea_Republic_South_2012,Korea_Republic_South_2013,Korea_Republic_South_2014,Korea_Republic_South_2015,Korea_Republic_South_2016,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1946,Lebanon_1946_1955,Lebanon_1956_1965,Lebanon_1966_1975,Lebanon_1976_1985,Lebanon_1986_1995,Lebanon_1996_2005,Lebanon_2006_2010,Lebanon_2011,Lebanon_2012,Lebanon_2013,Lebanon_2014,Lebanon_2015,Lebanon_2016,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1946,Malaysia_1946_1955,Malaysia_1956_1965,Malaysia_1966_1975,Malaysia_1976_1985,Malaysia_1986_1995,Malaysia_1996_2005,Malaysia_2006_2010,Malaysia_2011,Malaysia_2012,Malaysia_2013,Malaysia_2014,Malaysia_2015,Malaysia_2016,Malaysia_Yr_arrival_ns,Malaysia_Tot,Malta_Before_1946,Malta_1946_1955,Malta_1956_1965,Malta_1966_1975,Malta_1976_1985,Malta_1986_1995,Malta_1996_2005,Malta_2006_2010,Malta_2011,Malta_2012,Malta_2013,Malta_2014,Malta_2015,Malta_2016,Malta_Yr_arrival_NS,Malta_Tot,Netherlands_Before_1946,Netherlands_1946_1955,Netherlands_1956_1965,Netherlands_1966_1975,Netherlands_1976_1985,Netherlands_1986_1995,Netherlands_1996_2005,Netherlands_2006_2010,Netherlands_2011,Netherlands_2012,Netherlands_2013,Netherlands_2014,Netherlands_2015,Netherlands_2016,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1946,New_Zealand_1946_1955,New_Zealand_1956_1965,New_Zealand_1966_1975,New_Zealand_1976_1985,New_Zealand_1986_1995,New_Zealand_1996_2005,New_Zealand_2006_2010,New_Zealand_2011,New_Zealand_2012,New_Zealand_2013,New_Zealand_2014,New_Zealand_2015,New_Zealand_2016,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,Pakistan_Before_1946,Pakistan_1946_1955,Pakistan_1956_1965,Pakistan_1966_1975,Pakistan_1976_1985,Pakistan_1986_1995,Pakistan_1996_2005,Pakistan_2006_2010,Pakistan_2011,Pakistan_2012,Pakistan_2013,Pakistan_2014,Pakistan_2015,Pakistan_2016,Pakistan_Yr_arrival_NS,Pakistan_Tot,Philippines_Before_1946,Philippines_1946_1955,Philippines_1956_1965,Philippines_1966_1975,Philippines_1976_1985,Philippines_1986_1995,Philippines_1996_2005,Philippines_2006_2010,Philippines_2011,Philippines_2012,Philippines_2013,Philippines_2014,Philippines_2015,Philippines_2016,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1946,Poland_1946_1955,Poland_1956_1965,Poland_1966_1975,Poland_1976_1985,Poland_1986_1995,Poland_1996_2005,Poland_2006_2010,Poland_2011,Poland_2012,Poland_2013,Poland_2014,Poland_2015,Poland_2016,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1946,Singapore_1946_1955,Singapore_1956_1965,Singapore_1966_1975,Singapore_1976_1985,Singapore_1986_1995,Singapore_1996_2005,Singapore_2006_2010,Singapore_2011,Singapore_2012,Singapore_2013,Singapore_2014,Singapore_2015,Singapore_2016,Singapore_Yr_arrival_ns,Singapore_Tot
21202,7,10,8,0,0,0,9,252,4,159,386,284,51,16,14,16,3,5,4,0,4,3,62,1009,0,0,0,3,0,7,26,15,4,4,0,0,3,3,6,76,0,0,0,0,4,19,72,85,20,21,16,3,0,3,3,248,0,0,7,85,106,111,73,17,5,3,11,10,4,0,16,444,0,0,3,31,92,196,177,202,19,42,30,5,27,19,11,861,0,59,81,28,3,0,0,0,0,0,0,0,0,0,17,189,0,236,236,56,49,16,10,15,0,0,0,0,0,5,28,661,3,3,20,95,262,379,616,452,137,132,132,78,90,32,98,2528,0,0,0,10,18,100,250,233,76,105,122,88,71,48,30,1157,0,0,3,9,163,399,259,239,47,52,72,30,51,37,39,1404,0,17,35,63,272,304,69,28,3,7,0,7,4,0,17,819,0,0,0,19,13,86,103,60,8,17,13,17,23,10,9,373
21203,15,10,17,6,5,5,9,291,0,99,262,159,28,18,19,19,3,6,7,0,0,4,24,650,0,0,0,0,3,5,19,7,0,4,0,0,0,3,0,41,0,0,0,0,0,4,40,84,9,8,8,11,10,0,4,168,0,3,3,50,51,53,52,17,4,3,3,5,3,3,3,262,0,0,3,22,41,120,171,155,23,32,23,29,21,12,13,673,0,59,58,34,30,4,6,0,0,0,0,0,0,0,4,196,0,183,217,55,45,21,19,13,0,0,0,0,0,0,20,578,0,10,11,85,366,668,1249,854,254,330,230,180,108,79,160,4584,0,0,0,0,7,53,209,361,99,119,127,147,76,28,18,1244,0,0,0,18,128,632,648,1070,172,153,131,143,88,52,54,3293,0,5,17,11,128,140,89,23,3,4,0,0,9,3,7,446,0,0,3,9,9,66,110,77,17,19,6,10,15,13,7,371
21204,11,10,0,3,17,3,9,264,12,411,1008,584,80,23,37,23,3,4,22,3,6,7,113,2327,0,4,0,12,6,25,61,33,9,9,6,7,13,6,10,200,0,0,0,0,6,18,124,183,38,44,20,34,33,9,13,519,0,8,11,158,201,144,96,53,10,15,10,8,9,9,19,739,0,0,6,42,152,273,222,233,46,109,148,86,178,104,74,1684,0,119,104,42,24,5,3,0,0,0,0,0,0,0,14,309,0,175,175,32,18,5,6,3,4,0,0,0,0,0,8,436,3,8,17,88,242,411,743,397,101,151,118,103,77,38,103,2606,0,0,3,13,42,58,188,418,164,320,392,236,246,122,65,2269,3,0,0,21,253,679,408,488,73,124,170,129,137,64,66,2626,0,42,64,83,244,235,72,25,3,3,0,3,6,4,31,818,0,0,3,9,26,63,105,58,7,17,18,10,10,3,10,343
21205,7,11,17,5,3,3,7,345,18,482,1178,532,71,26,25,25,3,14,16,27,18,17,107,2556,0,3,3,8,40,73,189,106,26,14,12,27,27,22,25,575,0,0,0,10,44,143,504,672,114,89,94,93,84,60,54,1962,0,4,15,57,61,42,8,12,6,0,0,0,0,3,9,219,3,9,52,254,750,1248,949,886,251,222,231,327,363,306,143,5992,0,57,50,22,10,0,0,0,0,0,0,0,0,0,7,152,0,108,89,30,21,16,35,11,4,3,5,4,8,5,9,341,8,14,55,155,296,231,465,264,83,104,86,59,55,62,62,1998,0,0,0,3,4,24,92,114,35,49,74,83,91,51,14,646,0,0,3,12,115,263,161,215,54,50,56,48,65,43,33,1126,0,46,70,59,214,175,31,26,3,6,5,4,6,4,18,670,3,0,5,38,89,184,371,293,75,93,120,115,151,153,44,1741
21301,4,5,11,3,3,3,9,172,9,444,1135,683,105,51,42,23,5,15,22,12,3,3,131,2669,0,0,0,0,4,7,34,21,6,6,4,5,4,0,4,93,0,0,4,0,0,13,32,40,4,13,4,5,12,3,6,146,0,0,0,138,196,160,98,78,3,13,15,11,8,7,15,745,0,0,6,17,69,203,159,157,42,46,47,49,51,35,29,904,12,861,1718,1145,352,84,43,22,3,6,0,0,4,0,191,4440,0,65,65,14,15,3,8,4,0,0,0,0,0,0,8,182,0,0,9,38,146,312,709,619,217,281,251,207,184,94,149,3215,0,0,0,8,20,60,126,266,110,417,390,172,129,84,33,1813,0,0,10,86,574,1677,958,1067,174,224,216,208,227,111,157,5700,0,133,131,81,306,232,74,29,3,3,6,3,6,0,38,1039,0,0,0,10,13,44,70,39,3,11,3,7,13,9,3,226
21302,42,23,10,6,6,0,12,403,3,273,636,310,51,10,17,28,4,10,16,19,3,9,73,1463,0,0,0,5,5,14,25,25,4,16,4,4,6,3,7,116,0,0,0,0,0,6,24,18,7,3,0,5,3,10,3,82,0,4,16,147,164,177,170,133,13,19,24,32,20,3,33,960,0,3,3,18,33,72,79,68,13,16,10,13,11,6,7,357,3,307,480,217,70,16,12,0,3,0,0,0,0,0,44,1150,0,54,39,9,9,3,15,18,3,0,10,0,3,5,6,175,0,4,16,64,181,254,460,315,98,92,101,49,78,37,52,1800,0,0,0,0,0,3,10,36,19,23,24,18,18,15,11,184,0,0,0,11,125,248,112,103,34,48,43,32,56,26,24,853,0,41,48,18,80,57,17,11,3,6,4,0,3,0,9,301,0,0,3,4,14,41,38,16,9,3,11,9,6,0,0,154
21303,21,6,13,3,12,6,11,264,3,171,380,188,25,11,9,16,4,12,18,20,5,7,51,918,0,4,0,0,3,18,48,40,7,5,12,11,12,16,7,186,0,0,0,0,9,13,59,77,12,4,10,10,16,12,9,226,0,0,0,31,29,21,12,0,0,0,0,0,0,3,12,102,0,0,6,14,75,90,165,122,33,35,60,54,78,54,36,819,0,39,78,33,10,3,0,4,0,0,0,3,0,0,7,180,0,14,14,12,6,6,18,15,7,3,0,7,3,7,0,107,0,0,13,51,154,163,414,327,100,123,80,61,60,31,60,1646,0,0,0,3,0,0,21,82,31,64,44,62,47,16,24,404,0,0,0,18,141,300,151,121,26,43,68,56,76,32,30,1066,0,31,21,23,72,31,11,3,3,4,0,3,0,3,9,215,0,0,0,12,9,38,78,36,11,13,6,4,7,3,12,231
21304,7,3,15,8,0,0,7,263,0,143,367,287,69,31,37,17,10,0,3,3,8,0,43,1022,0,0,3,0,0,10,39,12,3,0,0,0,4,0,5,73,0,0,0,0,9,8,35,46,6,9,5,11,15,0,4,147,0,0,0,62,76,63,69,30,3,5,6,6,7,3,18,345,0,0,0,29,51,85,127,116,44,19,24,18,12,3,11,537,0,327,696,469,240,79,67,70,17,17,0,4,5,3,66,2058,0,77,99,21,36,3,14,23,0,12,0,0,0,0,14,303,0,4,21,80,231,348,705,604,199,239,177,133,82,58,177,3047,0,0,0,3,18,55,197,198,41,54,47,36,41,30,20,727,0,0,3,32,279,877,872,1093,137,139,135,110,147,64,75,3955,0,13,16,11,134,158,50,22,0,0,4,6,3,0,7,433,0,0,0,13,10,21,85,75,5,7,3,7,22,11,8,260
21305,29,44,11,7,7,4,8,400,15,326,703,391,63,21,46,29,5,8,11,18,10,6,100,1755,0,0,0,0,7,20,80,72,0,6,11,5,8,0,6,230,0,0,0,3,8,48,150,292,45,39,26,30,35,25,20,718,0,0,6,67,144,151,190,169,32,18,31,29,43,3,37,915,0,0,12,59,148,220,456,504,98,135,115,91,105,52,73,2078,0,189,458,240,97,42,33,23,8,0,8,3,0,0,38,1122,0,77,81,38,20,12,23,16,8,6,0,0,4,0,6,294,0,8,23,121,416,675,1658,1683,587,754,602,428,357,191,356,7869,0,0,0,7,12,96,417,573,153,198,150,214,184,113,28,2157,0,0,0,40,319,1115,1220,1737,220,260,268,221,235,162,100,5893,0,27,21,23,172,169,70,23,12,3,17,9,9,3,10,562,0,3,3,19,34,66,305,354,56,56,63,33,45,30,16,1086
21401,16,14,12,5,0,3,9,448,8,148,186,120,32,10,15,11,4,4,6,3,5,0,32,599,0,0,0,0,0,3,39,15,0,3,0,3,0,3,4,75,0,0,0,0,3,15,12,19,8,3,0,0,0,0,3,63,0,0,6,23,28,33,21,5,0,0,0,3,0,0,3,133,0,0,13,30,53,57,70,51,15,3,9,6,12,10,6,322,0,40,29,17,9,0,0,0,0,0,0,0,0,0,3,101,0,215,242,69,48,15,16,19,8,4,0,0,0,0,57,691,10,11,50,168,518,612,700,437,151,115,106,58,72,15,117,3144,0,0,3,16,3,23,18,13,4,6,11,8,3,3,0,103,0,0,0,13,90,246,195,237,30,52,49,71,36,24,30,1071,0,12,25,18,117,94,40,18,3,0,6,0,0,0,7,341,0,3,0,10,9,29,46,17,4,0,6,3,0,3,0,137
21402,39,21,22,13,9,3,23,643,5,344,427,187,28,5,19,13,7,12,9,4,3,0,72,1146,0,6,3,6,0,11,37,11,0,5,0,3,6,4,4,100,0,0,0,0,3,11,17,8,0,0,0,3,0,0,3,44,0,3,3,11,5,9,5,4,0,0,0,0,0,0,3,44,5,4,14,26,49,33,10,20,3,4,3,4,0,0,10,189,0,85,73,27,12,0,0,3,0,0,0,0,0,0,5,203,0,343,289,82,87,23,37,4,3,3,3,0,0,3,33,910,16,27,84,310,462,390,397,198,67,33,39,18,14,20,89,2149,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,13,3,0,4,6,50,77,47,48,19,29,10,35,23,24,33,408,0,30,27,11,61,35,8,10,3,0,0,3,0,0,7,191,0,3,9,17,13,9,10,4,5,0,6,7,7,0,6,107
21501,0,5,3,3,0,0,0,46,0,30,39,11,7,0,0,0,0,0,0,0,0,0,16,105,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,11,0,0,0,0,0,0,3,4,0,0,0,0,5,3,0,19,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,16,0,0,0,10,0,3,6,9,0,3,0,0,0,3,3,36,0,3,3,4,0,0,0,0,0,0,0,0,0,0,3,16,0,52,70,20,10,0,3,4,0,0,0,0,0,0,10,175,3,3,7,40,88,71,82,56,16,11,16,4,8,5,43,454,0,0,0,0,0,3,11,15,0,6,3,0,0,0,3,39,0,0,0,0,17,28,32,90,24,14,19,13,30,18,17,298,0,6,3,3,7,8,0,3,0,0,0,0,0,0,3,36,0,0,0,0,0,0,4,3,0,0,0,0,0,0,4,15
21502,0,0,0,0,3,3,0,43,7,192,249,89,13,4,0,0,6,7,3,3,4,4,50,622,0,0,0,0,0,0,0,9,0,4,0,0,0,6,10,37,0,0,0,0,0,0,19,11,0,0,0,0,0,13,18,57,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,3,7,11,17,9,11,11,14,52,61,40,242,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,31,26,4,3,3,3,3,0,0,3,0,3,0,5,90,0,0,9,35,66,76,122,44,14,17,28,3,16,12,18,454,0,0,0,0,0,0,4,7,5,11,0,3,7,3,0,43,0,0,0,0,7,40,33,52,19,4,16,15,10,10,3,216,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9
21503,0,3,0,0,0,0,0,15,0,80,99,36,4,0,0,0,0,0,0,0,0,3,19,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,8,5,0,0,0,0,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,6,17,3,6,22,30,12,24,34,170,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,16,0,36,26,8,8,0,3,0,0,0,0,0,0,0,0,94,0,0,0,24,42,41,62,18,13,0,7,7,8,3,12,233,0,0,0,0,0,0,4,9,3,19,11,0,0,0,0,41,0,0,0,0,9,31,22,56,7,10,19,13,8,6,16,204,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5
21601,4,6,0,3,0,0,3,50,3,58,56,13,3,3,0,0,0,0,0,0,0,0,12,152,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,8,0,0,0,0,0,0,3,4,0,0,3,0,12,3,3,27,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,4,4,0,0,0,0,3,0,0,20,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,41,34,4,9,0,3,0,0,0,0,0,0,0,12,106,0,0,3,35,63,66,89,50,10,14,7,5,14,7,22,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,29,13,46,28,20,8,10,21,12,6,207,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
21602,0,0,0,0,0,0,0,27,0,61,99,30,6,0,0,0,0,0,0,0,0,0,15,222,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,7,7,6,10,14,6,4,76,0,14,14,0,0,0,0,0,0,0,0,0,0,0,4,32,0,49,33,7,9,6,17,3,0,3,0,3,0,3,0,133,0,0,9,29,39,52,120,75,16,10,20,11,12,4,11,410,0,0,0,0,0,0,3,3,0,4,5,0,0,4,0,17,0,0,0,0,9,22,17,33,9,6,11,4,11,15,5,134,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7
21603,9,3,0,3,3,0,0,80,13,274,323,136,20,0,3,3,0,0,0,3,3,3,60,848,0,0,0,0,0,0,6,3,0,0,0,5,0,0,3,13,0,0,0,0,0,3,0,13,3,0,0,0,0,3,0,25,0,0,0,4,0,0,3,3,0,0,0,0,0,0,0,12,0,0,3,3,14,7,27,32,12,11,8,31,26,14,9,212,0,9,7,3,3,0,0,0,0,0,0,0,0,0,0,18,0,65,77,9,20,0,4,7,0,5,0,0,0,0,3,202,0,3,12,42,96,87,168,99,26,31,32,43,28,4,41,712,0,0,0,0,0,0,9,44,18,30,73,23,24,14,0,227,0,0,0,0,23,59,55,71,21,38,30,20,39,20,16,394,0,4,3,3,3,4,0,3,0,0,0,0,3,0,0,24,0,0,0,0,0,3,3,3,0,4,0,0,0,0,0,24
21701,0,6,0,0,0,0,0,28,0,6,11,6,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,3,10,3,0,0,0,0,0,3,0,26,0,3,12,5,0,0,0,0,0,0,0,0,0,0,0,23,0,76,60,16,7,3,4,3,0,0,0,0,0,0,10,178,0,9,9,34,77,61,110,81,17,14,20,11,6,3,15,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,21,21,22,6,18,6,4,13,5,12,142,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5
21703,3,4,3,0,7,0,0,42,0,28,30,7,0,0,0,0,0,0,0,0,0,0,7,77,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,4,3,3,0,0,22,0,7,9,4,0,0,0,4,0,0,0,0,0,0,3,27,0,74,43,10,19,3,8,3,0,0,0,0,4,0,4,175,0,0,9,32,60,59,158,88,17,25,3,12,8,0,24,496,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,3,0,3,23,17,28,3,4,12,4,19,6,11,127,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,17
21704,4,0,0,11,4,0,3,100,0,7,11,7,0,0,3,5,3,0,0,0,0,0,0,37,0,0,0,0,0,0,7,4,0,3,0,0,5,0,4,26,0,0,0,0,0,0,14,9,3,0,3,16,17,20,16,102,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,9,3,3,6,3,0,5,0,6,5,0,56,0,3,7,5,0,0,0,0,0,0,0,0,0,0,0,21,0,69,44,6,4,3,17,5,0,0,0,0,0,0,7,155,0,3,7,39,81,92,192,102,16,26,21,15,17,11,25,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,19,21,44,9,13,18,18,13,12,7,188,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,19,0,0,0,3,0,3,4,0,0,0,6,0,0,0,0,15
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29999,0,0,0,0,3,14,3,27,0,3,12,4,0,0,0,0,0,0,0,4,10,12,12,58,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11,0,0,0,0,0,6,4,0,3,0,0,0,3,9,9,37,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,9,11,10,42,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,6,0,3,0,0,0,3,0,0,0,3,0,0,29,0,0,3,8,20,13,39,23,12,6,13,3,5,17,46,219,0,0,0,0,0,0,0,0,0,0,4,0,3,5,0,11,0,0,0,0,3,5,3,6,0,3,3,0,0,5,7,41,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,13
30101,11,14,3,6,3,0,4,219,0,68,57,30,3,3,12,11,0,3,0,0,0,0,8,195,0,0,0,4,8,8,19,12,0,0,0,0,3,0,4,63,0,0,0,0,6,14,22,25,3,0,0,3,3,0,0,78,0,0,0,8,4,0,3,0,0,0,0,0,0,0,0,26,0,0,8,20,35,20,11,18,3,0,0,3,0,0,6,129,0,14,11,10,0,4,0,0,0,0,0,0,0,0,0,38,0,94,78,31,41,13,15,3,3,0,0,0,0,0,5,289,0,3,39,159,567,751,1041,686,143,152,80,58,55,29,110,3884,0,0,0,0,3,0,7,0,0,8,0,0,0,0,0,22,0,0,3,7,61,110,76,132,19,9,12,11,19,9,11,471,0,10,4,6,35,24,8,10,0,0,0,0,0,0,0,100,0,0,6,16,6,19,25,9,0,3,0,0,0,0,3,78
30102,14,4,11,6,0,4,3,230,0,46,45,22,3,0,9,6,0,4,0,0,4,0,9,150,0,0,0,0,3,3,30,14,0,0,3,4,0,0,3,74,0,0,0,0,3,10,14,16,4,4,0,0,0,0,3,54,0,0,0,4,0,4,3,4,3,0,0,0,0,0,0,18,0,0,16,36,20,23,15,13,0,0,0,0,9,0,4,124,0,28,23,9,3,3,3,0,0,0,0,0,0,0,0,64,0,115,104,27,32,21,29,7,0,0,0,7,0,0,6,356,7,14,61,229,657,810,1143,716,166,129,107,66,53,34,126,4320,0,0,0,0,0,3,8,3,0,0,0,0,3,0,0,22,0,0,0,7,52,48,54,96,11,18,21,15,14,13,17,365,0,21,6,3,29,11,9,7,0,0,0,0,0,0,4,98,0,0,8,16,14,12,10,3,3,0,0,0,0,0,3,59
30103,38,18,32,5,4,7,3,393,4,20,24,18,0,3,7,10,3,8,0,0,0,0,6,105,0,0,0,0,6,16,18,22,8,8,3,0,5,0,9,96,0,0,0,0,3,3,36,37,4,10,7,8,6,4,5,119,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,10,0,0,10,20,21,16,21,16,0,3,4,3,0,0,3,122,0,5,7,3,3,0,0,0,0,0,0,0,0,0,0,24,0,47,35,22,7,10,9,24,0,7,0,0,0,0,9,175,4,4,25,167,505,634,1074,821,279,213,178,124,113,52,149,4347,0,0,0,0,3,0,4,11,0,3,3,8,0,0,0,32,0,0,0,6,60,171,149,178,33,26,19,18,15,5,14,698,0,4,3,3,15,13,12,6,0,0,0,0,3,3,0,68,0,0,0,16,10,12,16,16,3,5,0,0,0,0,3,86
30201,13,6,7,3,0,3,7,137,5,92,131,61,10,9,8,0,0,0,3,11,4,0,31,373,0,0,0,0,4,5,24,14,4,0,3,8,3,0,4,70,0,0,0,0,0,6,26,32,0,4,0,0,3,0,0,74,0,0,0,0,4,0,3,3,0,0,0,0,0,0,0,13,0,0,6,15,31,30,41,32,5,3,0,0,3,0,10,186,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,19,0,28,20,8,11,4,9,4,0,7,3,0,0,0,4,94,3,6,15,74,200,246,305,199,61,43,25,31,26,18,31,1275,0,0,0,0,0,0,15,12,4,3,3,0,0,0,0,45,0,0,0,4,45,118,98,140,17,3,15,18,10,4,19,491,0,3,4,3,12,16,9,5,0,0,4,0,0,0,0,64,0,0,0,15,12,9,19,19,3,3,0,3,3,0,0,78
30202,28,16,8,3,17,3,6,242,8,168,258,115,17,3,14,9,12,3,3,4,0,3,22,643,0,0,0,3,0,18,42,28,9,10,9,3,10,6,3,149,0,0,0,0,8,15,63,135,20,27,19,14,21,11,11,332,0,0,0,8,3,3,0,0,0,0,0,3,0,0,0,18,0,0,19,36,35,41,53,47,6,3,12,12,10,3,6,274,0,8,8,6,3,0,0,3,0,0,0,0,0,0,3,30,0,33,38,12,9,6,17,6,4,4,4,0,0,0,6,134,7,10,28,135,381,429,573,444,96,130,66,71,43,24,59,2491,0,0,0,0,3,0,12,14,3,6,5,9,4,8,0,73,0,0,3,9,72,191,125,238,60,47,47,38,62,15,24,932,0,9,13,0,16,27,9,3,3,0,3,4,0,0,0,91,0,0,3,13,15,14,25,18,7,9,0,8,3,0,8,119
30203,16,0,10,3,5,3,3,169,0,38,45,25,15,0,7,6,0,8,3,13,0,3,0,159,0,0,0,0,0,10,40,40,3,8,4,5,9,3,11,134,0,0,0,0,3,11,33,56,7,14,8,9,13,8,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,11,13,24,25,23,0,9,0,4,3,8,3,130,0,6,7,3,3,0,0,0,0,0,0,0,0,0,0,15,0,16,19,3,10,0,0,13,0,0,0,0,3,0,5,63,10,6,10,74,243,303,425,289,72,87,44,64,42,29,77,1781,0,0,0,0,0,0,5,13,4,7,6,3,11,6,3,58,0,0,0,5,55,122,86,181,35,32,32,28,29,12,18,632,0,7,0,0,13,14,9,5,3,0,0,0,3,0,12,68,0,0,4,12,9,3,16,16,0,7,0,0,3,0,0,67
30204,15,7,9,3,7,0,0,188,3,56,42,27,8,10,12,0,3,0,4,5,0,6,4,174,0,0,0,0,4,13,36,28,4,0,5,3,0,4,6,107,0,0,0,0,0,3,33,36,11,9,3,4,4,5,0,108,0,0,0,11,3,4,5,3,0,0,0,0,0,0,0,23,0,0,14,11,22,14,25,21,0,10,3,0,5,0,7,131,0,3,5,4,4,0,3,0,0,0,0,6,0,0,0,26,0,37,35,20,16,6,11,4,0,3,6,3,3,0,7,141,4,5,22,98,388,444,605,458,114,121,74,54,71,36,86,2589,0,0,0,0,3,3,3,4,4,12,0,0,3,0,6,31,0,0,0,12,98,263,181,383,72,68,90,39,31,16,30,1283,0,12,3,7,15,13,10,9,0,0,4,0,0,3,4,83,0,0,3,12,0,6,12,13,3,0,0,3,3,0,0,62
