SA3_CODE_2016,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedonian_SEO,FOL_Macedonian_SOLSE_VWorW,FOL_Macedonian_SOLSE_NWorNAA,FOL_Macedonian_SOLSE_Tot,FOL_Macedonian_NS,FOL_Macedonian_Tot,FOL_Maltese_SEO,FOL_Maltese_SOLSE_VWorW,FOL_Maltese_SOLSE_NWorNAA,FOL_Maltese_SOLSE_Tot,FOL_Maltese_NS,FOL_Maltese_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_SOLSE_VWorW,FOL_Persian_ED_SOLSE_NWorNAA,FOL_Persian_ED_SOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_SOLSE_VWorW,FOL_Polish_SOLSE_NWorNAA,FOL_Polish_SOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Russian_SEO,FOL_Russian_SOLSE_VWorW,FOL_Russian_SOLSE_NWorNAA,FOL_Russian_SOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_SOLSE_VWorW,FOL_Samoan_SOLSE_NWorNAA,FOL_Samoan_SOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_SOLSE_VWorW,FOL_Serbian_SOLSE_NWorNAA,FOL_Serbian_SOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipino_SEO,FOL_SAL_Filipino_SOLSE_VWorW,FOL_SAL_Filipin_SOLSE_NWorNAA,FOL_SAL_Filipino_SOLSE_Tot,FOL_SAL_Filipino_NS,FOL_SAL_Filipino_Tot,FOL_SAL_Indonesian_SEO,FOL_SAL_Indonesia_SOLSE_VWorW,FOL_SAL_Indones_SOLSE_NWorNAA,FOL_SAL_Indonesian_SOLSE_Tot,FOL_SAL_Indonesian_NS,FOL_SAL_Indonesian_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_SOLSE_VWorW,FOL_SAL_Tagalog_SOLSE_NWorNAA,FOL_SAL_Tagalog_SOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_SOLSE_VWorW,FOL_SAL_Oth_SOLSE_NWorNAA,FOL_SAL_Oth_SOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_SOLSE_VWorW,FOL_SAL_Tot_SOLSE_NWorNAA,FOL_SAL_Tot_SOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_SOLSE_VWorW,FOL_Spanish_SOLSE_NWorNAA,FOL_Spanish_SOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_SOLSE_VWorW,FOL_Tamil_SOLSE_NWorNAA,FOL_Tamil_SOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_SOLSE_VWorW,FOL_Thai_SOLSE_NWorNAA,FOL_Thai_SOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_SOLSE_VWorW,FOL_Turkish_SOLSE_NWorNAA,FOL_Turkish_SOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_SOLSE_VWorW,FOL_Vietnamese_SOLSE_NWorNAA,FOL_Vietnamese_SOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_SOLSE_VWorW,FOL_Oth_SOLSE_NWorNAA,FOL_Oth_SOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_SOLSE_VWorW,FOL_Tot_SOLSE_NWorNAA,FOL_Tot_SOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LSatH_NS_SEO,F_LSatH_NS_SOLSE_VWorW,F_LSatH_NS_SOLSE_NWorNAA,F_LSatH_NS_SOLSE_Tot,F_LSatH_NS_NS,F_LSatH_NS_Tot,F_Tot_SEO,F_Tot_SOLSE_VWorW,F_Tot_SOLSE_NWorNAA,F_Tot_SOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_SOLSE_VWorW,PSEO_SOLSE_NWorNAA,PSEO_SOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_SOLSE_VWorW,POL_Afrikaans_SOLSE_NWorNAA,POL_Afrikaans_SOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_SOLSE_VWorW,POL_Arabic_SOLSE_NWorNAA,POL_Arabic_SOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_SOLSE_VWorW,POL_AIndLng_SOLSE_NWorNAA,POL_AIndLng_SOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Cantones_SEO,POL_CL_Cantones_SOLSE_VWorW,POL_CL_Cantones_SOLSE_NWorNAA,POL_CL_Cantones_SOLSE_Tot,POL_CL_Cantones_NS,POL_CL_Cantones_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_SOLSE_VWorW,POL_CL_Mandarin_SOLSE_NWorNAA,POL_CL_Mandarin_SOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot,POL_CL_Oth_SEO,POL_CL_Oth_SOLSE_VWorW,POL_CL_Oth_SOLSE_NWorNAA,POL_CL_Oth_SOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_SOLSE_VWorW,POL_CL_Tot_SOLSE_NWorNAA,POL_CL_Tot_SOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_SOLSE_VWorW,POL_Croatian_SOLSE_NWorNAA,POL_Croatian_SOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_Dutch_SEO,POL_Dutch_SOLSE_VWorW,POL_Dutch_SOLSE_NWorNAA,POL_Dutch_SOLSE_Tot,POL_Dutch_NS,POL_Dutch_Tot,POL_French_SEO,POL_French_SOLSE_VWorW,POL_French_SOLSE_NWorNAA,POL_French_SOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_SOLSE_VWorW,POL_German_SOLSE_NWorNAA,POL_German_SOLSE_Tot,POL_German_NS,POL_German_Tot
20301,0,0,..,5,0,5,0,5,..,9,0,9,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,4,0,4,..,0,0,0,0,0,..,9,0,9,0,9,..,11,0,11,0,11,..,3,0,3,0,3,..,3,0,3,0,4,..,0,0,0,0,0,..,18,0,18,0,17,..,9,0,9,3,10,..,0,0,0,0,0,..,12,0,12,0,12,..,0,0,0,0,0,..,6,0,3,0,3,..,51,10,60,0,60,..,269,16,289,10,295,..,15,0,11,495,508,8610,281,17,298,496,9411,17386,..,..,..,..,17386,..,7,0,7,0,3,..,12,5,21,0,21,..,0,0,0,0,0,..,7,0,7,0,7,..,12,0,12,0,17,..,0,0,0,0,0,..,25,0,25,0,20,..,37,0,36,0,36,..,27,0,27,0,27,..,12,0,12,0,12,..,34,0,40,0,40
20302,0,74,..,407,121,525,10,537,..,60,5,63,0,63,..,164,43,209,0,210,..,232,43,274,3,282,..,95,30,127,0,127,..,18,0,18,0,18,..,297,95,394,5,400,..,241,7,251,0,251,..,119,3,128,0,128,..,293,5,305,3,310,..,83,3,82,0,82,..,738,20,757,5,765,..,241,55,292,3,296,..,65,5,75,0,75,..,133,31,165,0,164,..,117,25,144,0,144,..,221,115,335,3,338,..,1657,619,2281,47,2330,..,9507,2065,11573,160,11727,..,268,22,293,5364,5656,79472,9780,2086,11866,5521,96854,153362,..,..,..,..,153362,..,135,0,135,3,134,..,519,120,640,10,646,..,23,0,23,0,23,..,330,69,399,0,401,..,1308,342,1650,18,1669,..,90,32,120,0,120,..,1722,443,2171,21,2194,..,1691,337,2027,16,2043,..,385,10,392,9,398,..,287,10,302,3,304,..,634,16,654,6,664
20303,0,9,..,22,4,21,0,21,..,51,4,56,0,56,..,3,0,3,0,3,..,32,0,32,0,32,..,15,4,22,0,22,..,0,0,0,0,0,..,6,3,10,0,10,..,18,0,18,0,18,..,25,0,25,0,25,..,23,0,19,0,19,..,8,0,8,0,8,..,71,0,71,0,71,..,66,3,72,0,72,..,0,0,0,0,0,..,23,7,28,0,28,..,9,3,13,0,13,..,20,3,22,0,22,..,228,29,261,3,262,..,1448,153,1604,23,1625,..,78,3,85,1946,2028,33197,1529,159,1682,1965,36852,64645,..,..,..,..,64645,..,45,0,47,0,50,..,26,6,28,3,33,..,5,0,5,0,5,..,41,4,44,0,44,..,118,39,152,8,161,..,12,4,20,0,20,..,169,43,219,8,222,..,89,16,102,0,102,..,148,3,150,4,153,..,142,4,147,0,151,..,297,5,301,7,310
20401,3,16,..,11,0,11,0,11,..,20,3,23,0,23,..,0,0,0,0,0,..,19,3,24,0,24,..,7,0,10,0,10,..,3,0,3,0,3,..,3,0,3,0,3,..,29,0,32,0,33,..,5,0,6,0,5,..,56,0,55,0,55,..,13,0,13,0,13,..,99,3,107,3,103,..,22,0,28,0,28,..,0,0,0,0,0,..,31,5,41,0,41,..,6,4,10,0,10,..,4,3,10,0,7,..,160,26,189,3,192,..,980,150,1133,17,1143,..,66,3,68,2137,2203,23538,1045,148,1199,2150,26890,47142,..,..,..,..,47142,..,11,0,11,0,11,..,41,0,41,0,41,..,3,0,3,0,3,..,53,21,72,0,72,..,159,95,253,3,252,..,59,29,89,0,89,..,266,145,409,3,413,..,25,0,28,0,31,..,53,0,54,0,54,..,65,0,68,0,69,..,180,0,181,0,183
20402,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,9,0,7,0,7,..,8,0,7,0,7,..,8,0,10,0,10,..,4,0,4,0,4,..,5,0,8,0,8,..,26,0,26,0,26,..,9,0,11,0,11,..,26,0,28,0,28,..,14,0,14,0,14,..,75,3,72,0,72,..,14,0,18,0,18,..,11,0,9,0,9,..,17,3,21,3,20,..,3,3,7,0,7,..,11,0,13,0,13,..,87,22,110,6,113,..,780,131,905,23,930,..,63,3,62,1745,1809,21065,835,137,975,1765,23797,40892,..,..,..,..,40892,..,17,0,17,0,17,..,21,5,29,0,29,..,0,0,0,0,0,..,27,6,35,0,38,..,65,16,79,0,83,..,10,4,16,0,16,..,103,26,126,4,130,..,22,3,18,0,18,..,36,0,36,0,43,..,36,5,43,3,45,..,97,3,98,3,103
20403,0,14,..,4,0,4,0,4,..,3,0,3,0,3,..,10,0,11,0,11,..,21,0,25,0,29,..,12,0,11,0,11,..,0,0,0,0,0,..,37,3,38,0,38,..,56,4,58,0,58,..,15,0,15,0,15,..,79,3,83,0,83,..,18,0,19,0,19,..,174,11,183,0,182,..,39,3,44,0,46,..,10,0,10,0,10,..,38,9,48,0,48,..,0,0,0,0,0,..,16,3,15,0,15,..,288,86,370,3,373,..,1714,277,1994,31,2018,..,74,3,77,2255,2331,31229,1784,288,2073,2281,35580,61549,..,..,..,..,61549,..,49,0,50,0,50,..,61,6,63,0,62,..,23,0,23,0,22,..,44,12,53,0,53,..,122,45,169,0,172,..,3,0,3,0,4,..,171,61,228,3,233,..,125,25,148,0,150,..,83,3,90,3,90,..,121,3,123,6,127,..,320,6,330,7,333
20501,0,4,..,3,0,3,0,3,..,16,0,16,0,16,..,3,0,3,0,3,..,19,7,21,0,27,..,18,3,16,0,16,..,4,0,4,0,4,..,6,3,13,0,13,..,40,3,41,3,45,..,6,0,6,0,7,..,21,0,22,0,22,..,8,0,7,0,7,..,73,4,77,4,80,..,32,0,35,0,35,..,9,0,12,0,12,..,19,4,24,0,24,..,0,0,0,0,0,..,18,7,20,0,20,..,141,29,163,8,167,..,884,121,1004,19,1020,..,39,5,50,1599,1646,22339,928,122,1054,1610,25004,43473,..,..,..,..,43473,..,30,0,30,0,30,..,42,6,44,0,47,..,4,0,4,0,4,..,23,3,30,0,30,..,93,54,154,0,154,..,9,3,10,0,10,..,130,63,194,0,194,..,47,8,53,0,53,..,132,3,130,0,130,..,44,0,44,0,44,..,110,4,115,5,116
20502,0,9,..,0,0,0,0,0,..,11,0,11,0,11,..,7,0,7,0,7,..,15,3,19,0,19,..,3,0,5,0,5,..,0,0,0,0,0,..,12,0,12,0,12,..,42,4,41,0,41,..,3,0,3,0,3,..,41,0,41,0,38,..,3,0,3,0,3,..,86,4,93,0,92,..,21,3,23,0,28,..,6,0,6,0,6,..,14,0,15,0,15,..,0,0,0,0,0,..,24,17,43,0,43,..,120,19,139,3,138,..,733,101,835,22,856,..,68,3,72,1921,1990,20133,797,104,908,1941,22974,39650,..,..,..,..,39650,..,39,0,39,0,39,..,13,0,16,0,16,..,13,0,13,0,13,..,34,7,42,0,37,..,82,50,133,0,135,..,13,3,9,0,9,..,124,60,185,3,190,..,10,3,8,0,8,..,60,0,68,4,67,..,38,0,42,4,46,..,159,4,164,4,165
20503,0,11,..,3,0,3,0,3,..,18,3,17,0,17,..,0,0,0,0,0,..,12,0,12,0,12,..,18,0,18,0,13,..,0,0,0,0,0,..,15,0,15,0,15,..,25,0,28,0,32,..,11,0,11,0,11,..,27,0,32,0,33,..,12,0,12,0,12,..,82,3,86,3,90,..,52,6,54,0,54,..,16,0,16,0,12,..,30,9,39,0,39,..,0,0,3,0,3,..,20,11,28,0,28,..,191,34,226,5,230,..,1150,165,1320,22,1341,..,74,4,75,2273,2353,27932,1223,176,1397,2295,31626,54498,..,..,..,..,54498,..,24,0,24,0,24,..,33,0,31,3,36,..,0,0,0,0,0,..,37,15,55,0,60,..,95,35,129,0,133,..,11,0,8,0,8,..,140,56,198,3,199,..,22,0,24,0,24,..,175,0,179,0,177,..,72,3,68,0,68,..,188,10,196,6,202
20504,0,14,..,0,0,0,0,3,..,101,8,107,0,108,..,9,0,9,0,9,..,58,11,70,0,75,..,15,0,13,0,13,..,3,0,3,0,3,..,20,11,36,0,36,..,87,5,91,0,88,..,19,3,25,0,25,..,99,3,100,0,100,..,28,0,30,0,30,..,230,14,241,0,242,..,46,6,52,0,52,..,12,0,13,0,15,..,40,13,55,0,55,..,3,0,3,0,3,..,35,10,45,0,43,..,320,78,398,8,408,..,2134,381,2518,35,2551,..,107,6,110,2844,2960,31888,2243,388,2629,2880,37398,62457,..,..,..,..,62457,..,53,0,56,0,56,..,153,36,185,9,191,..,4,0,4,0,4,..,79,37,117,0,120,..,222,74,302,0,301,..,35,6,42,0,42,..,337,124,464,4,466,..,63,8,68,0,68,..,221,3,228,0,231,..,50,3,53,0,53,..,191,3,196,3,201
20505,0,4,..,6,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,21,0,25,0,29,..,3,4,7,0,7,..,0,0,0,0,0,..,5,0,5,0,5,..,29,3,38,0,38,..,10,0,10,0,10,..,41,3,49,0,49,..,16,0,19,0,19,..,102,11,115,0,115,..,13,5,20,0,20,..,10,3,12,0,12,..,22,3,24,0,26,..,0,0,0,0,0,..,23,16,38,0,38,..,116,24,140,3,146,..,707,133,838,8,849,..,49,0,52,1526,1575,18812,761,130,893,1533,21238,37271,..,..,..,..,37271,..,37,0,37,0,34,..,19,0,25,0,26,..,5,0,5,0,6,..,26,3,30,0,30,..,67,41,113,4,118,..,6,5,14,0,14,..,105,54,152,4,157,..,39,0,43,0,43,..,86,3,86,0,86,..,46,3,48,0,48,..,70,0,70,0,70
20601,0,82,..,68,10,77,0,77,..,99,9,111,0,113,..,69,19,89,0,87,..,83,8,91,0,91,..,47,0,44,3,49,..,6,0,6,0,6,..,64,8,73,0,73,..,65,3,72,0,72,..,206,40,245,3,246,..,95,0,98,0,103,..,43,0,49,0,45,..,417,45,458,3,462,..,438,50,483,0,488,..,56,3,57,0,57,..,99,30,127,0,127,..,347,110,455,3,462,..,294,92,383,3,388,..,740,129,869,26,899,..,11277,2808,14084,122,14204,..,82,15,95,2346,2439,27883,11355,2826,14181,2470,44532,54231,..,..,..,..,54231,..,34,3,33,0,33,..,2261,519,2773,15,2792,..,10,0,14,0,14,..,438,107,546,3,546,..,1520,313,1830,10,1841,..,118,16,133,3,133,..,2070,438,2506,15,2522,..,163,18,181,3,189,..,93,0,93,0,98,..,407,23,431,0,435,..,396,14,408,0,410
20602,0,30,..,149,54,203,3,206,..,14,0,14,0,14,..,41,9,48,0,49,..,49,3,47,0,47,..,17,0,17,0,17,..,8,0,8,0,8,..,49,9,55,0,56,..,23,0,26,0,26,..,32,3,35,0,35,..,28,0,30,0,30,..,18,0,18,0,18,..,109,6,109,0,109,..,196,14,211,0,211,..,17,0,23,0,23,..,60,9,71,0,71,..,33,5,39,0,39,..,198,89,288,4,295,..,422,72,486,16,505,..,5389,1480,6871,64,6935,..,56,5,61,1547,1609,18932,5448,1490,6933,1612,27481,36012,..,..,..,..,36012,..,17,0,23,0,23,..,502,94,595,13,601,..,9,0,9,0,9,..,287,114,398,6,405,..,544,145,693,3,695,..,40,26,61,0,61,..,870,278,1147,10,1158,..,112,18,132,0,135,..,64,3,67,3,64,..,267,6,277,0,279,..,247,9,256,0,253
20603,0,118,..,62,7,65,0,63,..,101,4,102,3,106,..,72,17,89,3,92,..,87,9,87,0,87,..,60,3,65,0,65,..,6,0,6,0,6,..,58,12,70,0,75,..,71,3,71,0,74,..,66,3,70,0,71,..,74,0,79,0,79,..,27,3,34,0,36,..,238,9,247,4,251,..,327,50,373,4,377,..,67,10,78,0,78,..,89,29,117,0,118,..,140,29,166,0,166,..,530,247,777,9,784,..,1166,292,1455,41,1500,..,7921,1771,9696,128,9817,..,114,25,133,2095,2228,22483,8037,1793,9828,2219,34534,43915,..,..,..,..,43915,..,31,0,31,0,31,..,800,180,980,9,988,..,4,0,4,0,4,..,683,328,1012,8,1017,..,1112,303,1410,11,1418,..,107,53,156,4,163,..,1904,678,2585,20,2599,..,313,21,335,3,337,..,59,0,59,0,59,..,237,3,239,0,242,..,179,4,183,3,189
20604,10,1484,..,65,3,73,0,75,..,38,4,41,0,39,..,234,15,249,3,251,..,92,11,104,0,105,..,216,25,242,0,240,..,12,0,12,0,12,..,94,9,107,0,107,..,208,3,208,0,208,..,1535,57,1589,9,1598,..,227,3,224,0,230,..,368,3,373,0,376,..,2334,66,2400,12,2411,..,980,125,1099,3,1101,..,330,18,348,3,348,..,772,217,992,8,1000,..,115,30,144,3,147,..,926,249,1182,9,1189,..,2381,417,2805,53,2849,..,29890,5189,35078,257,35328,..,112,46,152,7411,7568,26933,30003,5229,35227,7669,69825,55006,..,..,..,..,55006,..,94,0,93,0,98,..,1461,272,1731,17,1749,..,6,0,6,0,6,..,4324,926,5246,40,5294,..,21356,3933,25284,123,25406,..,1346,521,1868,8,1874,..,27021,5378,32400,174,32575,..,153,20,170,0,170,..,152,8,158,0,162,..,884,30,915,5,919,..,550,15,561,3,566
20605,0,126,..,62,3,69,0,68,..,39,0,35,3,42,..,120,7,125,0,123,..,197,36,228,3,231,..,473,316,786,6,797,..,19,0,19,0,19,..,106,16,124,0,125,..,73,0,73,0,73,..,204,9,213,0,213,..,96,0,96,0,96,..,51,0,50,0,50,..,424,11,432,0,432,..,575,37,609,0,610,..,86,6,89,0,89,..,142,14,155,4,157,..,101,23,120,0,120,..,212,39,250,0,250,..,1357,197,1553,34,1588,..,9404,1493,10897,117,11009,..,100,14,113,4956,5071,35484,9502,1503,11011,5067,51563,69961,..,..,..,..,69961,..,111,0,111,0,111,..,318,29,349,6,353,..,16,0,16,0,16,..,650,90,740,3,737,..,1828,376,2204,15,2217,..,115,28,142,4,151,..,2595,484,3080,22,3108,..,169,14,183,6,183,..,253,3,257,0,257,..,985,36,1020,13,1025,..,670,24,692,10,705
20606,0,110,..,25,3,32,0,32,..,5,0,7,0,7,..,102,7,106,0,108,..,143,23,166,0,166,..,220,181,404,4,405,..,4,0,4,0,4,..,62,3,66,0,66,..,46,0,49,0,49,..,152,4,154,0,153,..,74,3,78,0,78,..,34,0,34,0,34,..,311,5,320,0,320,..,319,24,342,3,347,..,48,3,55,0,51,..,111,19,135,0,135,..,84,29,112,0,116,..,183,33,216,0,215,..,656,76,728,15,748,..,6544,1237,7784,58,7844,..,68,7,73,2778,2853,22213,6611,1248,7856,2838,32911,42557,..,..,..,..,42557,..,68,0,66,0,70,..,240,27,265,3,268,..,3,0,3,0,3,..,753,130,887,8,896,..,2159,501,2658,18,2679,..,158,41,200,0,201,..,3071,674,3750,27,3772,..,77,3,83,0,79,..,118,0,116,0,118,..,617,32,644,5,648,..,320,3,324,3,321
20607,0,82,..,88,14,99,0,99,..,27,6,34,0,34,..,60,4,65,0,65,..,77,7,86,0,86,..,75,11,85,0,85,..,3,0,3,0,3,..,61,26,87,0,86,..,49,0,47,0,47,..,88,3,93,0,93,..,60,0,60,3,61,..,54,5,64,4,65,..,248,12,257,3,262,..,434,32,469,4,468,..,38,0,39,4,46,..,131,37,169,0,170,..,94,31,124,0,125,..,1046,879,1924,17,1942,..,1119,243,1355,28,1386,..,7756,2785,10535,117,10650,..,90,18,105,3830,3933,30453,7842,2802,10647,3942,45041,60138,..,..,..,..,60138,..,33,0,38,0,38,..,547,128,678,14,693,..,6,0,6,0,6,..,735,430,1170,14,1179,..,1291,606,1897,16,1910,..,305,251,556,3,560,..,2334,1287,3625,28,3653,..,160,26,187,3,189,..,153,4,153,0,153,..,606,16,627,3,631,..,419,6,424,8,436
20701,0,407,..,105,12,121,0,124,..,29,3,32,0,32,..,276,28,308,0,306,..,167,16,180,0,182,..,177,15,189,3,195,..,13,0,13,0,13,..,86,7,95,3,96,..,98,0,102,0,102,..,369,30,395,0,395,..,124,0,130,0,125,..,66,3,70,0,70,..,663,34,699,0,695,..,464,49,516,3,514,..,267,7,276,3,283,..,236,23,255,3,257,..,90,18,107,0,107,..,956,139,1097,8,1100,..,1238,155,1392,43,1428,..,20290,4015,24300,176,24482,..,161,24,184,3756,3941,58665,20446,4039,24492,3930,87085,113886,..,..,..,..,113886,..,109,4,112,0,112,..,731,162,895,14,905,..,4,0,4,0,4,..,4127,778,4909,40,4945,..,10229,3408,13638,59,13700,..,708,213,915,0,915,..,15066,4391,19459,99,19558,..,191,21,215,3,217,..,156,0,161,0,161,..,1002,24,1023,10,1031,..,660,12,674,4,676
20702,3,452,..,219,30,255,3,260,..,65,0,62,0,62,..,813,145,953,12,958,..,82,3,85,4,87,..,76,7,80,0,80,..,3,0,3,0,3,..,69,8,80,5,82,..,66,0,66,0,66,..,184,21,202,0,200,..,96,0,96,0,96,..,71,0,75,0,75,..,416,18,433,0,438,..,155,17,169,0,171,..,159,6,165,3,169,..,55,12,70,3,72,..,91,19,106,0,106,..,289,69,363,0,363,..,714,155,872,23,892,..,18707,4522,23227,192,23420,..,103,24,130,1739,1866,21563,18814,4546,23361,1935,46853,42477,..,..,..,..,42477,..,180,3,185,3,191,..,1483,110,1592,11,1599,..,3,0,3,0,3,..,6657,1881,8536,41,8574,..,8361,3068,11427,58,11490,..,620,170,793,5,794,..,15632,5123,20752,106,20856,..,289,27,315,3,324,..,81,7,85,3,86,..,143,6,150,4,153,..,244,3,250,3,251
20703,0,463,..,62,5,65,0,66,..,22,0,22,0,22,..,201,69,274,0,276,..,112,12,127,0,122,..,87,9,94,0,94,..,9,0,9,0,9,..,46,8,54,0,54,..,132,0,134,0,134,..,304,13,318,0,322,..,164,0,164,0,161,..,92,0,89,0,91,..,688,18,710,5,709,..,187,22,209,0,215,..,233,10,245,0,245,..,150,45,196,0,196,..,29,8,35,0,35,..,502,163,673,7,673,..,849,190,1034,24,1059,..,15902,4634,20536,125,20661,..,138,56,197,1960,2151,30107,16041,4695,20733,2081,52920,58809,..,..,..,..,58809,..,96,0,92,0,92,..,291,48,344,0,343,..,3,0,3,0,3,..,4022,1386,5408,26,5433,..,10449,4342,14794,72,14861,..,804,403,1206,3,1216,..,15274,6133,21408,96,21507,..,116,8,123,0,125,..,122,4,123,0,123,..,317,11,330,0,327,..,358,10,369,0,373
20801,0,52,..,28,0,31,0,31,..,23,3,19,0,19,..,37,7,47,0,47,..,239,29,262,0,262,..,601,98,699,0,706,..,7,0,7,0,7,..,88,11,97,0,97,..,25,4,30,0,30,..,37,0,39,0,39,..,48,0,51,0,51,..,21,5,25,0,26,..,135,5,140,0,140,..,259,8,267,0,268,..,29,4,26,0,27,..,64,8,72,0,72,..,71,14,89,0,86,..,89,15,107,0,106,..,806,99,902,16,912,..,6739,1008,7752,62,7807,..,115,9,121,2498,2615,40433,6855,1013,7867,2556,50862,77872,..,..,..,..,77872,..,187,4,192,0,192,..,274,22,295,0,295,..,4,0,4,0,4,..,355,60,417,3,420,..,1449,531,1982,10,1993,..,114,32,144,0,142,..,1917,620,2542,16,2559,..,162,14,168,0,168,..,224,0,229,3,230,..,577,26,604,4,607,..,737,8,742,4,750
20802,5,462,..,46,4,51,0,51,..,36,3,36,0,36,..,90,12,107,0,107,..,477,61,537,4,544,..,2107,443,2546,21,2569,..,12,0,12,0,12,..,170,18,186,3,184,..,138,0,138,3,142,..,242,16,262,0,262,..,208,4,208,0,209,..,60,4,67,0,67,..,648,22,667,3,670,..,477,28,506,7,508,..,312,9,320,3,325,..,168,38,208,0,210,..,53,9,63,0,68,..,366,66,427,3,429,..,3656,348,4006,60,4070,..,21137,3666,24810,217,25024,..,180,34,212,3267,3472,48173,21318,3704,25018,3478,76673,93933,..,..,..,..,93933,..,155,0,155,0,152,..,429,31,459,3,465,..,7,0,7,0,7,..,1512,338,1855,13,1865,..,6541,1805,8347,47,8393,..,421,150,575,0,577,..,8473,2298,10771,60,10832,..,210,21,233,0,233,..,133,0,138,3,139,..,1112,48,1159,3,1159,..,657,18,676,5,683
20803,0,79,..,35,7,39,0,39,..,40,3,43,0,43,..,65,12,79,3,83,..,269,25,291,4,293,..,693,151,842,3,842,..,5,0,5,0,5,..,158,15,176,0,179,..,159,7,164,0,164,..,82,4,84,0,84,..,208,7,215,0,215,..,52,0,58,0,58,..,500,18,514,0,514,..,347,41,380,7,390,..,158,12,168,3,171,..,143,29,175,0,176,..,212,46,254,3,258,..,283,57,341,3,340,..,1200,204,1404,31,1438,..,10080,1725,11806,126,11931,..,160,24,177,3020,3199,45394,10240,1749,11986,3146,60527,88203,..,..,..,..,88203,..,202,3,209,0,207,..,474,29,508,8,512,..,3,0,4,0,4,..,609,176,781,4,788,..,2061,765,2829,19,2850,..,231,80,308,3,311,..,2898,1018,3918,31,3952,..,292,27,317,4,326,..,166,9,173,3,172,..,536,24,558,4,565,..,519,17,540,4,539
20804,0,66,..,8,0,8,0,8,..,10,0,10,0,10,..,41,3,48,0,51,..,56,3,56,0,56,..,71,15,87,4,85,..,0,0,0,0,0,..,23,3,30,0,30,..,32,0,28,0,28,..,88,9,100,0,101,..,36,0,43,0,44,..,32,0,32,0,32,..,185,7,200,3,204,..,110,11,118,0,118,..,45,3,53,0,53,..,56,26,79,0,78,..,19,0,20,0,20,..,121,21,139,0,139,..,344,45,394,3,395,..,4517,695,5214,43,5257,..,37,9,44,960,1003,15292,4550,709,5253,1007,21548,29662,..,..,..,..,29662,..,26,0,26,0,26,..,103,3,110,3,111,..,0,0,0,0,0,..,530,68,596,5,598,..,1960,391,2346,12,2360,..,136,34,171,0,172,..,2624,491,3117,17,3135,..,42,3,48,0,48,..,46,0,46,0,46,..,187,4,190,3,194,..,125,0,123,5,130
