SA3_CODE_2016,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_SE_Europe_nfd_0_4,P_SE_Europe_nfd_5_14,P_SE_Europe_nfd_15_24,P_SE_Europe_nfd_25_44,P_SE_Europe_nfd_45_54,P_SE_Europe_nfd_55_64,P_SE_Europe_nfd_65_74,P_SE_Europe_nfd_75_84,P_SE_Europe_nfd_85ov,P_SE_Europe_nfd_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_FYROM_0_4,P_FYROM_5_14,P_FYROM_15_24,P_FYROM_25_44,P_FYROM_45_54,P_FYROM_55_64,P_FYROM_65_74,P_FYROM_75_84,P_FYROM_85ov,P_FYROM_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
10304,0,3,0,3,8,3,4,3,0,23,0,27,17,90,37,35,15,0,0,222,0,0,0,7,3,7,3,12,11,43,0,10,3,21,24,26,32,20,9,133,0,4,3,3,6,0,0,0,0,21,0,29,26,72,32,24,15,8,3,202,0,0,0,0,3,3,3,4,0,16,0,3,0,33,8,3,0,0,0,54,0,3,3,10,5,3,3,0,0,30,4,3,6,19,4,4,0,0,0,51,0,0,0,0,3,0,0,0,3,10,0,0,0,7,3,0,0,0,0,14,0,15,13,29,23,10,12,3,0,102,0,0,7,33,3,3,0,0,0,46,0,3,0,10,3,7,9,7,0,36,0,10,20,42,16,8,3,0,0,111,3,40,34,151,67,68,45,45,30,486,175,406,447,1047,657,571,511,366,153,4332,4106,8183,6835,14167,7433,6968,5526,3131,1262,57614
10401,0,0,0,12,11,8,0,3,0,34,0,11,5,52,33,37,11,0,0,148,0,0,0,0,0,0,3,0,0,10,0,3,0,4,23,34,61,25,6,153,0,0,0,5,3,0,3,0,0,8,0,3,4,25,19,23,11,8,0,86,0,0,0,0,0,3,0,3,0,3,0,3,0,11,3,3,7,7,0,28,0,0,0,4,0,4,0,0,0,16,0,8,0,13,10,7,0,0,0,43,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,13,4,25,19,18,26,4,3,116,0,0,4,13,3,0,0,0,0,31,0,0,0,5,0,5,18,10,0,42,0,0,0,9,11,3,9,0,0,29,3,15,16,70,45,57,69,37,15,316,144,342,371,793,586,779,749,439,166,4374,2447,5782,4972,9225,6640,8259,7351,3967,1614,50261
10402,0,0,12,29,37,19,3,3,3,107,3,37,27,96,70,70,15,9,3,327,0,0,0,12,5,13,15,11,10,70,0,11,8,34,46,67,106,72,38,382,0,3,0,16,9,4,0,0,0,37,0,25,20,95,73,59,41,24,3,348,0,0,0,0,6,7,9,6,3,29,0,0,6,12,10,0,0,0,0,23,0,4,26,83,3,0,3,0,0,118,4,24,30,49,24,11,3,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,16,3,17,14,71,40,48,65,10,6,279,0,0,0,29,6,9,0,0,0,51,0,0,0,20,24,16,19,7,11,99,0,3,3,14,9,11,12,3,0,57,27,184,143,350,213,170,174,82,36,1364,277,611,624,1315,918,1090,867,603,378,6687,4682,10949,9176,18211,11522,13028,10281,5730,2437,86021
10501,0,10,0,9,3,0,0,0,0,29,0,12,6,36,9,11,7,3,0,79,0,0,0,0,0,3,0,0,0,9,0,0,3,3,4,6,3,4,0,28,0,0,0,0,0,0,0,0,0,0,0,5,6,20,14,5,4,0,0,59,0,0,0,0,3,3,12,13,0,32,0,3,0,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,13,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,4,0,7,0,12,3,3,3,3,0,27,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,3,0,0,0,10,0,10,9,44,17,28,38,35,7,187,227,369,294,818,543,494,412,224,83,3468,1772,3335,2565,5706,3367,3219,2432,1308,444,24152
10502,0,0,0,0,0,0,0,0,0,0,0,18,10,49,23,15,7,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,5,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,0,0,0,23,0,0,0,0,0,0,0,0,0,7,0,0,0,5,4,0,3,0,0,8,0,3,0,0,0,0,0,0,0,3,0,5,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,0,6,3,0,0,22,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,3,0,0,8,22,13,11,16,3,0,80,77,137,156,435,282,308,283,164,90,1931,1159,2265,2203,4616,2689,3029,2321,1307,625,20217
10503,0,0,0,4,11,9,0,0,0,24,7,35,26,102,50,24,8,9,0,256,0,0,0,3,0,7,3,0,3,16,0,0,5,14,12,30,29,17,8,111,0,3,0,5,3,5,5,3,0,25,0,7,16,31,11,24,13,7,0,116,0,0,0,0,0,3,3,3,0,12,6,14,19,60,29,11,3,3,0,145,0,0,3,13,0,0,0,0,0,20,0,3,0,14,5,3,0,0,0,36,0,0,0,0,0,0,4,4,0,12,0,0,0,3,3,0,0,0,0,7,0,6,3,33,8,19,16,3,3,94,0,3,4,39,9,3,3,0,0,61,0,0,0,7,0,0,9,3,0,17,0,19,12,31,7,8,7,0,0,83,8,16,18,95,40,58,60,33,8,342,288,608,632,1492,901,994,849,486,219,6465,4701,9397,8188,16345,8854,9050,7072,4131,1677,69414
10601,0,0,3,18,12,11,0,0,0,43,11,35,28,133,51,42,18,0,0,317,0,0,0,6,0,8,4,3,5,29,0,0,7,14,40,72,87,42,11,267,0,0,0,8,0,6,0,0,0,13,0,20,30,71,49,22,22,5,0,226,0,0,0,0,3,8,6,4,0,20,0,0,0,17,3,3,3,0,0,29,0,0,3,22,0,0,0,0,0,23,5,7,11,50,16,11,3,0,0,103,0,0,0,0,0,0,0,0,0,3,0,0,3,5,6,0,0,0,0,14,3,12,9,51,25,21,20,3,0,153,0,0,7,20,7,3,0,0,0,42,0,0,0,4,8,6,13,9,3,49,0,0,3,11,8,3,3,0,0,32,0,9,13,123,63,80,90,45,24,446,314,769,650,1683,1037,1082,927,447,202,7121,5810,12121,10987,21815,11672,11386,8346,3961,1581,87675
10602,0,0,0,3,7,0,0,0,0,16,3,28,27,137,82,40,16,9,0,333,0,0,0,8,6,11,9,13,16,64,0,13,3,41,37,64,42,28,13,248,0,3,0,5,3,5,0,0,0,18,3,35,40,107,69,25,9,5,3,305,0,0,0,6,4,0,3,7,3,18,0,0,3,29,3,3,3,0,0,38,0,3,0,17,0,0,0,0,0,21,3,8,10,31,10,10,0,0,0,68,0,0,0,0,3,0,0,0,0,7,0,0,3,0,4,3,0,0,0,6,3,17,14,39,25,24,11,5,0,136,0,0,13,21,10,3,0,0,0,51,0,0,3,12,22,7,4,7,3,55,0,15,22,60,18,10,0,0,0,113,0,18,30,182,83,79,71,25,16,511,192,407,367,1007,541,509,456,310,149,3935,5548,10696,9340,20005,9525,8447,6217,3132,1248,74162
10603,0,3,0,15,8,14,4,0,0,43,0,30,15,84,47,43,18,3,3,247,0,0,0,8,0,21,13,6,3,56,0,12,11,19,46,73,118,77,17,376,0,0,0,11,3,3,0,0,0,26,0,26,24,82,39,40,51,19,0,290,0,0,0,0,5,7,17,4,3,36,0,0,0,4,3,4,0,0,0,17,0,3,0,12,0,0,0,0,0,11,3,13,8,45,14,9,0,0,0,102,0,0,0,0,7,3,4,0,0,15,0,0,0,3,4,6,0,0,0,14,11,24,23,51,28,22,39,3,0,187,0,3,3,22,7,6,0,3,0,41,3,3,7,10,30,18,42,12,7,132,0,4,0,15,11,6,4,0,0,39,3,17,21,124,73,125,148,80,23,616,208,444,502,1117,765,857,946,593,312,5743,3806,8755,7758,14491,9459,10079,10062,5134,1840,71381
10604,0,0,0,4,4,0,0,0,0,14,3,22,14,100,27,14,11,0,0,199,0,0,0,0,0,3,0,0,0,3,0,3,3,8,15,11,18,7,3,63,0,0,0,3,3,0,0,0,0,11,0,15,15,22,16,9,4,0,0,84,0,0,0,0,0,0,0,0,0,3,0,3,0,18,3,3,0,0,0,31,0,3,0,8,0,0,0,0,0,10,0,0,7,17,3,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,4,9,18,6,13,3,6,0,45,0,3,5,31,4,4,0,0,0,55,0,0,0,0,4,6,7,0,0,17,0,0,9,18,12,3,0,0,0,41,0,20,18,80,38,14,11,6,4,186,138,311,241,698,389,389,299,181,73,2715,2101,4433,3411,7778,4122,3654,2695,1450,553,30196
10701,0,0,0,8,9,3,3,0,0,28,5,25,34,182,83,116,58,13,8,506,0,0,0,32,10,26,23,26,19,124,0,9,6,16,111,124,160,123,42,594,3,4,0,4,8,7,3,0,0,26,0,7,8,26,23,13,10,10,0,95,0,0,0,21,28,47,43,39,15,190,3,6,7,23,11,10,5,0,0,69,0,0,0,12,9,0,4,0,0,23,3,7,21,53,26,12,3,0,0,125,0,4,27,195,353,447,494,274,63,1866,0,4,3,51,33,24,30,12,3,167,5,16,23,64,23,19,17,3,0,178,0,3,13,76,39,81,16,7,3,240,0,0,0,12,32,46,42,26,10,177,0,3,3,17,6,4,0,0,0,29,40,153,130,446,430,450,382,333,145,2514,210,353,435,963,630,637,540,441,220,4426,4767,9647,9362,18247,9956,9269,7289,4876,1940,75354
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8
10703,0,0,0,16,11,6,4,0,0,43,3,15,27,108,67,64,32,7,3,323,0,0,0,23,11,33,32,9,7,121,3,13,8,38,126,188,157,105,42,679,0,5,4,11,3,8,3,0,0,44,6,26,38,100,46,40,43,12,11,319,0,0,0,4,25,30,26,25,10,122,0,0,4,14,10,4,0,0,0,35,0,0,0,6,0,0,0,0,0,15,0,13,21,75,23,3,4,0,0,155,0,3,9,68,174,254,234,66,20,830,0,3,3,44,53,22,30,8,3,163,4,12,21,50,46,33,30,3,0,208,0,3,3,42,32,17,11,3,3,113,0,0,5,14,62,61,43,37,11,233,0,0,0,13,10,4,3,0,0,40,10,38,38,260,317,435,352,267,124,1838,210,487,523,1198,800,837,773,481,237,5550,5439,11770,11295,20815,12063,11957,9358,5071,2076,89837
10704,0,8,4,26,22,14,3,0,0,77,10,43,34,223,73,111,42,5,3,548,0,3,3,53,17,62,34,32,33,228,3,15,13,74,154,181,212,147,63,861,7,12,16,29,11,10,4,5,0,98,0,21,51,178,67,72,47,21,4,467,0,0,7,34,48,65,63,78,22,312,4,9,53,98,26,24,15,13,4,241,3,5,15,49,9,4,4,0,0,95,14,49,97,217,52,27,11,3,0,470,0,0,6,92,190,244,277,188,29,1035,0,7,12,63,161,45,55,40,0,388,9,38,86,167,88,60,54,15,6,506,10,30,177,200,96,104,54,23,9,698,0,4,6,28,66,58,45,31,11,255,0,6,18,35,14,14,8,0,0,88,95,260,388,1088,486,403,343,263,133,3455,303,495,920,1818,952,988,910,632,316,7341,7266,14887,19176,33628,16507,15003,11395,7123,3312,128301
