SED_CODE_2016,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_SE_Europe_nfd_0_4,P_SE_Europe_nfd_5_14,P_SE_Europe_nfd_15_24,P_SE_Europe_nfd_25_44,P_SE_Europe_nfd_45_54,P_SE_Europe_nfd_55_64,P_SE_Europe_nfd_65_74,P_SE_Europe_nfd_75_84,P_SE_Europe_nfd_85ov,P_SE_Europe_nfd_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_FYROM_0_4,P_FYROM_5_14,P_FYROM_15_24,P_FYROM_25_44,P_FYROM_45_54,P_FYROM_55_64,P_FYROM_65_74,P_FYROM_75_84,P_FYROM_85ov,P_FYROM_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SED10024,0,5,0,35,75,48,30,39,12,243,0,12,18,160,60,48,21,16,0,349,0,9,7,35,16,32,15,15,12,147,3,25,26,58,104,64,59,41,24,404,14,102,66,97,64,50,34,15,7,455,22,214,330,737,637,496,244,97,39,2813,0,0,0,6,4,17,11,6,0,45,0,4,16,64,56,39,28,18,3,222,5,14,38,230,53,67,55,10,0,484,7,20,24,86,40,16,5,0,0,199,0,0,3,3,5,3,3,0,0,21,0,3,8,12,27,22,19,14,7,113,17,133,90,134,126,83,52,22,5,662,0,7,3,110,45,24,16,0,0,212,0,3,3,28,35,13,24,6,4,117,0,0,6,54,48,39,14,3,0,164,33,154,153,587,525,339,282,211,89,2379,95,259,239,549,417,326,351,320,244,2800,4119,12210,9990,16177,12183,8784,7491,4884,2461,78300
SED10025,0,0,3,20,23,10,3,0,0,59,0,22,32,321,91,84,32,6,3,584,0,3,0,65,12,27,24,19,9,167,0,3,9,86,48,43,47,26,14,275,13,22,24,87,24,30,16,11,0,218,3,11,25,182,69,65,37,10,3,411,0,0,3,17,24,18,7,11,4,84,0,0,6,140,40,42,36,24,6,305,4,3,22,132,22,29,9,3,0,229,5,23,24,181,25,24,10,3,0,295,0,0,0,16,14,8,8,3,0,50,0,0,11,72,58,43,29,5,6,230,25,50,35,107,54,38,39,9,4,348,0,6,24,270,113,70,35,11,3,534,0,0,0,22,10,12,10,5,3,57,0,0,4,19,14,7,4,3,0,45,62,150,160,1209,389,297,277,153,83,2776,269,368,438,1718,591,549,477,273,181,4861,5023,8269,8931,26403,10475,8754,6602,3845,1946,80243
SED10026,0,0,0,6,11,8,0,0,0,27,3,33,31,120,47,37,11,3,0,286,0,0,0,3,0,4,0,0,4,16,0,0,5,12,18,37,41,20,6,138,0,3,0,3,6,5,5,3,0,24,0,12,17,53,19,25,15,6,0,159,0,0,0,0,0,3,9,7,0,22,6,16,19,62,29,9,3,3,0,144,0,0,3,13,0,0,0,0,0,20,0,3,0,23,11,4,0,0,0,49,0,0,0,0,0,0,4,0,0,10,0,0,0,5,3,0,0,0,0,6,0,6,3,33,14,20,19,7,3,115,0,3,3,45,10,3,3,0,0,69,0,0,0,3,4,0,8,4,0,28,0,19,12,45,9,6,7,0,0,92,11,22,17,110,61,77,73,47,10,428,375,704,733,1717,1013,1101,929,507,201,7281,5491,10508,9012,18632,9911,9608,7516,4221,1650,76563
SED10027,0,0,0,18,5,9,0,0,0,29,0,36,90,275,157,118,46,7,4,735,0,3,0,36,10,23,17,29,30,147,0,0,0,10,21,39,23,20,19,124,0,16,17,32,16,19,17,8,0,115,0,4,20,70,49,28,23,11,0,210,0,0,0,3,11,18,22,13,3,65,0,3,5,29,20,29,24,12,3,128,3,3,9,43,0,8,7,0,0,73,3,9,16,115,40,29,6,0,0,219,0,3,14,101,131,160,132,61,18,621,0,0,3,13,22,13,18,12,3,88,0,26,15,45,18,15,6,3,0,134,15,67,232,1266,860,728,217,125,48,3552,0,0,0,12,7,3,4,5,4,30,0,0,3,17,9,6,0,0,0,35,22,128,221,939,519,406,273,193,104,2800,198,395,450,998,524,516,380,260,166,3880,5136,10252,10081,20489,10030,9114,6242,3870,2125,77348
SED10028,0,0,4,22,8,20,9,7,0,69,3,37,49,256,118,119,66,12,11,670,0,0,0,29,16,34,23,9,11,117,0,15,9,38,46,39,49,32,31,252,12,83,114,92,84,88,51,19,3,549,13,103,172,248,229,124,71,50,17,1011,0,0,0,11,5,14,7,11,0,46,4,79,128,364,392,350,157,71,30,1565,11,30,68,269,91,110,54,7,0,636,0,5,26,73,29,18,5,0,0,161,0,0,0,0,8,3,4,0,0,14,0,0,3,16,27,16,3,4,3,63,11,108,68,88,51,41,26,12,11,415,3,5,36,169,134,104,19,7,6,484,0,5,11,16,16,7,16,14,4,84,0,3,8,31,23,19,4,0,0,80,24,127,155,521,356,273,178,148,93,1870,88,196,211,550,284,235,237,251,220,2279,3912,10420,11572,18840,11619,10091,6479,4259,2749,79934
SED10029,0,0,0,3,3,0,0,3,0,14,3,51,95,400,195,191,87,39,11,1071,0,0,0,29,19,56,41,35,28,204,0,0,0,7,16,20,20,20,13,98,0,3,4,13,4,7,8,0,3,36,0,0,3,9,8,0,8,3,0,38,0,0,3,34,34,62,77,58,15,288,0,8,13,44,17,14,19,9,7,130,0,3,11,40,4,17,7,0,0,82,9,68,105,340,62,51,23,3,0,658,0,3,0,36,38,69,63,20,9,243,25,11,26,79,74,32,36,15,3,293,3,19,25,33,4,7,3,0,0,101,51,216,706,4092,2953,2461,917,403,173,11972,0,0,0,0,0,0,9,0,4,15,0,0,3,8,3,0,0,0,0,13,103,377,563,1820,1146,972,747,465,161,6360,345,582,562,1403,706,642,432,286,141,5086,5861,11644,12625,23493,11538,10025,6269,3819,1726,86985
SED10030,0,0,11,37,18,19,10,3,3,110,7,27,40,218,102,116,43,4,3,552,0,0,5,27,16,27,16,17,8,124,3,13,8,50,67,82,104,66,35,425,0,3,9,21,14,7,7,3,3,59,0,14,30,113,83,55,43,31,12,379,0,0,0,0,5,7,4,5,3,30,0,3,3,36,17,14,13,3,3,100,0,0,4,26,12,6,0,0,0,47,9,13,20,109,33,9,0,0,0,204,0,0,0,0,0,6,0,0,0,8,0,0,0,14,11,3,6,4,0,38,8,26,27,93,66,62,42,0,3,319,3,5,10,40,19,18,5,0,0,99,0,0,0,15,23,14,21,22,14,100,0,6,8,39,12,10,4,0,0,90,13,52,52,417,241,209,218,134,46,1379,194,387,513,1189,711,779,726,480,379,5354,4183,8167,8068,17531,10069,9822,8561,4967,2479,73851
SED10031,0,0,0,19,23,15,5,0,0,64,5,30,21,102,39,29,18,5,0,247,0,0,0,7,3,15,17,14,8,60,3,6,8,33,66,61,80,43,7,309,0,3,3,8,10,7,5,3,0,39,3,12,21,53,35,33,23,7,0,190,0,0,0,3,5,6,5,10,0,28,0,4,0,16,8,5,3,0,0,36,0,4,4,22,12,3,0,3,0,46,3,7,12,31,18,4,3,0,0,75,0,0,3,4,7,10,8,0,0,29,0,0,0,8,5,0,0,3,0,15,3,26,16,64,35,46,29,10,3,244,0,3,13,34,8,3,0,0,0,65,0,0,3,4,17,15,12,11,3,60,0,4,3,20,12,13,3,3,0,56,4,37,40,182,124,137,155,62,35,775,234,516,539,1230,894,923,840,489,167,5833,4304,9712,8169,16428,10824,10720,9281,4566,1755,75766
SED10032,0,0,8,10,3,4,0,0,0,22,11,99,173,851,345,255,126,34,11,1907,0,4,0,33,17,38,21,23,24,155,0,0,0,7,6,29,25,19,13,104,4,16,4,35,7,20,8,8,3,92,0,3,10,39,23,21,18,0,4,121,0,0,0,15,22,22,19,21,4,104,7,56,102,566,243,170,85,61,16,1302,0,3,14,99,7,20,8,0,0,149,5,10,36,123,37,27,10,0,0,246,0,0,0,12,8,9,16,8,3,59,3,13,48,338,284,187,117,29,5,1028,3,32,16,49,5,5,3,0,0,112,9,9,45,332,281,321,107,56,23,1179,0,0,0,5,3,9,6,4,0,20,0,3,20,28,10,4,0,0,0,73,44,239,448,1812,756,459,396,218,75,4450,433,606,700,2005,689,605,420,257,129,5837,7460,11658,11996,31380,10138,8358,5503,3174,1391,91053
SED10033,0,0,0,8,22,8,0,0,0,41,0,15,21,108,78,38,20,8,0,285,0,0,0,22,10,10,9,3,3,54,0,6,11,34,57,73,72,34,7,288,0,0,0,9,11,13,4,4,0,40,0,18,55,105,66,42,26,11,3,323,0,0,0,0,12,16,17,3,0,54,0,0,0,18,5,8,8,0,0,46,0,0,3,11,4,3,3,0,0,33,4,7,9,47,7,14,3,0,0,88,0,0,0,9,9,26,14,13,0,73,0,0,0,5,4,4,0,0,0,18,3,16,11,47,29,38,20,7,0,175,0,3,11,28,17,4,3,0,0,60,0,0,4,14,17,11,16,9,5,81,0,0,0,5,8,8,4,3,0,33,3,16,38,195,159,128,143,77,32,804,204,435,596,1072,821,680,576,281,111,4770,4621,10143,10211,18073,11035,9082,6583,3061,1128,73931
SED10034,0,0,0,13,12,13,6,0,0,50,4,15,21,145,58,61,25,9,9,341,0,0,0,43,10,45,20,3,3,127,0,8,6,57,74,70,88,46,12,362,3,7,4,23,16,8,6,0,0,75,0,18,31,157,91,80,51,22,3,463,0,0,0,3,19,24,13,9,5,71,0,3,5,23,7,7,8,0,0,55,0,0,3,22,6,10,5,0,0,46,8,6,14,76,20,9,3,0,0,131,0,0,0,14,37,36,24,10,6,124,0,0,0,12,15,6,0,0,0,31,3,25,24,83,62,42,23,10,0,274,0,6,3,54,21,20,7,0,0,109,0,0,6,21,29,11,19,12,0,97,0,0,3,25,6,3,0,0,0,44,13,80,82,580,267,224,182,90,37,1573,125,242,246,694,399,389,307,195,120,2718,5077,10305,9243,19952,10747,9256,6791,3173,1606,76148
SED10035,0,0,4,26,13,9,4,3,5,64,8,34,140,738,202,174,80,27,7,1416,0,6,13,155,18,40,30,7,6,274,0,4,41,202,52,50,39,14,0,414,5,27,225,308,44,35,12,7,3,671,3,7,67,323,102,65,60,30,4,656,0,0,6,25,20,22,17,20,7,108,0,0,62,129,35,24,12,3,3,275,10,11,70,334,30,17,8,4,0,492,14,25,141,666,109,63,10,3,0,1032,0,0,0,33,23,52,45,37,7,201,0,6,24,118,133,58,62,22,0,427,21,45,231,359,83,36,23,8,3,797,3,27,148,398,125,158,68,28,13,971,0,0,12,54,17,8,6,0,0,107,0,0,12,37,12,4,3,0,0,70,77,182,768,3340,655,687,637,383,131,6869,354,397,1562,3581,860,659,465,281,115,8267,5084,6541,21734,43959,10437,7460,4958,2989,1064,104221
SED10036,0,0,8,18,3,0,0,0,0,35,5,41,121,539,347,331,94,28,14,1523,0,0,8,78,40,87,43,24,18,304,0,0,3,26,29,58,29,26,9,184,3,3,8,29,12,18,3,4,0,87,3,12,30,94,68,60,45,17,5,327,0,0,0,51,37,46,53,25,0,220,0,15,14,79,64,78,42,15,6,304,0,0,7,29,12,4,7,0,0,58,0,11,22,128,29,17,3,4,0,218,0,0,18,144,105,110,101,19,6,500,3,14,29,126,113,38,19,13,0,348,4,25,23,49,13,16,9,3,0,153,11,22,89,724,435,314,96,44,3,1736,0,3,0,5,3,12,6,4,3,40,0,14,47,50,39,10,0,0,0,161,30,224,318,1318,912,678,478,216,90,4262,335,554,644,1381,654,509,388,226,136,4824,6473,12777,11985,23904,11384,8462,5506,2716,1211,84408
SED10037,0,0,0,16,34,21,5,4,0,85,18,69,84,462,185,143,71,25,6,1060,0,0,3,70,28,77,37,3,6,230,0,15,12,50,81,69,67,41,20,350,10,37,30,63,53,36,27,12,0,265,10,79,113,288,190,142,80,31,17,940,0,0,0,5,10,11,11,4,3,40,3,18,16,181,90,73,57,18,4,468,4,11,18,122,47,43,20,9,0,274,3,7,44,151,49,33,7,4,0,290,0,0,0,0,0,5,3,0,0,14,0,3,0,11,7,6,0,0,0,34,4,70,46,137,73,50,33,14,3,432,4,9,18,128,64,56,14,0,3,309,3,0,5,22,36,19,11,4,7,109,0,7,5,61,28,28,12,5,0,144,24,116,153,744,432,313,296,168,68,2306,143,241,266,789,402,358,287,201,94,2790,4936,10901,9615,20437,11784,9551,6874,3525,1397,79025
SED10038,0,4,3,12,8,12,0,0,0,41,6,23,20,102,34,62,25,3,4,285,0,3,3,33,11,40,19,17,16,137,3,10,13,52,110,114,145,108,35,591,8,8,4,7,3,10,0,5,0,45,0,14,21,117,43,59,31,20,3,303,0,0,3,17,18,37,31,45,15,158,3,3,19,43,16,16,12,4,4,123,3,5,0,24,7,5,0,0,0,48,4,21,45,89,24,14,4,5,0,210,0,0,0,44,90,107,82,70,15,402,0,0,3,22,77,23,28,24,0,170,7,33,35,97,59,38,26,5,6,301,4,15,71,95,51,56,27,9,11,334,0,5,6,15,49,40,33,24,8,184,0,3,10,15,12,6,6,0,0,51,36,122,133,468,279,238,184,160,79,1693,178,299,392,871,509,534,468,328,166,3745,4759,10305,10164,19213,10502,9510,7205,4562,2162,78381
SED10039,0,0,0,9,16,8,0,0,0,42,3,13,25,70,54,54,14,8,0,232,0,0,0,16,4,23,13,3,11,72,3,7,8,37,67,114,127,75,31,462,0,0,0,7,5,6,3,5,0,34,0,10,14,57,39,32,43,11,11,224,0,0,0,0,3,5,13,9,0,34,0,0,0,12,3,4,7,0,3,28,0,0,3,4,3,0,0,0,0,9,0,8,14,43,10,3,4,0,0,85,0,0,0,12,33,12,14,5,3,83,0,0,0,4,0,0,8,0,0,17,7,14,19,56,29,44,39,12,0,219,0,0,5,32,15,0,3,0,0,58,0,0,5,14,44,32,31,23,12,160,0,0,6,13,11,4,3,0,0,35,7,26,30,136,139,215,179,102,51,888,176,367,465,995,699,749,721,431,252,4853,4031,8734,8380,15522,9270,10360,8426,4502,2044,71284
SED10040,0,0,3,19,5,9,3,3,0,48,15,83,146,858,255,192,81,34,11,1673,0,0,3,75,6,24,11,11,7,140,0,0,0,22,17,29,24,12,11,119,3,20,34,90,26,51,29,8,3,254,4,5,27,61,38,25,25,15,4,198,0,0,0,23,22,44,19,9,7,129,0,4,3,55,26,12,10,6,5,133,4,7,43,281,34,44,14,8,0,440,9,23,44,313,72,36,15,5,0,526,3,16,37,290,293,408,416,203,53,1719,0,0,4,26,25,12,10,5,8,85,10,27,26,59,26,15,9,7,0,171,3,12,75,313,169,155,66,13,12,818,0,0,0,4,0,8,3,0,4,18,0,0,8,27,6,3,0,0,0,50,27,102,258,1299,519,473,420,250,110,3450,241,405,554,1497,571,530,424,388,352,4952,5571,9181,12945,30567,11104,9695,6521,4201,2176,91951
SED10041,0,0,0,26,37,28,9,12,3,109,8,43,55,325,101,94,39,14,10,684,0,0,3,46,26,46,38,21,6,181,0,23,20,42,84,68,59,62,32,388,8,102,78,97,67,62,37,17,4,471,16,161,222,444,406,290,148,87,35,1803,0,0,0,5,14,8,7,6,3,36,5,14,29,185,125,91,41,16,8,514,11,21,40,257,69,66,39,3,0,508,6,10,18,104,25,11,3,3,0,185,0,0,0,3,11,3,0,4,0,21,0,3,3,8,16,15,3,0,3,49,25,142,104,122,109,75,46,20,7,642,4,6,12,144,74,44,12,3,3,302,0,8,0,20,15,21,11,16,5,99,0,5,18,60,47,41,16,3,0,186,26,186,170,794,437,278,250,159,107,2402,131,317,450,758,428,318,292,295,358,3332,4480,11564,10354,18990,11910,8723,6767,4561,2887,80223
SED10042,0,0,3,22,21,21,6,3,0,80,3,17,25,89,49,61,22,3,0,267,0,0,0,9,3,3,16,12,15,56,3,20,3,35,35,63,96,51,20,324,0,0,4,4,5,4,3,3,0,30,0,17,41,60,57,32,24,24,0,254,0,0,0,0,0,9,13,5,3,29,0,0,0,7,3,8,4,5,0,32,0,0,0,0,0,0,0,0,0,0,4,3,13,63,10,6,3,0,0,108,0,0,0,0,6,10,10,4,5,37,0,0,0,3,0,0,4,0,0,11,3,22,25,46,34,27,26,9,0,202,3,4,4,30,7,6,0,0,0,53,0,0,0,10,13,10,16,16,3,72,0,3,11,26,5,16,6,0,0,69,4,35,50,155,125,124,133,94,52,775,110,197,318,678,496,557,574,383,262,3574,3946,8210,8328,15329,9312,9961,8843,4865,2273,71072
SED10043,0,0,3,6,8,5,0,4,0,27,5,35,80,399,175,177,96,14,7,991,0,0,4,17,11,21,20,17,19,107,0,0,0,0,9,9,24,12,3,54,0,10,6,25,15,21,10,5,0,100,0,3,11,31,24,16,15,8,3,106,0,0,0,3,9,7,15,11,0,50,0,7,11,70,32,39,29,8,9,196,0,3,14,74,18,13,9,0,0,129,3,19,25,130,32,29,18,0,0,254,0,0,3,33,54,65,62,18,11,244,3,3,6,38,31,10,14,4,0,115,3,16,27,30,13,6,7,0,3,98,6,48,241,966,810,799,262,124,52,3325,0,0,0,4,0,0,3,0,3,8,0,0,5,7,3,4,0,0,0,22,101,365,547,2006,1089,749,503,279,104,5735,477,753,755,1837,786,659,511,386,201,6355,7525,13162,12860,27388,10574,8984,5779,3683,1668,91623
SED10044,0,3,0,32,24,14,11,9,0,91,12,48,57,443,133,98,53,9,12,860,3,3,6,121,25,53,42,17,21,285,4,7,20,78,68,64,58,36,24,354,16,54,19,120,43,41,35,13,3,360,12,19,43,327,130,107,60,32,33,766,0,0,0,20,14,25,18,17,5,90,4,3,10,132,59,41,25,25,8,315,3,7,16,180,18,28,16,0,0,271,9,17,41,239,43,21,17,4,0,381,0,0,0,13,17,13,14,10,0,72,0,5,3,60,33,19,14,8,3,140,26,102,83,186,107,71,41,20,4,647,6,9,31,193,79,49,25,12,8,397,0,3,0,26,20,21,20,7,9,109,0,4,7,39,24,16,3,0,0,100,47,158,171,1368,425,320,290,194,177,3158,205,336,375,1479,542,461,354,279,211,4251,5068,9981,9184,24925,11200,8717,6553,3871,2405,81907
SED10045,0,3,4,33,24,14,8,0,0,82,4,21,24,82,62,36,22,3,0,256,0,0,0,4,8,9,8,3,6,35,0,4,4,24,27,48,57,24,15,201,0,0,0,10,10,3,6,0,0,31,5,9,17,56,33,36,29,11,6,199,0,0,0,0,0,5,4,3,0,15,3,0,0,10,6,8,0,0,0,28,0,0,3,18,0,0,0,0,0,24,0,8,8,33,18,5,3,0,0,71,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,7,9,61,38,52,56,10,4,238,3,5,8,31,13,3,0,0,0,60,0,0,0,7,6,12,11,9,0,47,0,0,13,9,7,16,4,0,0,54,5,42,55,171,112,147,114,50,18,719,244,567,709,1363,1071,1338,910,546,308,7051,3718,9260,8098,15050,10497,12320,8584,4352,2065,73944
SED10046,0,3,3,6,5,3,4,0,0,26,10,54,128,680,389,394,147,40,24,1875,0,0,3,59,51,103,36,24,13,296,0,0,0,8,24,35,34,22,10,132,0,3,4,16,10,17,8,3,0,63,0,5,13,49,23,13,13,3,0,120,0,0,18,178,141,162,92,56,7,648,3,13,20,61,35,28,15,8,0,176,0,0,3,24,10,11,5,0,0,52,0,7,33,204,51,36,17,0,0,341,3,5,27,142,108,117,102,28,11,525,3,12,17,74,69,40,25,8,0,248,3,22,23,33,16,6,0,3,0,99,15,72,251,1707,979,819,230,90,29,4193,0,0,0,3,0,4,3,0,0,17,0,24,32,61,26,4,0,0,0,150,72,330,562,2259,1502,1258,769,328,99,7186,572,1042,1015,2535,1124,918,589,352,93,8239,6881,13583,13500,26718,12119,9495,5192,2841,801,91136
SED10047,0,0,0,16,5,4,0,0,0,28,19,151,239,1097,437,344,164,57,19,2527,0,0,3,28,20,27,21,16,19,151,0,0,9,38,70,110,105,51,22,398,3,8,4,27,15,19,3,4,0,79,0,15,20,101,50,37,24,14,0,267,0,0,0,5,16,31,24,18,0,100,3,25,30,186,64,62,41,7,3,414,0,0,0,25,3,7,0,0,0,33,0,10,20,83,29,18,4,0,0,163,0,0,0,3,9,18,10,3,3,47,0,0,4,36,33,21,14,4,0,123,0,15,14,60,18,18,8,0,0,141,0,9,20,120,30,26,4,4,4,216,0,0,0,5,15,11,11,10,0,52,4,12,29,52,14,6,0,0,0,117,19,196,452,1252,682,547,364,167,58,3744,523,827,949,2031,897,846,682,377,87,7221,7632,12997,12950,27336,10787,9368,6865,3067,820,91815
SED10048,0,0,8,12,7,8,0,0,0,37,17,141,266,941,588,424,188,32,16,2613,0,0,0,73,48,95,55,19,6,296,0,4,3,39,42,108,110,29,10,345,7,7,10,20,9,15,5,4,0,76,3,11,33,137,92,74,79,22,7,447,0,0,3,18,24,17,25,18,6,112,0,23,30,106,97,62,25,14,9,361,0,0,0,28,8,9,0,0,0,54,4,8,38,172,62,36,24,0,0,341,0,0,10,48,53,36,25,3,0,174,0,0,4,30,17,12,10,0,0,76,4,26,26,60,21,14,12,4,0,168,3,18,35,253,134,103,17,17,9,588,0,0,0,12,12,23,15,3,0,62,0,18,43,62,32,9,0,0,0,168,32,191,325,1350,914,761,466,181,64,4283,339,593,681,1497,672,635,469,304,247,5441,6592,12081,11841,25170,11174,10283,5938,2337,941,86360
SED10049,0,0,0,3,7,0,0,0,0,22,3,27,27,142,86,43,22,9,3,355,0,0,0,8,6,11,14,13,16,67,0,13,3,44,38,71,47,31,13,261,0,3,0,5,3,5,0,0,0,18,3,35,40,108,69,25,9,5,3,309,0,0,0,6,4,0,3,7,3,18,0,0,3,29,3,3,3,0,0,38,0,3,0,24,0,0,0,0,0,30,3,8,10,31,11,10,0,0,0,76,0,0,0,0,3,0,0,0,0,5,0,0,3,0,4,3,0,0,0,6,3,17,14,45,25,24,14,5,0,136,0,0,13,21,10,3,0,0,0,51,0,0,3,12,28,7,4,9,3,62,0,15,22,59,18,10,0,0,0,116,0,21,30,186,89,87,76,26,15,538,209,428,394,1071,576,535,479,322,151,4169,5772,11115,9740,20737,9952,8835,6526,3233,1271,77172
SED10050,0,0,0,29,37,20,7,9,0,93,6,22,32,197,68,65,13,3,3,408,0,0,0,84,15,25,16,10,8,172,0,32,20,266,152,90,77,43,11,685,14,46,26,41,42,11,15,4,0,202,18,61,53,617,247,131,73,30,7,1237,0,0,4,20,18,21,14,13,4,94,0,0,0,20,19,13,3,9,0,63,0,10,8,46,17,14,5,0,0,98,5,12,24,133,27,30,5,0,0,236,0,0,3,8,12,5,5,3,0,39,0,3,0,33,15,12,10,0,3,83,35,152,112,543,208,85,52,10,3,1196,0,0,32,57,28,12,5,4,0,133,3,7,9,113,55,25,19,11,3,253,0,0,7,48,34,21,7,3,0,126,39,197,251,2346,496,226,187,109,49,3904,263,449,462,1802,699,527,387,209,144,4946,5343,10580,7817,26399,11738,8175,5778,2909,1583,80327
SED10051,0,5,4,22,25,11,6,3,0,70,3,39,72,351,175,141,62,21,7,873,0,4,5,112,39,81,57,26,16,345,3,13,11,102,75,76,63,38,10,380,5,6,31,86,32,41,36,10,5,259,3,36,93,329,267,78,66,35,10,923,0,0,0,11,21,36,12,16,6,102,0,4,9,41,13,17,19,5,3,112,3,4,41,126,29,38,18,8,3,262,5,11,24,135,45,44,16,3,0,299,0,0,0,13,8,10,10,13,0,50,0,0,10,36,52,43,21,6,3,177,9,45,43,140,65,26,18,7,7,341,4,16,35,170,70,65,31,14,5,408,0,4,0,34,17,12,10,6,0,77,0,3,0,28,17,6,3,3,0,66,45,172,308,2136,832,713,714,411,161,5490,289,490,683,1806,737,675,587,373,219,5856,4717,9270,10653,24105,11098,8777,6860,4207,2026,81713
SED10052,0,0,0,15,13,16,6,3,0,60,6,29,33,217,98,84,39,9,0,510,0,0,8,49,25,41,20,16,3,166,0,13,5,49,54,85,77,43,17,338,0,7,14,31,15,27,19,4,0,121,3,16,37,128,70,61,43,23,7,392,0,0,0,3,21,24,14,13,3,75,0,0,0,23,14,13,6,0,0,59,0,3,3,26,3,9,11,0,4,54,3,6,23,98,25,7,3,0,0,164,0,0,12,65,90,107,73,25,0,384,0,0,0,15,17,15,5,0,0,58,7,14,36,75,45,27,23,0,0,226,0,3,4,75,47,55,17,7,0,208,0,0,0,18,16,10,11,0,8,71,0,7,4,27,4,0,3,3,0,53,13,81,114,677,411,314,309,139,70,2124,136,256,276,806,439,430,354,265,192,3149,4729,9262,8384,18785,10128,9151,6987,4218,2520,74163
