SA2_MAINCODE_2016,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
101021007,33,0,0,0,0,33,11,0,0,0,0,11,11,0,0,0,0,14,23,0,0,0,0,27,28,3,0,0,0,33,70,0,0,0,0,67,75,0,0,0,0,75,82,0,0,0,3,91,28,0,0,0,0,31,30,0,0,0,0,30,23,0,0,0,5,26,25,0,0,0,0,31,441,9,0,4,11,463
101021008,49,4,0,0,0,56,15,3,0,0,0,19,11,0,0,0,0,11,21,8,0,0,0,30,37,5,3,0,0,48,105,14,0,0,0,118,160,41,0,0,0,199,271,42,0,0,0,309,133,11,0,0,0,144,91,7,0,0,0,100,35,3,0,0,0,35,44,3,0,0,0,45,981,133,6,0,0,1116
101021009,30,3,4,0,0,41,8,6,3,0,0,24,9,8,3,0,0,22,26,14,17,0,0,56,27,11,25,0,0,63,86,33,103,0,0,224,126,81,50,0,0,251,222,93,36,0,0,351,99,13,6,3,0,126,76,16,8,0,0,99,32,9,0,0,0,38,27,3,6,0,0,37,775,284,266,3,3,1333
101021010,14,5,3,0,0,24,4,4,0,0,0,7,8,5,10,0,0,18,7,7,5,0,0,18,9,11,8,0,0,29,23,17,37,0,0,77,39,39,22,0,0,97,73,44,7,0,0,135,48,10,0,0,0,59,48,11,5,0,0,63,19,3,0,0,0,24,11,4,5,0,0,25,306,157,107,0,0,575
101021011,68,0,0,5,0,71,37,0,0,0,0,37,29,0,0,0,0,29,53,0,0,0,0,53,72,0,3,0,3,78,236,0,0,3,0,246,283,0,0,0,0,284,557,0,0,0,0,566,487,0,0,0,3,492,579,0,0,5,0,590,314,0,0,0,0,320,120,0,0,0,0,124,2838,3,4,17,12,2881
101021012,68,10,0,0,0,74,32,0,0,0,0,33,25,0,0,0,0,24,29,4,0,0,0,38,50,7,0,0,0,61,153,8,3,0,0,172,195,47,0,0,0,242,354,70,3,0,0,428,272,21,0,0,0,292,328,17,0,0,0,349,201,8,0,0,0,213,66,8,0,0,0,77,1765,218,8,0,3,1999
101031013,24,0,0,0,0,24,6,0,0,0,0,12,14,0,0,0,0,14,28,0,0,0,0,28,39,0,0,0,0,44,44,0,0,0,0,44,31,0,0,0,0,31,17,0,0,0,0,17,5,0,0,0,0,5,7,0,0,0,0,7,3,0,0,0,0,3,10,0,0,0,0,9,224,0,0,0,3,235
101031014,29,0,0,0,0,29,28,0,0,0,0,34,30,0,0,0,0,30,70,0,0,0,0,68,103,0,0,0,0,100,217,0,0,0,0,216,110,0,0,0,0,117,105,0,0,0,0,102,18,0,0,0,0,18,17,0,0,0,0,21,12,0,0,0,0,8,33,0,0,0,0,31,760,4,3,4,3,774
101031015,18,0,0,0,0,18,15,0,0,0,0,13,12,0,0,0,0,19,25,0,0,0,3,31,17,0,0,0,0,17,74,0,0,0,0,74,66,0,0,0,0,68,66,0,0,3,3,71,37,0,0,0,0,34,29,0,0,0,0,25,21,0,0,0,0,22,22,0,0,0,0,17,405,0,0,11,5,424
101031016,23,4,0,0,3,32,15,0,0,0,0,15,20,0,0,0,3,17,39,0,3,0,0,42,51,3,7,0,0,64,116,12,9,0,3,141,99,13,7,0,3,120,134,9,3,0,3,147,62,0,3,0,3,65,31,0,0,0,0,31,22,0,0,0,0,26,44,0,3,0,4,53,646,37,44,3,23,753
101041017,43,0,5,0,0,57,23,0,0,0,0,26,23,0,0,0,0,25,37,0,4,0,0,36,35,0,0,0,0,43,119,3,5,0,0,123,123,0,0,0,0,128,120,3,0,0,0,124,40,3,0,0,0,41,30,0,0,0,0,30,15,0,0,0,0,15,28,0,0,0,0,29,633,17,15,3,3,666
101041018,57,4,3,0,0,59,22,3,3,0,0,28,17,0,0,0,0,14,24,0,0,0,0,30,49,0,0,0,0,54,125,8,7,0,0,142,134,13,3,0,3,149,155,7,0,0,3,162,44,0,0,0,0,43,33,0,0,0,0,33,20,0,0,0,0,20,30,0,0,0,0,37,707,39,19,0,3,772
101041019,46,0,0,0,0,54,26,3,0,0,0,25,27,3,0,0,0,29,58,0,3,0,0,64,85,0,0,0,0,85,189,0,3,0,3,194,185,5,3,0,0,189,164,0,0,0,0,168,48,0,0,0,0,51,33,0,0,0,0,33,13,0,0,0,0,13,39,0,0,0,0,36,900,12,12,0,5,934
101041020,91,0,0,0,3,91,47,0,0,0,0,48,35,0,0,0,0,34,86,0,0,0,0,88,114,0,0,0,7,116,225,0,0,4,3,232,182,0,0,0,0,185,146,0,0,0,4,155,61,0,0,0,0,61,35,0,0,0,0,39,22,0,0,0,0,22,61,0,0,0,0,63,1110,0,0,17,12,1138
101041021,17,0,0,0,0,18,10,4,0,0,0,15,5,0,0,0,0,5,18,0,0,0,0,21,21,0,0,0,0,20,51,5,3,3,0,60,54,3,0,0,0,56,67,3,0,0,0,73,22,0,0,0,0,22,15,0,0,0,0,19,11,0,0,0,0,11,16,0,0,0,0,16,309,20,6,4,3,336
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041023,15,0,3,0,0,18,3,0,0,0,0,6,9,0,0,0,0,8,12,0,0,0,0,12,15,0,0,0,0,21,52,3,4,0,0,59,59,0,0,3,0,64,44,0,0,0,0,47,10,0,0,0,0,10,3,0,0,0,0,3,3,0,0,0,0,8,19,0,0,0,0,20,245,12,8,3,0,266
101041024,17,0,0,0,0,17,16,0,0,0,0,16,11,0,0,0,0,11,22,0,0,0,0,22,43,0,0,0,0,41,75,0,0,0,3,78,60,0,0,0,0,60,50,0,0,0,0,52,28,0,0,0,0,28,13,0,0,0,0,13,15,0,0,0,0,15,19,0,0,0,0,19,376,0,0,0,5,376
101041025,59,5,0,0,0,65,34,9,0,0,0,44,16,8,3,0,0,23,49,8,6,0,0,67,53,15,3,0,0,75,175,27,9,3,3,223,193,13,4,4,0,209,181,5,0,0,0,194,69,0,0,0,0,70,57,4,0,0,0,65,22,0,0,0,3,25,37,3,3,0,0,40,944,104,30,8,10,1102
101041026,58,0,0,0,0,59,32,0,0,0,0,31,35,0,0,0,0,37,40,0,3,0,0,47,54,0,0,0,0,57,153,0,3,0,3,168,148,4,3,0,0,159,132,0,0,0,6,137,42,0,0,0,0,42,26,0,0,0,0,26,13,0,0,0,0,14,45,0,0,0,0,53,788,7,21,3,13,827
101041027,63,3,0,0,0,68,25,3,3,0,0,33,20,3,0,0,0,26,47,0,0,0,0,44,72,5,0,3,0,80,160,3,0,0,0,168,136,4,0,0,0,145,103,3,3,5,0,110,37,0,0,0,0,38,20,0,3,0,0,26,12,0,3,0,0,19,38,0,0,0,0,42,733,30,23,8,3,792
101051539,95,5,0,0,0,101,57,10,0,0,0,63,64,3,0,0,0,70,106,8,3,0,0,112,181,4,3,0,0,194,508,23,4,0,0,533,614,23,0,3,0,636,496,8,3,0,0,504,150,0,0,0,0,151,87,0,0,0,0,89,52,0,0,0,0,52,94,3,0,0,0,99,2497,92,19,6,0,2610
101051540,63,0,0,0,0,68,41,0,0,0,0,42,34,0,0,0,0,34,76,0,0,0,0,76,104,0,0,5,0,105,264,0,0,3,3,269,258,0,0,0,0,256,281,0,0,3,8,291,130,0,0,0,0,128,113,0,0,0,0,111,55,0,0,0,0,54,93,0,0,0,0,93,1499,4,0,17,15,1535
101061541,42,4,0,0,0,51,11,3,0,0,0,14,17,3,0,0,0,21,14,0,0,0,0,14,48,3,0,0,0,54,113,3,0,0,0,115,176,0,0,0,0,185,230,5,0,0,0,235,103,0,0,0,0,103,71,0,0,0,0,74,20,0,0,0,0,20,27,0,0,0,0,24,876,29,3,0,0,909
101061542,85,0,0,0,3,91,42,0,0,0,0,42,28,0,0,0,3,28,54,0,0,0,0,53,77,0,0,0,0,78,207,0,0,5,0,212,207,0,0,0,5,213,303,0,0,0,6,310,237,0,0,0,0,236,301,0,0,0,0,299,170,0,0,0,0,171,75,0,0,0,0,75,1784,0,0,15,20,1815
101061543,64,0,0,0,0,69,31,0,0,0,0,33,30,0,0,0,0,30,76,3,3,0,0,82,127,0,3,0,0,133,284,4,0,0,0,285,221,0,0,0,0,221,138,0,0,0,0,137,40,0,0,0,0,40,25,0,0,0,0,25,17,0,0,0,0,16,53,0,0,0,0,53,1112,10,8,0,0,1134
101061544,71,0,0,0,0,76,45,7,0,0,0,47,40,3,0,0,3,50,82,3,0,0,0,84,96,3,0,0,0,97,137,0,0,0,0,138,97,0,0,3,0,98,84,0,0,0,0,88,23,0,0,0,0,26,17,0,0,0,0,21,17,0,0,0,0,20,61,0,0,0,0,70,778,22,3,10,11,809
102011028,33,0,0,0,0,32,17,0,0,0,0,17,13,3,0,0,0,20,36,0,0,0,0,35,30,0,0,0,0,34,99,0,6,0,0,107,93,0,0,0,0,96,230,9,4,0,0,241,167,7,6,0,0,176,150,3,0,0,0,153,93,0,0,0,0,95,41,0,0,0,0,43,999,27,18,0,0,1051
102011029,82,0,0,0,4,83,30,0,0,0,0,26,30,0,3,0,0,30,41,0,0,0,0,42,70,0,0,0,0,73,147,3,0,0,0,152,195,0,0,0,0,198,326,7,0,0,0,328,187,0,0,0,0,188,175,5,0,0,0,180,101,0,0,0,0,100,76,0,0,0,0,75,1460,22,3,3,4,1484
102011030,47,0,0,0,0,45,7,0,0,0,0,7,16,0,0,0,0,16,14,0,0,0,0,19,30,0,0,0,3,32,66,0,0,3,0,68,59,0,0,0,0,59,73,0,0,0,0,71,62,0,0,0,0,62,60,0,0,0,0,60,69,0,0,0,0,69,29,0,0,0,0,29,527,3,0,3,3,538
102011031,72,3,0,0,0,71,37,0,3,0,0,40,24,4,0,0,0,33,36,3,7,0,0,49,51,7,0,0,0,61,165,3,13,0,0,184,200,21,15,0,0,236,334,7,4,0,3,348,195,3,5,0,0,205,224,0,3,0,0,226,122,3,0,0,0,124,56,3,0,0,0,57,1522,50,50,0,8,1626
102011032,50,11,21,0,0,81,20,7,15,0,0,44,27,11,12,0,0,54,40,9,14,0,0,56,43,11,32,0,0,87,174,41,86,0,0,303,272,67,102,0,4,440,357,57,65,0,0,481,170,10,27,0,0,202,103,11,20,0,0,142,52,4,4,0,0,58,34,9,15,0,0,64,1357,246,412,0,8,2023
102011033,37,0,0,0,0,39,21,3,0,0,0,22,8,0,0,0,0,10,30,0,0,0,0,34,33,0,0,0,0,34,104,14,0,0,0,119,185,9,0,0,0,191,299,13,0,0,0,312,135,0,0,0,0,136,82,0,0,0,0,78,34,0,0,0,0,34,31,3,0,0,0,35,993,54,4,0,0,1048
102011034,43,5,0,0,0,52,15,0,0,0,0,17,10,12,3,0,0,25,35,3,0,0,0,33,30,3,0,0,0,29,100,12,0,0,0,107,147,7,0,0,0,158,238,11,0,0,0,251,130,0,0,0,0,135,65,0,0,0,0,65,37,0,0,0,0,38,27,0,0,0,0,33,875,65,0,0,0,939
102011035,40,0,0,0,0,38,13,0,0,0,0,13,14,3,0,0,0,21,29,3,0,0,0,33,38,3,0,0,0,42,128,18,0,0,0,148,212,18,0,0,0,235,268,7,0,0,0,281,108,0,0,0,0,112,58,0,0,0,0,63,20,0,0,0,0,20,47,0,0,0,0,44,981,63,0,0,0,1048
102011036,46,0,0,0,0,50,34,0,0,0,0,35,19,0,0,0,0,18,40,5,0,0,0,46,51,8,0,6,0,66,145,6,0,0,0,157,205,14,0,11,0,227,312,18,0,10,0,341,127,0,0,3,0,132,94,3,0,0,0,95,46,0,0,3,0,47,40,4,0,0,0,46,1156,63,3,43,3,1270
102011037,43,3,7,0,0,48,15,0,0,0,0,11,7,0,0,0,0,8,23,0,0,0,0,23,44,0,0,0,0,42,117,3,0,0,0,126,138,3,3,0,0,144,245,3,0,0,0,245,93,0,3,0,0,93,62,3,0,0,0,70,33,0,0,0,0,39,26,0,0,0,0,26,848,26,13,0,0,886
102011038,48,3,0,0,0,50,22,0,0,0,0,25,9,0,0,0,0,14,33,0,0,0,0,33,41,0,0,0,0,40,94,3,3,0,0,104,161,3,4,0,0,165,281,0,0,0,0,286,143,0,3,0,0,144,102,0,0,0,0,105,50,0,0,0,0,56,48,0,0,0,0,51,1029,15,11,3,0,1055
102011039,74,5,11,0,0,91,26,0,6,0,0,33,22,0,0,0,0,22,24,3,6,0,0,30,50,0,3,0,0,58,119,11,14,0,0,146,170,14,23,0,0,209,300,16,40,0,0,357,225,4,25,0,0,253,247,10,16,0,0,275,142,3,3,0,0,145,54,0,3,0,0,55,1454,68,161,0,0,1675
102011040,125,23,4,3,0,148,45,7,3,0,0,55,41,6,0,0,0,47,63,12,3,3,0,82,101,13,3,0,0,118,254,39,6,4,0,305,372,55,4,3,0,438,542,46,6,3,0,601,278,20,0,0,0,303,156,14,0,0,0,178,62,3,4,0,0,72,84,7,3,0,0,96,2122,252,38,21,5,2443
102011041,46,4,0,0,0,51,21,0,0,0,0,22,20,0,0,0,0,24,33,3,0,0,0,31,35,0,3,0,0,44,121,7,3,0,0,136,174,10,3,0,0,188,271,11,9,0,0,285,205,7,3,0,0,211,200,0,5,0,0,205,121,0,0,0,0,121,54,0,0,0,0,51,1298,41,24,0,3,1369
