SA2_MAINCODE_2016,MOL_SAL_Oth_SOLSE_NWorNAA,MOL_SAL_Oth_SOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_SOLSE_VWorW,MOL_SAL_Tot_SOLSE_NWorNAA,MOL_SAL_Tot_SOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_SOLSE_VWorW,MOL_Spanish_SOLSE_NWorNAA,MOL_Spanish_SOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_SOLSE_VWorW,MOL_Tamil_SOLSE_NWorNAA,MOL_Tamil_SOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_SOLSE_VWorW,MOL_Thai_SOLSE_NWorNAA,MOL_Thai_SOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_SOLSE_VWorW,MOL_Turkish_SOLSE_NWorNAA,MOL_Turkish_SOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_SOLSE_VWorW,MOL_Vietnamese_SOLSE_NWorNAA,MOL_Vietnamese_SOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_SOLSE_VWorW,MOL_Oth_SOLSE_NWorNAA,MOL_Oth_SOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_SOLSE_VWorW,MOL_Tot_SOLSE_NWorNAA,MOL_Tot_SOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LSatH_NS_SEO,M_LSatH_NS_SOLSE_VWorW,M_LSatH_NS_SOLSE_NWorNAA,M_LSatH_NS_SOLSE_Tot,M_LSatH_NS_NS,M_LSatH_NS_Tot,M_Tot_SEO,M_Tot_SOLSE_VWorW,M_Tot_SOLSE_NWorNAA,M_Tot_SOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_SOLSE_VWorW,FSEO_SOLSE_NWorNAA,FSEO_SOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_SOLSE_VWorW,FOL_Afrikaans_SOLSE_NWorNAA,FOL_Afrikaans_SOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_SOLSE_VWorW,FOL_Arabic_SOLSE_NWorNAA,FOL_Arabic_SOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_SOLSE_VWorW,FOL_AIndLng_SOLSE_NWorNAA,FOL_AIndLng_SOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Cantones_SEO,FOL_CL_Cantones_SOLSE_VWorW,FOL_CL_Cantones_SOLSE_NWorNAA,FOL_CL_Cantones_SOLSE_Tot,FOL_CL_Cantones_NS,FOL_CL_Cantones_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_SOLSE_VWorW,FOL_CL_Mandarin_SOLSE_NWorNAA,FOL_CL_Mandarin_SOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_SOLSE_VWorW,FOL_CL_Oth_SOLSE_NWorNAA,FOL_CL_Oth_SOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_SOLSE_VWorW,FOL_CL_Tot_SOLSE_NWorNAA,FOL_CL_Tot_SOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_SOLSE_VWorW,FOL_Croatian_SOLSE_NWorNAA,FOL_Croatian_SOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_Dutch_SEO,FOL_Dutch_SOLSE_VWorW,FOL_Dutch_SOLSE_NWorNAA,FOL_Dutch_SOLSE_Tot,FOL_Dutch_NS,FOL_Dutch_Tot,FOL_French_SEO,FOL_French_SOLSE_VWorW,FOL_French_SOLSE_NWorNAA,FOL_French_SOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_SOLSE_VWorW,FOL_German_SOLSE_NWorNAA,FOL_German_SOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_SOLSE_VWorW,FOL_Greek_SOLSE_NWorNAA,FOL_Greek_SOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_SOLSE_VWorW,FOL_IAL_Bengali_SOLSE_NWorNAA,FOL_IAL_Bengali_SOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_SOLSE_VWorW,FOL_IAL_Hindi_SOLSE_NWorNAA,FOL_IAL_Hindi_SOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_SOLSE_VWorW,FOL_IAL_Punjabi_SOLSE_NWorNAA,FOL_IAL_Punjabi_SOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhalese_SEO,FOL_IAL_Sinhalese_SOLSE_VWorW,FOL_IAL_Sinhale_SOLSE_NWorNAA,FOL_IAL_Sinhalese_SOLSE_Tot,FOL_IAL_Sinhalese_NS,FOL_IAL_Sinhalese_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_SOLSE_VWorW,FOL_IAL_Urdu_SOLSE_NWorNAA,FOL_IAL_Urdu_SOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_SOLSE_VWorW,FOL_IAL_Oth_SOLSE_NWorNAA,FOL_IAL_Oth_SOLSE_Tot,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_SOLSE_VWorW,FOL_IAL_Tot_SOLSE_NWorNAA,FOL_IAL_Tot_SOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_SOLSE_VWorW,FOL_Italian_SOLSE_NWorNAA,FOL_Italian_SOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japanese_SEO,FOL_Japanese_SOLSE_VWorW,FOL_Japanese_SOLSE_NWorNAA,FOL_Japanese_SOLSE_Tot,FOL_Japanese_NS,FOL_Japanese_Tot,FOL_Korean_SEO,FOL_Korean_SOLSE_VWorW,FOL_Korean_SOLSE_NWorNAA,FOL_Korean_SOLSE_Tot
212041316,0,3,0,3,..,82,6,90,0,90,..,58,13,73,0,73,..,36,6,45,3,43,..,4,0,4,0,4,..,21,6,31,0,31,..,154,50,201,0,201,..,320,86,406,4,410,..,1641,329,1963,17,1985,..,5,3,7,174,184,1597,1647,333,1976,189,3764,1513,..,..,..,..,1513,..,0,0,0,0,0,..,81,12,96,0,96,..,0,0,0,0,0,..,52,25,74,0,74,..,56,23,83,0,83,..,20,12,24,0,24,..,124,54,183,0,183,..,45,12,57,0,57,..,3,0,3,0,3,..,32,0,37,0,37,..,11,0,11,0,11,..,190,53,238,5,241,..,10,0,11,0,11,..,37,4,38,0,38,..,37,9,39,0,39,..,79,17,92,0,95,..,22,0,21,0,21,..,20,0,19,0,19,..,202,23,224,0,227,..,71,14,83,7,90,..,4,0,3,0,3,..,5,0,7
212041317,14,51,3,52,..,167,26,194,3,202,..,60,12,72,0,73,..,58,0,62,0,62,..,24,30,55,0,55,..,35,14,47,0,47,..,1764,846,2606,8,2615,..,912,653,1566,25,1590,..,5898,2475,8376,69,8438,..,30,24,54,623,678,2081,5925,2503,8430,691,11193,1764,..,..,..,..,1764,..,3,0,3,0,3,..,38,19,57,0,57,..,0,0,0,0,0,..,400,329,733,0,736,..,374,284,650,9,660,..,102,68,172,0,173,..,874,679,1557,11,1564,..,28,9,37,0,37,..,3,0,3,0,3,..,20,6,21,0,21,..,23,0,23,0,25,..,193,87,278,4,288,..,32,0,32,0,33,..,131,18,149,0,153,..,469,82,555,3,554,..,90,4,97,4,95,..,72,16,87,3,92,..,55,4,57,0,57,..,846,133,971,10,986,..,116,57,169,5,177,..,10,11,20,0,20,..,69,31,101
212041318,5,14,0,14,..,83,6,86,0,86,..,49,14,61,0,61,..,28,5,32,0,34,..,23,6,31,0,31,..,23,6,24,0,24,..,996,472,1468,4,1473,..,835,402,1237,15,1256,..,3180,1218,4401,36,4436,..,14,13,28,274,294,1550,3192,1232,4425,311,6279,1378,..,..,..,..,1378,..,0,0,0,0,0,..,34,10,41,0,41,..,0,0,0,0,0,..,196,164,361,3,367,..,122,77,195,0,195,..,91,50,140,0,145,..,416,284,701,3,706,..,12,4,17,0,17,..,5,0,10,0,10,..,32,0,33,0,33,..,17,0,17,0,17,..,96,37,132,0,137,..,3,0,3,0,3,..,38,0,45,0,43,..,143,23,169,0,170,..,41,3,39,0,39,..,7,3,9,0,9,..,16,0,14,0,14,..,255,33,285,3,287,..,44,10,59,0,58,..,4,0,4,0,4,..,6,6,9
212041459,5,19,0,19,..,99,14,110,0,113,..,55,14,68,3,68,..,85,17,95,0,98,..,15,3,15,0,15,..,37,4,40,0,40,..,292,145,434,6,437,..,649,192,838,17,852,..,3209,643,3848,40,3897,..,16,8,22,387,411,2014,3221,650,3873,430,6322,1886,..,..,..,..,1886,..,0,0,0,0,0,..,52,19,77,0,76,..,0,0,0,0,0,..,66,36,106,3,104,..,99,79,173,0,176,..,11,3,16,0,16,..,174,120,296,3,299,..,26,14,35,0,35,..,6,0,6,0,6,..,42,3,51,0,51,..,18,0,18,0,24,..,107,32,135,0,135,..,83,9,89,0,87,..,121,12,129,3,136,..,401,64,456,6,467,..,231,31,261,0,265,..,85,22,103,3,107,..,62,4,70,0,70,..,980,131,1112,13,1126,..,88,22,111,4,115,..,7,0,9,0,9,..,9,4,13
212041460,15,45,0,50,..,126,20,147,3,150,..,76,20,95,3,98,..,83,7,96,0,96,..,11,11,21,0,26,..,68,17,82,0,87,..,896,419,1309,14,1326,..,1269,554,1824,21,1844,..,4437,1383,5822,57,5878,..,30,20,46,424,472,2932,4464,1400,5867,486,9279,2778,..,..,..,..,2778,..,0,0,0,0,0,..,104,20,127,4,126,..,0,0,0,0,0,..,145,99,245,0,245,..,136,90,230,0,230,..,55,35,90,0,89,..,336,230,563,3,566,..,17,6,27,0,27,..,9,0,9,0,9,..,70,0,70,0,74,..,26,0,24,0,24,..,106,36,141,0,139,..,45,7,51,0,51,..,98,12,107,0,112,..,304,45,350,0,352,..,168,16,181,0,177,..,63,8,77,0,73,..,64,9,69,0,69,..,742,89,834,8,837,..,94,32,125,4,125,..,7,3,8,0,8,..,13,4,17
212051319,0,6,0,6,..,103,7,112,0,112,..,72,4,75,0,77,..,44,0,43,0,43,..,29,8,36,0,36,..,14,0,18,0,16,..,99,13,111,0,111,..,262,47,311,3,316,..,3130,564,3696,37,3728,..,22,3,27,561,584,4625,3153,567,3721,594,8935,4665,..,..,..,..,4665,..,7,0,7,0,7,..,75,12,89,0,89,..,0,0,0,0,0,..,267,67,331,6,335,..,857,297,1154,4,1158,..,43,11,52,0,52,..,1165,373,1540,14,1551,..,15,8,24,0,20,..,9,0,13,3,11,..,46,3,47,0,47,..,36,0,34,3,38,..,401,88,492,3,494,..,20,0,20,0,20,..,117,0,115,0,123,..,21,5,27,0,27,..,146,6,151,0,156,..,18,4,21,0,21,..,31,3,39,0,39,..,352,21,368,4,376,..,164,31,196,7,201,..,52,3,54,0,54,..,85,39,127
212051320,3,29,0,29,..,363,37,400,0,398,..,52,6,62,0,61,..,145,3,152,0,152,..,26,4,35,0,35,..,3,0,3,0,3,..,188,32,219,0,222,..,540,64,608,12,626,..,6457,1090,7546,41,7594,..,29,9,33,604,640,3040,6489,1098,7581,646,11269,2885,..,..,..,..,2885,..,0,0,0,0,0,..,79,17,91,0,91,..,0,0,0,0,0,..,408,74,480,0,480,..,2542,581,3126,17,3136,..,199,62,260,0,260,..,3153,714,3864,17,3879,..,10,3,15,0,15,..,9,0,9,0,9,..,56,3,59,0,59,..,27,0,30,0,32,..,347,133,487,0,483,..,123,15,134,0,134,..,200,21,220,0,220,..,169,20,189,0,191,..,231,16,242,0,242,..,50,3,55,0,55,..,147,11,153,0,153,..,917,83,1002,3,1007,..,163,89,255,5,259,..,59,11,72,0,72,..,98,44,142
212051321,0,31,0,31,..,131,3,135,0,135,..,14,0,18,0,21,..,290,4,298,3,298,..,9,0,10,0,10,..,9,3,13,0,13,..,118,16,132,0,132,..,303,32,336,8,340,..,4701,782,5482,40,5524,..,19,4,24,295,314,4526,4720,790,5509,331,10370,4541,..,..,..,..,4541,..,19,0,19,0,19,..,37,3,36,0,36,..,0,0,0,0,0,..,697,180,879,6,885,..,1407,618,2026,15,2036,..,104,38,147,0,147,..,2212,842,3053,20,3068,..,30,0,30,0,30,..,15,0,15,0,12,..,26,0,32,0,32,..,43,0,43,0,43,..,175,30,201,0,205,..,49,0,49,0,47,..,250,10,257,0,257,..,49,7,59,0,59,..,302,13,309,3,311,..,77,6,78,0,78,..,127,3,132,0,132,..,847,38,888,0,890,..,75,19,96,0,93,..,37,9,39,0,39,..,129,59,191
212051322,0,16,0,16,..,119,4,123,0,119,..,23,3,28,0,28,..,248,3,252,0,252,..,12,3,16,0,16,..,19,6,22,0,22,..,150,30,175,0,177,..,283,54,335,5,336,..,4544,842,5380,27,5405,..,23,3,22,318,343,3661,4558,846,5404,344,9412,3602,..,..,..,..,3602,..,4,0,4,0,4,..,49,3,52,0,52,..,0,0,0,0,0,..,646,212,856,5,855,..,1470,607,2072,10,2081,..,125,50,170,0,171,..,2235,865,3099,11,3114,..,8,0,8,0,8,..,6,0,6,0,6,..,27,0,27,0,27,..,37,0,37,0,37,..,197,44,242,0,242,..,38,0,43,0,40,..,210,17,226,0,226,..,56,4,60,0,55,..,382,17,399,0,403,..,42,3,47,0,47,..,97,3,103,0,103,..,830,41,874,3,881,..,74,16,94,0,90,..,32,11,37,0,37,..,106,53,158
212051323,0,16,0,16,..,68,3,78,0,78,..,22,3,21,0,21,..,90,0,97,0,96,..,17,5,14,0,14,..,3,0,3,0,3,..,68,3,68,0,68,..,175,31,202,3,205,..,2795,474,3267,21,3288,..,11,3,11,242,257,3917,2803,475,3278,261,7461,3932,..,..,..,..,3932,..,13,0,13,0,13,..,16,0,20,0,20,..,0,0,0,0,0,..,341,94,432,0,432,..,875,315,1189,5,1198,..,30,21,44,0,45,..,1241,426,1667,5,1680,..,17,3,21,0,16,..,8,0,8,0,8,..,21,0,21,0,21,..,29,0,29,0,29,..,304,71,372,3,371,..,25,0,22,3,27,..,116,4,120,0,120,..,26,0,33,0,33,..,221,18,239,0,239,..,3,0,3,0,3,..,70,0,72,0,72,..,461,24,490,3,492,..,84,3,94,0,94,..,54,9,63,0,63,..,98,33,130
212051324,0,23,0,23,..,123,3,124,0,124,..,22,3,26,0,26,..,98,0,100,0,100,..,13,0,15,0,15,..,7,0,7,0,7,..,104,11,116,5,115,..,209,19,229,6,241,..,3216,505,3727,35,3763,..,23,0,18,400,424,4765,3239,509,3743,440,8951,4832,..,..,..,..,4832,..,9,0,9,0,9,..,37,0,37,0,37,..,0,0,0,0,0,..,297,85,378,0,382,..,922,304,1226,4,1226,..,61,18,76,0,76,..,1274,401,1680,4,1686,..,14,0,14,0,14,..,15,0,15,0,15,..,28,3,32,0,32,..,37,3,39,0,39,..,409,91,504,12,514,..,34,3,37,0,37,..,103,5,108,0,108,..,32,3,37,0,37,..,261,8,271,3,270,..,16,0,16,0,16,..,60,10,69,0,69,..,507,30,536,3,534,..,147,21,172,0,174,..,39,6,44,0,44,..,110,51,160
212051325,0,20,0,20,..,144,3,149,0,149,..,53,8,61,0,60,..,121,5,121,0,121,..,11,4,15,0,15,..,18,5,21,0,21,..,275,51,323,0,319,..,342,57,398,3,400,..,3875,647,4520,32,4554,..,23,7,30,427,459,4608,3893,659,4551,459,9619,4459,..,..,..,..,4459,..,9,0,9,0,9,..,100,22,120,3,125,..,0,0,0,0,0,..,263,86,346,0,347,..,667,228,896,5,903,..,47,21,72,0,72,..,973,342,1311,4,1321,..,61,9,68,3,70,..,9,0,11,0,11,..,50,0,50,0,56,..,49,0,49,0,51,..,648,114,762,16,772,..,25,0,25,0,25,..,105,6,114,0,114,..,61,10,75,0,75,..,277,9,290,3,287,..,26,8,35,0,35,..,47,6,55,0,55,..,541,44,585,3,589,..,259,45,306,3,309,..,29,6,36,0,35,..,34,22,57
212051326,0,9,0,9,..,116,8,122,0,122,..,61,8,74,0,74,..,71,0,78,0,78,..,14,0,14,0,14,..,9,0,11,0,11,..,101,29,135,0,132,..,281,50,333,11,344,..,3880,792,4668,53,4725,..,24,7,27,539,565,5238,3899,796,4697,588,10528,5128,..,..,..,..,5128,..,0,0,0,0,0,..,72,13,83,0,82,..,0,0,0,0,0,..,168,45,217,0,215,..,743,237,984,5,989,..,45,13,62,0,61,..,964,297,1257,9,1265,..,18,6,20,0,18,..,14,0,14,0,14,..,62,3,66,0,69,..,39,0,40,0,37,..,955,323,1274,9,1279,..,44,7,46,0,46,..,130,7,139,0,139,..,54,10,62,0,62,..,127,3,129,3,130,..,16,3,18,0,18,..,97,14,105,0,105,..,460,37,496,3,498,..,360,113,474,8,483,..,81,7,87,0,87,..,97,51,146
212051327,0,14,0,14,..,64,5,74,0,74,..,31,7,34,0,34,..,124,0,121,0,127,..,3,0,8,0,4,..,49,12,55,0,55,..,78,13,88,3,92,..,316,35,347,7,351,..,3470,573,4042,24,4068,..,22,3,26,281,302,5183,3491,574,4066,308,9555,5325,..,..,..,..,5325,..,16,0,16,0,16,..,80,8,90,0,90,..,0,0,0,0,0,..,425,118,544,0,549,..,870,368,1237,0,1239,..,71,18,91,0,91,..,1373,504,1878,3,1878,..,54,0,59,0,62,..,8,0,8,0,8,..,40,0,41,0,41,..,41,0,41,0,41,..,423,86,505,3,511,..,26,0,26,0,23,..,88,4,94,0,93,..,62,11,69,0,69,..,137,3,137,0,137,..,6,0,6,0,6,..,58,7,62,0,62,..,370,17,394,3,392,..,245,49,301,0,304,..,32,0,39,0,39,..,53,24,71
213011328,0,3,0,3,..,41,3,44,0,44,..,47,8,55,0,55,..,127,53,186,4,194,..,3,3,7,0,7,..,22,5,21,0,21,..,251,100,356,0,357,..,369,82,455,11,463,..,1767,428,2196,28,2226,..,11,9,15,319,337,1555,1776,437,2216,352,4121,1492,..,..,..,..,1492,..,0,0,0,0,0,..,55,18,72,0,72,..,0,0,0,0,0,..,29,22,47,0,47,..,56,32,87,0,84,..,11,3,11,0,11,..,96,53,150,0,146,..,18,8,25,0,25,..,3,0,3,0,3,..,4,0,4,0,4,..,19,0,24,0,24,..,30,28,59,0,59,..,48,9,61,0,61,..,48,3,46,0,46,..,95,16,111,0,111,..,14,0,14,0,14,..,7,0,10,0,10,..,49,0,49,3,48,..,259,27,288,3,290,..,48,24,69,0,69,..,8,0,8,0,8,..,5,3,9
213011329,3,12,0,12,..,257,11,269,0,269,..,64,3,70,4,73,..,21,0,21,0,21,..,6,0,6,0,6,..,61,12,75,0,76,..,957,326,1280,12,1289,..,316,56,375,8,381,..,2706,579,3282,31,3318,..,14,4,17,180,197,1271,2716,586,3306,211,4783,1237,..,..,..,..,1237,..,0,0,0,0,0,..,65,9,76,3,76,..,0,0,0,0,0,..,136,70,206,3,204,..,56,23,82,0,82,..,48,37,80,0,83,..,238,131,372,4,372,..,41,6,45,0,45,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,62,3,65,0,64,..,11,0,11,0,11,..,68,8,80,0,80,..,82,3,86,0,83,..,12,0,12,0,12,..,30,3,41,0,41,..,16,4,17,0,17,..,227,24,248,0,248,..,59,3,56,0,56,..,3,0,3,0,3,..,7,4,9
213011330,3,32,0,31,..,685,26,716,4,724,..,218,40,257,4,265,..,68,7,81,0,81,..,32,9,35,0,39,..,116,38,150,3,152,..,1019,410,1433,21,1450,..,1050,267,1318,32,1349,..,6038,1299,7338,92,7435,..,58,26,88,760,849,4769,6102,1325,7427,860,13054,4538,..,..,..,..,4538,..,0,0,0,0,0,..,201,48,242,5,254,..,0,0,0,0,0,..,160,90,251,0,251,..,207,116,320,7,328,..,78,30,110,3,106,..,441,233,677,6,686,..,106,24,130,0,130,..,6,0,6,0,6,..,27,3,27,0,27,..,14,0,15,0,15,..,150,22,176,5,182,..,33,0,29,0,29,..,201,16,219,0,214,..,302,53,358,3,363,..,80,9,87,0,87,..,100,18,123,0,123,..,73,9,83,0,83,..,788,113,897,0,900,..,202,34,239,8,245,..,14,0,11,0,11,..,12,5,15
213011331,4,34,0,33,..,235,8,240,4,245,..,46,6,54,5,59,..,15,0,15,0,15,..,3,0,3,0,3,..,86,18,101,3,104,..,285,129,409,3,419,..,210,56,263,9,269,..,1973,416,2398,37,2433,..,10,3,11,183,195,1412,1983,425,2409,220,4043,1446,..,..,..,..,1446,..,3,0,3,0,3,..,106,17,125,0,127,..,3,0,3,0,3,..,39,25,64,0,64,..,23,12,31,0,31,..,97,57,154,3,156,..,159,90,251,3,250,..,59,13,77,0,77,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,81,17,96,0,96,..,21,0,21,0,21,..,35,7,42,0,42,..,82,11,94,0,94,..,26,0,32,0,32,..,23,3,24,0,24,..,10,0,9,0,9,..,195,27,217,0,217,..,56,7,66,3,68,..,0,0,0,0,0,..,0,0,0
213011332,0,3,0,3,..,57,0,62,0,63,..,102,18,124,0,123,..,26,4,30,0,30,..,3,0,3,0,3,..,86,21,108,0,108,..,403,114,518,10,523,..,266,52,317,4,321,..,2616,483,3104,39,3138,..,14,3,22,242,262,3150,2634,484,3123,277,6551,3126,..,..,..,..,3126,..,0,0,0,0,0,..,212,29,240,0,240,..,0,0,0,0,0,..,58,41,100,0,99,..,38,20,53,0,53,..,9,0,6,0,6,..,100,63,159,0,163,..,182,51,230,5,236,..,0,0,0,0,0,..,8,0,8,0,8,..,13,0,13,0,13,..,265,66,325,3,327,..,0,0,0,0,0,..,31,0,34,0,34,..,57,13,71,3,71,..,71,3,76,0,72,..,6,0,6,0,7,..,11,0,11,0,11,..,176,13,195,4,204,..,222,30,250,4,258,..,9,0,9,0,9,..,3,0,3
213011333,0,12,0,12,..,211,8,224,3,223,..,92,21,113,0,112,..,21,4,30,0,29,..,6,0,5,0,5,..,100,24,120,0,120,..,948,439,1388,18,1405,..,429,150,579,11,590,..,3257,1034,4295,64,4353,..,32,11,43,413,459,2081,3287,1047,4334,473,6889,1997,..,..,..,..,1997,..,0,0,0,0,0,..,145,36,180,3,181,..,0,0,0,0,0,..,81,77,150,0,150,..,47,28,72,3,75,..,57,29,86,0,89,..,181,135,314,3,318,..,75,17,95,0,94,..,3,0,4,0,4,..,4,0,4,0,4,..,12,0,12,0,12,..,113,30,147,0,146,..,11,4,17,0,17,..,43,3,44,0,44,..,71,15,86,4,91,..,26,0,25,0,25,..,35,3,35,0,35,..,15,0,15,0,15,..,190,33,224,4,227,..,68,12,85,0,85,..,6,3,8,0,8,..,0,0,0
213011334,0,4,0,4,..,195,12,201,3,204,..,86,22,109,3,114,..,60,17,77,3,77,..,10,5,16,0,15,..,59,14,74,0,74,..,1314,673,1992,27,2018,..,688,201,882,13,897,..,5119,1432,6548,88,6640,..,41,22,60,740,805,2641,5160,1456,6615,836,10090,2500,..,..,..,..,2500,..,0,0,0,0,0,..,180,47,227,6,233,..,0,0,0,0,0,..,108,73,178,4,181,..,66,40,101,3,102,..,17,8,28,0,28,..,192,119,310,7,315,..,184,64,248,0,255,..,3,0,3,0,3,..,11,3,19,0,19,..,52,3,53,0,53,..,171,81,254,0,253,..,18,3,17,0,17,..,94,4,101,0,102,..,408,50,463,3,466,..,34,0,37,0,37,..,68,5,79,0,79,..,53,5,60,0,60,..,679,75,761,4,766,..,110,38,151,3,155,..,4,0,4,0,4,..,3,0,3
213011335,3,20,0,20,..,233,14,246,0,248,..,65,20,87,0,85,..,22,7,27,0,27,..,8,3,15,0,12,..,47,7,59,0,59,..,1598,822,2418,15,2429,..,550,168,714,17,730,..,4757,1522,6278,72,6350,..,31,13,47,622,675,1700,4795,1540,6328,689,8724,1607,..,..,..,..,1607,..,0,0,0,0,0,..,87,35,120,0,123,..,3,0,3,0,3,..,160,135,296,3,298,..,98,81,178,0,178,..,25,20,43,0,43,..,273,241,514,3,515,..,138,62,199,9,201,..,0,0,0,0,0,..,7,0,8,0,9,..,31,3,32,0,32,..,109,108,212,0,215,..,6,0,6,0,6,..,96,5,103,0,103,..,343,45,383,0,385,..,15,0,10,0,10,..,48,23,70,0,70,..,36,8,43,0,43,..,540,80,618,0,621,..,70,13,77,0,77,..,4,0,4,0,3,..,3,0,3
213011336,0,3,0,3,..,64,6,70,0,70,..,57,12,63,3,66,..,50,39,90,3,91,..,12,3,20,0,20,..,19,5,27,0,27,..,543,196,742,6,749,..,367,251,620,8,628,..,2156,719,2877,35,2907,..,14,13,28,360,389,1806,2174,727,2904,395,5097,1693,..,..,..,..,1693,..,3,0,3,0,3,..,38,16,52,3,55,..,0,0,0,0,0,..,75,67,136,0,136,..,68,42,110,0,110,..,6,10,20,0,20,..,149,112,267,0,267,..,30,11,42,0,42,..,0,0,0,0,0,..,3,0,3,0,3,..,9,0,9,0,9,..,97,24,128,0,128,..,35,3,38,0,38,..,63,10,71,0,71,..,112,19,135,3,137,..,10,0,12,0,12,..,10,7,14,0,14,..,77,3,82,0,84,..,318,39,364,4,370,..,79,18,94,3,101,..,10,0,10,0,10,..,8,4,6
213011337,0,11,0,11,..,71,7,79,0,79,..,77,18,91,0,97,..,51,41,94,0,96,..,3,0,3,0,3,..,22,4,26,0,26,..,1408,570,1982,23,2002,..,317,195,511,12,518,..,2940,1124,4066,55,4119,..,30,4,33,293,331,1372,2969,1131,4097,350,5823,1250,..,..,..,..,1250,..,0,0,0,0,0,..,63,14,80,3,80,..,0,0,0,0,0,..,164,102,270,3,271,..,46,22,69,0,71,..,31,28,56,0,56,..,246,153,393,7,401,..,38,18,59,0,59,..,0,0,0,0,0,..,9,0,9,0,9,..,6,3,13,0,13,..,58,21,80,0,79,..,5,3,9,0,9,..,33,7,44,0,44,..,37,0,41,0,41,..,9,0,9,0,9,..,15,3,15,0,15,..,8,3,14,0,14,..,114,13,131,0,131,..,112,43,157,4,163,..,0,0,0,0,0,..,0,0,6
213011338,0,12,0,12,..,195,10,198,0,198,..,98,17,110,0,109,..,71,37,109,0,110,..,9,0,9,0,9,..,172,27,201,0,198,..,1254,492,1753,15,1764,..,725,202,927,28,954,..,4642,1267,5905,77,5984,..,25,17,40,485,523,2766,4670,1280,5952,556,9277,2623,..,..,..,..,2623,..,0,0,0,0,0,..,164,30,196,3,199,..,0,0,0,0,0,..,130,83,210,5,217,..,126,50,175,0,175,..,13,4,17,0,21,..,271,135,406,4,411,..,87,21,106,0,106,..,3,0,3,0,3,..,11,0,11,0,11,..,8,0,14,0,14,..,376,161,543,5,549,..,28,0,30,0,30,..,91,9,97,0,97,..,87,17,105,0,105,..,14,0,19,0,19,..,31,8,39,0,39,..,30,5,33,0,33,..,290,34,323,0,323,..,181,56,236,0,239,..,3,0,6,0,6,..,6,0,6
