SA2_MAINCODE_2016,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
101021007,614,270,266,402,526,627,536,223,76,3545,0,0,0,0,3,0,3,0,0,11,17,17,12,16,27,26,29,15,5,169,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,7,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,3,5,4,4,0,9,3,0,6,37,0,0,0,0,0,0,0,0,0,0,24,22,18,22,32,43,37,11,7,222,24,26,25,22,40,43,46,17,5,236,637,296,292,423,562,665,582,234,83,3782
101021008,1581,1065,1026,1071,1154,998,603,287,81,7867,0,0,0,0,3,0,0,0,0,4,22,24,31,37,26,25,15,9,4,195,0,0,0,3,3,3,0,0,0,14,0,10,3,7,10,10,0,0,0,35,0,4,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,12,14,13,3,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,30,48,51,57,47,38,17,10,4,308,30,48,57,61,49,38,24,10,4,313,1611,1121,1083,1124,1202,1038,624,302,83,8184
101021009,1626,1118,2120,1481,1326,1062,774,500,294,10300,0,0,0,0,0,0,0,0,0,6,27,36,66,50,76,69,26,7,13,383,3,3,3,7,9,3,0,0,0,24,0,3,0,3,6,13,0,0,0,30,0,0,0,0,0,4,0,0,0,13,0,0,0,0,0,0,3,0,0,4,0,0,0,0,5,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,12,20,18,17,6,6,0,0,0,85,0,0,0,0,0,0,0,0,0,0,44,61,92,75,104,103,36,13,13,548,44,61,92,75,104,103,40,11,13,549,1672,1182,2210,1558,1432,1170,818,514,310,10854
101021010,786,538,925,598,658,536,290,150,46,4531,0,0,0,0,0,0,0,0,0,3,12,39,36,42,42,43,4,5,0,226,0,3,5,3,0,0,0,0,0,17,0,0,4,0,6,3,0,0,0,17,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,9,11,3,3,0,3,0,0,36,0,0,0,0,0,0,0,0,0,0,21,48,55,49,59,47,13,9,3,304,21,47,55,49,59,49,13,9,3,309,806,589,983,647,718,589,305,156,51,4837
101021011,3491,1828,1620,2285,2793,2256,1325,377,80,16052,0,0,0,3,0,0,0,0,0,6,80,80,145,108,137,131,84,31,11,802,13,8,12,14,27,29,40,27,11,164,18,14,23,18,38,24,15,3,0,155,0,0,4,6,4,10,0,3,0,21,3,3,9,0,0,5,0,3,0,21,0,0,0,0,3,5,6,0,0,19,0,0,0,0,0,3,0,0,0,4,7,40,43,27,15,22,19,7,7,185,0,0,0,0,0,0,0,0,0,0,123,146,234,171,222,231,166,68,26,1377,126,150,236,171,218,230,166,66,26,1390,3615,1980,1857,2460,3012,2482,1493,452,100,17442
101021012,2862,1673,1385,1828,2261,1234,531,234,62,12078,3,0,0,0,0,0,0,0,0,3,18,22,29,12,16,10,6,10,3,133,3,3,7,0,0,3,0,0,0,16,3,0,5,0,3,5,8,3,0,24,0,0,3,0,0,3,0,0,0,6,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,8,24,31,6,5,5,3,0,0,81,0,0,0,0,0,0,0,0,0,0,32,55,70,21,25,30,23,11,3,271,30,55,70,21,25,30,23,11,3,269,2897,1728,1449,1854,2290,1262,554,251,63,12351
101031013,401,194,202,222,316,353,313,141,81,2218,0,0,0,0,0,0,0,0,0,3,4,15,6,3,9,8,15,3,4,78,3,0,0,8,0,0,3,0,0,22,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,11,20,12,8,19,16,21,3,4,117,13,20,16,8,19,21,21,3,7,123,409,210,217,230,335,370,338,142,90,2342
101031014,1038,691,715,723,891,817,710,489,234,6303,3,0,0,0,0,0,0,4,0,11,25,46,34,25,30,34,7,7,10,225,0,0,6,0,4,3,3,0,0,11,0,3,3,4,3,7,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,4,4,0,7,0,0,0,31,0,0,0,0,0,0,0,0,0,0,24,68,44,34,36,48,13,11,12,286,33,64,50,34,35,47,15,16,12,303,1067,761,762,753,928,866,726,501,240,6605
101031015,553,287,203,333,504,527,438,186,45,3073,0,0,0,0,0,0,0,0,0,8,75,37,26,49,46,33,29,5,0,313,0,0,0,0,0,0,0,0,0,4,27,14,6,18,12,5,0,0,0,79,4,4,10,3,0,0,3,0,0,29,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,4,13,12,3,0,41,0,0,0,0,0,0,0,0,0,0,106,64,55,80,61,50,44,8,0,464,106,64,59,78,62,54,44,8,0,475,659,351,258,412,572,574,486,197,42,3542
101031016,1213,785,893,923,999,810,534,215,71,6426,3,4,8,3,3,0,0,0,0,23,1465,1135,1381,1419,1217,1320,854,174,20,8981,59,87,122,58,77,76,37,14,3,528,431,299,287,379,313,222,132,17,0,2089,23,52,50,21,21,25,25,4,0,219,17,25,43,31,28,28,17,0,0,192,5,20,3,6,11,6,10,0,0,56,7,7,6,0,0,0,6,0,0,32,116,63,97,123,91,116,106,12,6,734,0,0,0,0,0,0,0,0,0,0,2121,1693,1987,2037,1756,1794,1184,228,32,12833,2129,1696,1992,2038,1759,1794,1186,224,32,12857,3336,2483,2883,2961,2757,2606,1722,438,98,19284
101041017,1203,584,615,689,819,1132,1179,650,273,7138,3,0,0,7,7,0,3,0,5,26,20,40,49,40,63,72,38,39,15,379,0,0,6,9,3,15,13,8,4,61,0,0,0,0,5,6,4,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,7,3,5,10,20,15,14,5,3,89,0,0,0,0,0,0,0,0,0,0,32,47,67,57,93,108,74,48,25,557,36,49,64,61,99,113,78,52,27,586,1238,638,677,751,914,1239,1254,703,296,7717
101041018,1159,668,521,748,914,1264,1431,757,319,7789,0,0,0,0,0,0,6,0,0,13,23,24,17,30,49,36,33,18,7,237,0,0,5,9,0,3,14,7,0,44,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,10,5,10,12,15,30,20,0,102,0,0,0,0,0,0,0,0,0,0,29,36,30,45,58,66,95,45,6,408,29,36,32,45,57,70,97,47,12,423,1186,701,559,790,980,1331,1526,806,327,8207
101041019,1521,776,696,830,1079,1210,905,537,241,7796,8,0,0,0,0,4,3,0,0,21,30,45,51,39,29,66,39,21,10,331,6,4,9,10,3,24,21,8,0,80,4,0,3,3,0,3,3,0,0,20,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,5,0,9,13,4,9,5,0,0,52,0,0,0,0,0,0,0,0,0,0,42,53,73,62,54,104,75,37,9,502,47,57,74,62,52,105,80,33,9,519,1566,836,768,898,1134,1312,983,576,251,8312
101041020,1399,717,526,742,1350,1791,1124,380,98,8122,6,6,4,3,0,4,0,0,0,30,32,29,40,25,23,54,42,11,3,251,0,8,3,3,0,12,9,3,0,46,3,0,3,0,0,3,9,0,0,21,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,3,0,0,0,3,3,0,3,3,3,6,3,0,0,29,0,0,0,0,0,0,0,0,0,0,40,38,51,38,31,86,66,12,3,361,48,43,54,40,31,92,65,13,3,386,1445,760,581,777,1381,1880,1191,394,98,8502
101041021,479,264,192,302,376,504,440,303,145,3017,0,0,0,0,0,4,3,3,0,10,9,11,10,5,5,23,29,14,3,113,6,0,0,0,3,16,14,22,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,0,3,8,10,20,6,0,49,0,0,0,0,0,0,0,0,0,0,19,16,12,8,20,47,63,39,0,230,19,18,12,15,20,49,64,44,3,235,496,282,203,312,395,554,510,343,151,3255
101041022,0,0,0,3,4,3,8,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,3,8,0,3,23
101041023,489,262,252,298,365,489,431,256,130,2971,0,0,0,0,0,0,0,0,0,6,7,18,20,15,14,28,12,4,0,116,0,3,3,10,19,11,18,3,3,67,0,0,0,4,3,9,8,0,0,19,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,23,21,20,38,47,44,11,4,218,10,23,21,24,41,49,46,11,4,228,501,281,278,322,408,538,480,265,132,3202
101041024,467,297,199,288,522,596,509,151,41,3065,0,4,0,3,3,0,0,3,0,15,18,7,20,16,17,35,18,0,0,130,7,0,0,3,4,15,14,3,0,44,4,0,0,5,7,3,0,0,0,17,0,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,0,3,7,17,10,3,0,49,0,0,0,0,0,0,0,0,0,0,28,14,22,27,38,73,42,6,0,255,29,19,21,30,39,69,46,11,0,271,502,322,217,319,560,663,554,158,41,3340
101041025,1407,807,668,903,1268,1632,1641,968,415,9715,0,8,3,0,7,0,0,0,0,20,40,54,48,49,50,92,49,18,12,410,8,4,13,28,25,79,151,155,35,508,0,0,0,0,0,0,5,0,0,14,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,9,0,0,0,0,3,3,9,4,0,21,0,0,0,0,3,0,0,0,0,3,6,3,10,3,4,26,24,16,3,99,0,0,0,0,0,0,0,0,0,0,53,66,74,84,89,208,243,195,52,1071,55,68,71,90,95,206,243,195,52,1082,1469,876,743,992,1362,1840,1891,1165,466,10797
101041026,1032,629,497,669,973,1420,1240,660,205,7317,3,0,0,0,0,0,3,0,3,11,29,39,38,33,46,59,56,14,15,322,0,4,3,0,5,3,6,0,0,29,0,0,0,0,3,0,4,0,0,14,0,0,0,0,0,0,4,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,3,4,3,6,5,18,18,5,0,64,0,0,0,0,0,0,0,0,0,0,39,49,47,37,62,82,90,18,15,446,45,49,50,43,65,86,94,18,16,460,1070,682,545,710,1036,1505,1333,680,219,7781
101041027,1094,510,488,654,947,1718,1635,796,387,8227,0,0,0,3,0,3,0,0,0,9,15,21,26,37,44,65,81,33,14,345,3,3,16,7,18,40,54,34,4,181,5,3,0,3,0,4,0,0,0,19,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,7,0,0,10,0,0,0,0,0,0,0,0,0,0,6,6,4,12,13,20,19,7,0,89,0,0,0,0,0,0,0,0,0,0,27,39,51,53,71,143,163,80,15,648,31,38,51,57,71,146,163,85,15,656,1121,550,535,709,1023,1865,1797,879,404,8885
101051539,4028,2559,2808,2620,2844,2684,2176,1322,636,21679,10,3,4,0,0,4,5,4,0,27,93,144,300,206,182,115,70,46,22,1180,8,3,13,13,3,14,26,11,3,86,7,3,8,3,10,6,3,3,0,42,0,0,0,0,6,3,4,0,0,17,0,0,0,0,0,3,0,0,0,5,0,0,0,0,3,3,4,0,0,11,0,0,0,0,0,0,0,0,0,3,3,10,14,7,6,7,0,0,0,51,0,0,0,0,0,0,0,0,0,0,101,158,335,232,219,152,112,64,24,1397,113,165,337,234,219,156,117,65,24,1424,4134,2718,3147,2859,3055,2843,2295,1386,664,23104
